id,nom,marque,caracteristiques,prix,Alimentation,Alimentation redondante,Appareils intégrés,Capacité,Caractéristiques,Catégorie,Compatibilité,Compatibilité TTA,Contrôleur de stockage,Contrôleur de stockage Quantité,Conçu pour,Couleur,Disponibilité de service,Dispositifs de sécurité,Disque dur,Durée totale de contrat,Format,Fourni avec,Garantie du fabricant,Hauteur (unités de rack),Interface,Lecteurs pris en charge,Lieu d'intervention,Localisation,Localisation et disposition,Nbre de licences,Nom de logiciel,Nombre de touches spéciales,Placage du connecteur,Plate-forme,Poids,Programme de ventes par le fabricant,Périphériques installés / Nbre de modules,Référence équivalente à celle du fabricant d'origine,Rétroéclairé,Service compris,Service et maintenance,Technologie de connectivité,Temps de latence,Temps de réponse,Tension,Type,Type d'emballage,Type de Produit,Type de boîtier,Type de mise à niveau,Type de mémoire,Type de tarification,Version,Vitesse,Vérification de l'Intégrité des Données
5808543,Crucial 16GB DDR4-3200 UDIMM CL22 (8Gbit/16Gbit),MICRON,Crucial - DDR4 - module - 16 Go - UDIMM 288 broches - 3200 MHz / PC4 -25600 - CL 12 -1.2 V - mémoire sans tampon - no ECC,91.26,,,,16 Go,Mémoire sans tampon,,,,,,,,,,,,,,Garantie limitée à vie (Allemagne - 10 ans),,,,,,,,,,,,,,,,,,,,CL22,,1.2 V,,,Module mémoire,,Générique,DDR4 SDRAM - DIMM 288 broches,,,3200 MT/s (PC4-25600),Non ECC
5808549,Crucial 8GB DDR4-3200 UDIMM CL22 (8Gbit/16Gbit),MICRON,Crucial - DDR4 - module - 8 Go - UDIMM 288 broches - 3200 MHz / PC4 -25600 - CL 22 -1.2 V - mémoire sans tampon - no ECC,45.63,,,,8 Go,Mémoire sans tampon,,,,,,,,,,,,,,Garantie limitée à vie (Allemagne - 10 ans),,,,,,,,,,,,,,,,,,,,CL22,,1.2 V,,,Module mémoire,,Générique,DDR4 SDRAM - DIMM 288 broches,,,3200 MT/s (PC4-25600),Non ECC
5808556,Crucial,MICRON,DDR4 - kit - 32 Go: 2 x 16 Go - SO DIMM 260 broches - 3200 MHz / PC4-25600 - CL22 - 1.2 V - mémoire sans tampon - non ECC,182.51,,,,32 Go: 2 x 16 Go,Mémoire sans tampon,,,,,,,,,,,,,,Garantie limitée à vie (Allemagne - 10 ans),,,,,,,,,,,,,,,,,,,,CL22,,1.2 V,,,Kit mémoire,,Générique,DDR4 SDRAM - SO DIMM 260 broches,,,3200 MHz (PC4-25600),Non ECC
5820307,Kingston ValueRAM,KINGSTON,"DDR4 - module - 16 Go - SO DIMM 260 broches - 3200 MT/s / PC4-25600 - CL22 - 1.2 V - mémoire sans tampon - non ECC - pour Intel Next Unit of Computing 12 Pro Kit - NUC12WSHi3, 12 Pro Kit - NUC12WSKi5",95.94,,,,16 Go,"Un rang, mémoire sans tampon",,,,,,"Intel Next Unit of Computing 12 Pro Kit - NUC12WSHi3, 12 Pro Kit - NUC12WSKi5",,,,,,,,Garantie limitée à vie (Russie - 10 ans),,,,,,,,,,,,,,,,,,,,CL22,,1.2 V,,,Module mémoire,,Générique,DDR4 SDRAM - SO DIMM 260 broches,,,3200 MT/s (PC4-25600),Non ECC
5804096,Kingston,KINGSTON,DDR4 - module - 16 Go - SO DIMM 260 broches - 3200 MT/s / PC4-25600 - CL22 - 1.2 V - mémoire sans tampon - non ECC,101.65,,,,16 Go,"Deux rangs, mémoire sans tampon",,,,,,,,,,,,,,Garantie limitée à vie (Russie - 10 ans),,,,,,,,,,Or,,,,,,,,,,CL22,,1.2 V,,,Module mémoire,,Générique,DDR4 SDRAM - SO DIMM 260 broches,,,3200 MT/s (PC4-25600),Non ECC
5822248,Crucial,MICRON,DDR4 - module - 32 Go - SO DIMM 260 broches - 3200 MT/s / PC4-25600 - CL22 - 1.2 V - mémoire sans tampon - non ECC,182.51,,,,32 Go,"Deux rangs, mémoire sans tampon",,,,,,,,,,,,,,Garantie limitée à vie (Allemagne - 10 ans),,,,,,,,,,,,,,,,,,,,CL22,,1.2 V,,,Module mémoire,,Générique,DDR4 SDRAM - SO DIMM 260 broches,,,3200 MT/s (PC4-25600),Non ECC
5820410,Kingston,KINGSTON,DDR4 - module - 16 Go - SO DIMM 260 broches - 3200 MT/s / PC4-25600 - CL22 - 1.2 V - mémoire sans tampon - non ECC,101.65,,,,16 Go,"Un rang, mémoire sans tampon",,,,,,,,,,,,,,Garantie limitée à vie (Russie - 10 ans),,,,,,,,,,,,,,,,,,,,CL22,,1.2 V,,,Module mémoire,,Générique,DDR4 SDRAM - SO DIMM 260 broches,,,3200 MT/s (PC4-25600),Non ECC
8396829,Crucial Pro 64GB Kit (2x32GB) DDR4-3200 UDIMM CL22 (16Gbit),MICRON,Crucial Pro - DDR4 - Kit - 64 Go: 2 x 32 Go - UDIMM 288 broches - 3200 MHz / PC4 -25600 - CL 22 -1.2 V - mémoire sans tampon,379.07,,,,64 Go: 2 x 32 Go,"Intel Extreme Memory Profiles (XMP 2.0), mémoire sans tampon",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CL22,,1.2 V,,,Kit mémoire,,Générique,DDR4 SDRAM - DIMM 288 broches,,,3200 MT/s (PC4-25600),
6014735,Kingston,KINGSTON,DDR4 - module - 8 Go - SO DIMM 260 broches - 3200 MT/s / PC4-25600 - CL22 - 1.2 V - mémoire sans tampon - non ECC,53.01,,,,8 Go,"Un rang, mémoire sans tampon",,,,,,,,,,,,,,Garantie limitée à vie (Russie - 10 ans),,,,,,,,,,,,,,,,,,,,CL22,,1.2 V,,,Module mémoire,,Générique,DDR4 SDRAM - SO DIMM 260 broches,,,3200 MT/s (PC4-25600),Non ECC
5490985,Kingston ValueRAM,KINGSTON,"DDR4 - module - 8 Go - SO DIMM 260 broches - 3200 MT/s / PC4-25600 - CL22 - 1.2 V - mémoire sans tampon - non ECC - pour Intel Next Unit of Computing 11, 12",50.38,,,,8 Go,"Un rang, terminaison intégrée (ODT), Serial Presence Detect (SPD), seize banques, rafraîchissement automatique faible puissance (LPASR), support de mode DBI, mémoire sans tampon",,,,,,"Intel Next Unit of Computing 11 Essential Kit - NUC11ATKPE, 12 Enthusiast Mini PC - NUC12SNKi72VA, 12 Pro Kit - NUC12WSHi3, 12 Pro Kit - NUC12WSKi5",,,,,,,,Garantie limitée à vie (Russie - 10 ans),,,,,,,,,,Or,,,,,,,,,,CL22 (22-22-22),,1.2 V,,,Module mémoire,,Générique,DDR4 SDRAM - SO DIMM 260 broches,,,3200 MT/s (PC4-25600),Non ECC
7792874,Crucial,MICRON,DDR4 - module - 8 Go - SO DIMM 260 broches - 3200 MHz / PC4-25600 - CL22 - mémoire sans tampon - non ECC,45.63,,,,8 Go,"Un rang, mémoire sans tampon",,,,,,,,,,,,,,1 an de garantie,,,,,,,,,,,,,,,,,,,,CL22,,,,,Module mémoire,,Générique,DDR4 SDRAM - SO DIMM 260 broches,,,3200 MHz (PC4-25600),Non ECC
7712514,Micron,MICRON,DDR4 - module - 32 Go - DIMM 288 broches - 3200 MHz / PC4-25600 - CL22 - 1.2 V - mémoire sans tampon - ECC,493.14,,,,32 Go,Mémoire sans tampon,,,,,,,,,,,,,,Garantie de 3 ans,,,,,,,,,,,,,,,,,,,,CL22 (22-22-22),,1.2 V,,,Module mémoire,,Générique,DDR4 SDRAM - DIMM 288 broches,,,3200 MHz (PC4-25600),ECC
5822237,Crucial 32GB DDR4-3200 UDIMM CL22 (16Gbit),MICRON,Crucial - DDR4 - module - 32 Go - UDIMM 288 broches - 3200 MHz / PC4 -25600 - CL 22 -1.2 V - mémoire sans tampon - no ECC,182.51,,,,32 Go,"Deux rangs, mémoire sans tampon",,,,,,,,,,,,,,Garantie limitée à vie (Allemagne - 10 ans),,,,,,,,,,,,,,,,,,,,CL22,,1.2 V,,,Module mémoire,,Générique,DDR4 SDRAM - DIMM 288 broches,,,3200 MT/s (PC4-25600),Non ECC
10528962,Crucial Pro OC 32GB Kit2X16 DDR5-6400 Bl,MICRON,Crucial Pro - Overclocking Edition - DDR5 -Kit - 32Go : 2 x 16 Go - DIMM 288 broches - 6400 MHz / PC5-51200 - CL38 - 1.35 V - mémoire sans tampon - non ECC - noir,228.14,,,,32 Go: 2 x 16 Go,"Dissipateur thermique en aluminium, Intel Extreme Memory Profiles (XMP 3.0), profils AMD étendus pour l'overclocking (EXPO), mémoire sans tampon",,,,,,,,,,,,,,Garantie limitée à vie,,,,,,,,,,,,,,,,,,,,CL38 (38-40-40-84),,1.35 V,,,Kit mémoire,,Générique,DDR5 SDRAM - DIMM 288 broches,,,6400 MT/s (PC5-51200),Non ECC
8396828,Crucial Pro 32GB Kit (2x16GB) DDR4-3200 UDIMM CL22 (8Gbit/16Gbit),MICRON,Crucial Pro - DDR4 - Kit - 32 Go: 2 x 16 Go - UDIMM 288 broches - 3200 MHz / PC4 -25600 - CL 22 -1.2 V - mémoire sans tampon,189.53,,,,32 Go: 2 x 16 Go,"Intel Extreme Memory Profiles (XMP 2.0), mémoire sans tampon",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CL22,,1.2 V,,,Kit mémoire,,Générique,DDR4 SDRAM - DIMM 288 broches,,,3200 MT/s (PC4-25600),
9538135,Dell 1RX16,DELL,DDR5 - module - 8 Go - SO DIMM 262 broches - 5600 MHz - 1.1 V - mémoire sans tampon - non ECC - Mise à niveau,72.0,,,,8 Go,"Un rang, mémoire sans tampon",,,,,,,,,,,,,,Garantie limitée à vie,,,,,,,,,,,,,,,,,,,,,,1.1 V,,,Module mémoire,,Spécifique au système,DDR5 SDRAM - SO DIMM 262 broches,Mise à niveau,,5600 MHz,Non ECC
5770170,Crucial,MICRON,DDR4 - kit - 64 Go: 2 x 32 Go - SO DIMM 260 broches - 3200 MHz / PC4-25600 - CL22 - 1.2 V - mémoire sans tampon - non ECC,365.03,,,,64 Go: 2 x 32 Go,"Deux rangs, mémoire sans tampon",,,,,,,,,,,,,,Garantie limitée à vie (Allemagne - 10 ans),,,,,,,,,,,,,,,,,,,,CL22,,1.2 V,,,Kit mémoire,,Générique,DDR4 SDRAM - SO DIMM 260 broches,,,3200 MHz (PC4-25600),Non ECC
7712506,Micron,MICRON,DDR4 - module - 64 Go - DIMM 288 broches - 3200 MHz / PC4-25600 - CL22 - 1.2 V - mémoire enregistré - ECC,940.64,,,,64 Go,Mémoire enregistré,,,,,,,,,,,,,,Garantie de 3 ans,,,,,,,,,,,,,,,,,,,,CL22 (22-22-22),,1.2 V,,,Module mémoire,,Générique,DDR4 SDRAM - DIMM 288 broches,,,3200 MHz (PC4-25600),ECC
8677889,Crucial Pro,MICRON,DDR5 - kit - 96 Go: 2 x 48 Go - DIMM 288 broches - 5600 MHz / PC5-44800 - CL46 - 1.1 V - mémoire sans tampon - on-die ECC - noir,491.38,,,,96 Go: 2 x 48 Go,Mémoire sans tampon,,,,,,,,,,,,,,Garantie limitée à vie,,,,,,,,,,,,,,,,,,,,CL46 (46-45-45),,1.1 V,,,Kit mémoire,,Générique,DDR5 SDRAM - DIMM 288 broches,,,5600 MHz (PC5-44800),On-die ECC
9806014,Kingston,KINGSTON,DDR5 - module - 32 Go - DIMM 288 broches - 5600 MT/s / PC5-44800 - CL46 - 1.1 V - mémoire sans tampon - ECC,287.39,,,,32 Go,Mémoire sans tampon,,,,,,,,,,,,,,Garantie limitée à vie,,,,,,,,,,,,,,,,,,,,CL46 (46-45-45),,1.1 V,,,Module mémoire,,Générique,DDR5 SDRAM - DIMM 288 broches,,,5600 MT/s (PC5-44800),ECC
7960950,HPE SmartMemory,HP ENT,DDR5 - module - 32 Go - DIMM 288 broches - 4800 MHz / PC5-38400 - CL40 - 1.1 V - mémoire enregistré - ECC,1580.0,,,,32 Go,"Deux rangs, mémoire enregistré",,,,,,,,,,,,,,,,,,,,,,,,,,,,,HPE P43328-B21,,,,,CL40 (40-39-39),,1.1 V,,,Module mémoire,,Spécifique au système,DDR5 SDRAM - DIMM 288 broches,,,4800 MHz (PC5-38400),ECC
11521230,Crucial Pro OC 64GB Kit2 DDR5-6400 U Noir,MICRON,Crucial Pro OC - DDR5 - kit - 64 Go: 2 x 32 Go - DIMM 288 broches - 6400 MHz / PC5-51200 - CL40 - 1.35 Vmémoire sans tampon - on-die ECC - noir,456.28,,,,64 Go: 2 x 32 Go,"Dissipateur thermique en aluminium, Intel Extreme Memory Profiles (XMP 3.0), profils AMD étendus pour l'overclocking (EXPO), mémoire sans tampon",,,,,,,,,,,,,,"Garantie limitée à vie (Autriche, Belgique, France, Allemagne - 10 ans)",,,,,,,,,,,,,,,,,,,,CL40 (40-40-40-80),,1.35 V,,,Kit mémoire,,Générique,DDR5 SDRAM - DIMM 288 broches,,,3200 MHz (PC5-51200),On-die ECC
4628429,Kingston,KINGSTON,DDR4 - module - 16 Go - DIMM 288 broches - 2666 MT/s / PC4-21300 - CL19 - 1.2 V - mémoire sans tampon - non ECC,101.65,,,,16 Go,"Deux rangs, mémoire sans tampon",,,,,,,,,,,,,,Garantie limitée à vie (Russie - 10 ans),,,,,,,,,,Or,,,,,,,,,,CL19,,1.2 V,,,Module mémoire,,Générique,DDR4 SDRAM - DIMM 288 broches,,,2666 MT/s (PC4-21300),Non ECC
7712491,Micron,MICRON,DDR5 - module - 32 Go - DIMM 288 broches - 4800 MHz / PC5-38400 - CL40 - 1.1 V - mémoire sans tampon - ECC,375.12,,,,32 Go,Mémoire sans tampon,,,,,,,,,,,,,,Garantie de 3 ans,,,,,,,,,,,,,,,,,,,,CL40 (40-39-39),,1.1 V,,,Module mémoire,,Générique,DDR5 SDRAM - DIMM 288 broches,,,4800 MHz (PC5-38400),ECC
7712500,Micron,MICRON,DDR4 - module - 8 Go - DIMM 288 broches - 3200 MHz / PC4-25600 - CL22 - 1.2 V - mémoire enregistré - ECC,289.57,,,,8 Go,Mémoire enregistré,,,,,,,,,,,,,,Garantie de 3 ans,,,,,,,,,,,,,,,,,,,,CL22 (22-22-22),,1.2 V,,,Module mémoire,,Générique,DDR4 SDRAM - DIMM 288 broches,,,3200 MHz (PC4-25600),ECC
6301610,Dell,DELL,DDR4 - module - 8 Go - SO DIMM 260 broches - 3200 MHz / PC4-25600 - 1.2 V - mémoire sans tampon - non ECC - Mise à niveau,62.0,,,,8 Go,"Un rang, mémoire sans tampon",,,,,,,,,,,,,,Garantie limitée à vie,,,,,,,,,,,,,,,"DELL AB371023, DELL SNPKRVFXC/8G",,,,,,,1.2 V,,,Module mémoire,,Spécifique au système,DDR4 SDRAM - SO DIMM 260 broches,Mise à niveau,,3200 MHz (PC4-25600),Non ECC
10433967,Kingston,KINGSTON,DDR5 - module - 64 Go - DIMM 288 broches - 4800 MT/s - CL40 - 1.1 V - mémoire enregistré - ECC,592.73,,,,64 Go,"Deux rangs, mémoire enregistré",,,,,,,,,,,,,,Garantie limitée à vie (Russie - 10 ans),,,,,,,,,,,,,,,,,,,,CL40,,1.1 V,,,Module mémoire,,Spécifique au système,DDR5 SDRAM - DIMM 288 broches,,,4800 MT/s,ECC
6013187,Kingston ValueRAM,KINGSTON,"DDR4 - module - 8 Go - SO DIMM 260 broches - 3200 MT/s / PC4-25600 - CL22 - 1.2 V - mémoire sans tampon - non ECC - pour Intel Next Unit of Computing 12 Pro Kit - NUC12WSHi3, 12 Pro Kit - NUC12WSKi5",50.38,,,,8 Go,"Un rang, terminaison intégrée (ODT), Serial Presence Detect (SPD), seize banques, rafraîchissement automatique faible puissance (LPASR), support de mode DBI, mémoire sans tampon",,,,,,"Intel Next Unit of Computing 12 Pro Kit - NUC12WSHi3, 12 Pro Kit - NUC12WSKi5",,,,,,,,Garantie limitée à vie (Russie - 10 ans),,,,,,,,,,Or,,,,,,,,,,CL22 (22-22-22),,1.2 V,,,Module mémoire,,Générique,DDR4 SDRAM - SO DIMM 260 broches,,,3200 MT/s (PC4-25600),Non ECC
7712513,Micron,MICRON,DDR4 - module - 16 Go - DIMM 288 broches - 3200 MHz / PC4-25600 - CL22 - 1.2 V - mémoire enregistré - ECC,321.16,,,,16 Go,Mémoire enregistré,,,,,,,,,,,,,,Garantie de 3 ans,,,,,,,,,,,,,,,,,,,,CL22 (22-22-22),,1.2 V,,,Module mémoire,,Générique,DDR4 SDRAM - DIMM 288 broches,,,3200 MHz (PC4-25600),ECC
5808547,Crucial 32GB Kit (2x16GB) DDR4-3200 UDIMM CL22 (8Gbit/16Gbit),MICRON,Crucial - DDR4 - Kit - 32 Go (2x16Gb) - UDIMM 288 broches - 3200 MHz / PC4 -25600 - CL 22 -1.2 V - mémoire sans tampon - no ECC,182.51,,,,32 Go: 2 x 16 Go,Mémoire sans tampon,,,,,,,,,,,,,,Garantie limitée à vie (Allemagne - 10 ans),,,,,,,,,,,,,,,,,,,,CL22,,1.2 V,,,Kit mémoire,,Générique,DDR4 SDRAM - DIMM 288 broches,,,3200 MHz (PC4-25600),Non ECC
2768397,Kingston ValueRAM,KINGSTON,DDR3L - module - 8 Go - SO DIMM 204 broches - 1600 MT/s / PC3L-12800 - CL11 - 1.35 / 1.5 V - mémoire sans tampon - non ECC,56.96,,,,8 Go,"Deux rangs, terminaison intégrée (ODT), mémoire sans tampon",,,,,,,,,,,,,,Garantie limitée à vie,,,,,,,,,,Or,,,,,,,,,,CL11 (11-11-11),,1.35 / 1.5 V,,,Module mémoire,,Générique,DDR3L SDRAM - SO DIMM 204 broches,,,1600 MT/s (PC3L-12800),Non ECC
11521231,Crucial Pro OC 64GB Kit2 DDR5-6000 U blanc,MICRON,Crucial Pro - DDR5 - kit - 32 Go: 2 x 16 Go - DIMM 288 broches- 6000 MHz / PC5-48000 - CL38 - 1.35 V - mémoire sans tamponon-die ECC - blanc,421.18,,,,32 Go: 2 x 16 Go,"Intel Extreme Memory Profiles (XMP 3.0), dissipateur thermique en aluminium, AMD EXPO, support de profil OC, mémoire sans tampon",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CL38,,1.35 V,,,Kit mémoire,,Générique,DDR5 SDRAM - DIMM 288 broches,,,3000 MHz (PC5-48000),On-die ECC
6162141,Kingston,KINGSTON,DDR4 - module - 32 Go - SO DIMM 260 broches - 3200 MT/s / PC4-25600 - CL22 - 1.2 V - mémoire sans tampon - non ECC,198.02,,,,32 Go,"Deux rangs, mémoire sans tampon",,,,,,,,,,,,,,Garantie limitée à vie (Russie - 10 ans),,,,,,,,,,,,,,,,,,,,CL22,,1.2 V,,,Module mémoire,,Générique,DDR4 SDRAM - SO DIMM 260 broches,,,3200 MT/s (PC4-25600),Non ECC
9031505,Crucial Pro,MICRON,DDR5 - module - 48 Go - DIMM 288 broches faible encombrement - 5600 MT/s / PC5-44800 - CL46 - 1.1 V - mémoire sans tampon - on-die ECC - noir mat,253.01,,,,48 Go,"Dissipateur thermique en aluminium, Intel Extreme Memory Profiles (XMP 3.0), profils AMD étendus pour l'overclocking (EXPO), mémoire sans tampon",,,,,,,,,,,,,,"Garantie limitée à vie (Autriche, Belgique, France, Allemagne - 10 ans)",,,,,,,,,,,,,,,,,,,,CL46 (46-45-45),,1.1 V,,,Module mémoire,,Générique,DDR5 SDRAM - DIMM 288 broches faible encombrement,,,5600 MT/s (PC5-44800),On-die ECC
6783229,Kingston FURY Beast,KINGSTON,DDR4 - kit - 32 Go: 2 x 16 Go - DIMM 288 broches - 3200 MHz / PC4-25600 - CL16 - 1.35 V - mémoire sans tampon - non ECC - noir,195.38,,,,32 Go: 2 x 16 Go,"Intel Extreme Memory Profiles (XMP 2.0), AMD Ryzen Ready, dissipateur thermique faible encombrement, carte de circuits imprimés (PCB) noire, terminaison intégrée (ODT), seize banques, Serial Presence Detect (SPD), bi-canal, un rang, mémoire sans tampon",,,,,,,,,,,,,,Garantie limitée à vie (Russie - 10 ans),,,,,,,,,,Or,,,,,,,,,,CL16 (16-20-20),,1.35 V,,,Kit mémoire,,Générique,DDR4 SDRAM - DIMM 288 broches,,,3200 MHz (PC4-25600),Non ECC
30040026,UNBW,UNBW,UNBW/RAM 8GB DDR4 3200,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6162142,Kingston ValueRAM,KINGSTON,DDR4 - module - 32 Go - SO DIMM 260 broches - 3200 MT/s / PC4-25600 - CL22 - 1.2 V - mémoire sans tampon - non ECC - pour Intel Next Unit of Computing 12 Enthusiast Mini PC - NUC12SNKi72VA,187.49,,,,32 Go,"Deux rangs, mémoire sans tampon",,,,,,Intel Next Unit of Computing 12 Enthusiast Mini PC - NUC12SNKi72VA,,,,,,,,Garantie limitée à vie (Russie - 10 ans),,,,,,,,,,,,,,,,,,,,CL22,,1.2 V,,,Module mémoire,,Générique,DDR4 SDRAM - SO DIMM 260 broches,,,3200 MT/s (PC4-25600),Non ECC
8397705,Kingston,KINGSTON,DDR5 - module - 64 Go - DIMM 288 broches - 4800 MHz / PC5-38400 - CL40 - 1.1 V - mémoire enregistré - ECC,592.73,,,,64 Go,Mémoire enregistré,,,,,,,,,,,,,,Garantie limitée à vie,,,,,,,,,,,,,,,,,,,,CL40,,1.1 V,,,Module mémoire,,Générique,DDR5 SDRAM - DIMM 288 broches,,,4800 MHz (PC5-38400),ECC
5820401,Kingston,KINGSTON,DDR4 - module - 16 Go - DIMM 288 broches - 3200 MT/s / PC4-25600 - CL22 - 1.2 V - mémoire sans tampon - non ECC,101.65,,,,16 Go,"Un rang, mémoire sans tampon",,,,,,,,,,,,,,Garantie limitée à vie (Russie - 10 ans),,,,,,,,,,,,,,,,,,,,CL22,,1.2 V,,,Module mémoire,,Générique,DDR4 SDRAM - DIMM 288 broches,,,3200 MT/s (PC4-25600),Non ECC
8173073,Kingston,KINGSTON,DDR5 - module - 32 Go - DIMM 288 broches - 4800 MHz / PC5-38400 - CL40 - 1.1 V - mémoire sans tampon - ECC,294.39,,,,32 Go,"Deux rangs, mémoire sans tampon",,,,,,,,,,,,,,Garantie limitée à vie,,,,,,,,,,,,,,,,,,,,CL40,,1.1 V,,,Module mémoire,,Générique,DDR5 SDRAM - DIMM 288 broches,,,4800 MHz (PC5-38400),ECC
6999929,Kingston,KINGSTON,DDR4 - module - 16 Go - DIMM 288 broches - 3200 MT/s - CL22 - mémoire sans tampon - non ECC,101.65,,,,16 Go,"Un rang, mémoire sans tampon",,,,,,,,,,,,,,Garantie limitée à vie (Russie - 10 ans),,,,,,,,,,,,,,,,,,,,CL22,,,,,Module mémoire,,Générique,DDR4 SDRAM - DIMM 288 broches,,,3200 MT/s,Non ECC
6783055,Kingston FURY Beast,KINGSTON,DDR4 - kit - 64 Go: 2 x 32 Go - DIMM 288 broches - 3200 MT/s / PC4-25600 - CL16 - 1.35 V - mémoire sans tampon - non ECC - noir,378.49,,,,64 Go: 2 x 32 Go,"Deux rangs, terminaison intégrée (ODT), Serial Presence Detect (SPD), bi-canal, carte de circuits imprimés (PCB) noire, dissipateur thermique faible encombrement, seize banques, Intel Extreme Memory Profiles (XMP 2.0), AMD Ryzen Ready, mémoire sans tampon",,,,,,,,,,,,,,Garantie limitée à vie (Russie - 10 ans),,,,,,,,,,Or,,,,,,,,,,CL16 (16-20-20),,1.35 V,,,Kit mémoire,,Générique,DDR4 SDRAM - DIMM 288 broches,,,3200 MT/s (PC4-25600),Non ECC
8347310,Kingston,KINGSTON,DDR5 - module - 16 Go - SO DIMM 262 broches - 5600 MT/s / PC5-44800 - CL46 - 1.1 V - mémoire sans tampon - on-die ECC,93.75,,,,16 Go,"Un rang, mémoire sans tampon",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CL46,,1.1 V,,,Module mémoire,,Spécifique au système,DDR5 SDRAM - SO DIMM 262 broches,,,5600 MT/s (PC5-44800),On-die ECC
9031498,Crucial Pro 32GB DDR4-3200 UDIMM CL22 (16Gbit),MICRON,Crucial Pro - DDR4 - module - 32 Go - UDIMM 288 broches faible encombrement - 3200 MHz / PC4 -25600 - CL 22 -1.2 V - mémoire sans tampon - no ECC - noir satin,189.53,,,,32 Go,"Dissipateur thermique en aluminium, Intel Extreme Memory Profiles (XMP 2.0), mémoire sans tampon",,,,,,,,,,,,,,"Garantie limitée à vie (Autriche, Belgique, France, Allemagne - 10 ans)",,,,,,,,,,,,,,,,,,,,CL22 (22-22-22),,1.2 V,,,Module mémoire,,Générique,DDR4 SDRAM - DIMM 288 broches faible encombrement,,,3200 MHz (PC4-25600),Non ECC
7712504,Micron,MICRON,DDR4 - module - 32 Go - DIMM 288 broches - 3200 MHz / PC4-25600 - CL22 - 1.2 V - mémoire enregistré - ECC,493.14,,,,32 Go,Mémoire enregistré,,,,,,,,,,,,,,Garantie de 3 ans,,,,,,,,,,,,,,,,,,,,CL22 (22-22-22),,1.2 V,,,Module mémoire,,Générique,DDR4 SDRAM - DIMM 288 broches,,,3200 MHz (PC4-25600),ECC
8173065,Kingston,KINGSTON,DDR5 - module - 16 Go - DIMM 288 broches - 5600 MT/s / PC5-44800 - CL46 - 1.1 V - mémoire sans tampon - non ECC,93.75,,,,16 Go,Mémoire sans tampon,,,,,,,,,,,,,,Garantie limitée à vie,,,,,,,,,,,,,,,,,,,,CL46,,1.1 V,,,Module mémoire,,Générique,DDR5 SDRAM - DIMM 288 broches,,,5600 MT/s (PC5-44800),Non ECC
10375820,Kingston,KINGSTON,DDR5 - module - 32 Go - DIMM 288 broches - 5600 MHz / PC5-44800 - CL46 - 1.1 V - mémoire enregistré - ECC,304.03,,,,32 Go,"Deux rangs, 32 banques, Hynix A-Die, mémoire enregistré",,,,,,,,,,,,,,Garantie limitée à vie (Russie - 10 ans),,,,,,,,,,Or,,,,,,,,,,CL46 (46-45-45),,1.1 V,,,Module mémoire,,Générique,DDR5 SDRAM - DIMM 288 broches,,,5600 MHz (PC5-44800),ECC
8393591,Micron,MICRON,DDR5 - module - 32 Go - DIMM 288 broches - 4800 MHz / PC5-38400 - CL40 - 1.1 V - mémoire sans tampon - ECC,375.12,,,,32 Go,Mémoire sans tampon,,,,,,,,,,,,,,Garantie de 3 ans,,,,,,,,,,,,,,,,,,,,CL40 (40-39-39),,1.1 V,,,Module mémoire,,Générique,DDR5 SDRAM - DIMM 288 broches,,,4800 MHz (PC5-38400),ECC
9879389,Micron,MICRON,DDR5 - module - 32 Go - DIMM 288 broches - 5600 MHz / PC5-44800 - CL46 - mémoire enregistré - ECC,375.12,,,,32 Go,"Deux rangs, mémoire enregistré",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CL46,,,,,Module mémoire,,Générique,DDR5 SDRAM - DIMM 288 broches,,,5600 MHz (PC5-44800),ECC
5820403,Kingston ValueRAM,KINGSTON,DDR4 - module - 16 Go - DIMM 288 broches - 3200 MT/s / PC4-25600 - CL22 - 1.2 V - mémoire sans tampon - non ECC,95.94,,,,16 Go,"Un rang, mémoire sans tampon",,,,,,,,,,,,,,Garantie limitée à vie (Russie - 10 ans),,,,,,,,,,,,,,,,,,,,CL22,,1.2 V,,,Module mémoire,,Générique,DDR4 SDRAM - DIMM 288 broches,,,3200 MT/s (PC4-25600),Non ECC
9823932,Micron,MICRON,DDR5 - module - 64 Go - DIMM 288 broches - 5600 MHz / PC5-44800 - CL46 - 1.1 V - mémoire enregistré - ECC,651.09,,,,64 Go,"Deux rangs, mémoire enregistré",,,,,,,,,,,,,,Garantie de 3 ans,,,,,,,,,,,,,,,,,,,,CL46 (46-45-45),,1.1 V,,,Module mémoire,,Générique,DDR5 SDRAM - DIMM 288 broches,,,5600 MHz (PC5-44800),ECC
