id,nom,marque,caracteristiques,prix,Alimentation,Alimentation redondante,Appareils intégrés,Capacité,Caractéristiques,Catégorie,Compatibilité,Compatibilité TTA,Contrôleur de stockage,Contrôleur de stockage Quantité,Conçu pour,Couleur,Disponibilité de service,Dispositifs de sécurité,Disque dur,Durée totale de contrat,Format,Fourni avec,Garantie du fabricant,Hauteur (unités de rack),Interface,Lecteurs pris en charge,Lieu d'intervention,Localisation,Localisation et disposition,Nbre de licences,Nom de logiciel,Nombre de touches spéciales,Placage du connecteur,Plate-forme,Poids,Programme de ventes par le fabricant,Périphériques installés / Nbre de modules,Référence équivalente à celle du fabricant d'origine,Rétroéclairé,Service compris,Service et maintenance,Technologie de connectivité,Temps de latence,Temps de réponse,Tension,Type,Type d'emballage,Type de Produit,Type de boîtier,Type de mise à niveau,Type de mémoire,Type de tarification,Version,Vitesse,Vérification de l'Intégrité des Données
9823823,QNAP,QNAP,T0 version - DDR5 - module - 32 Go - DIMM 288 broches - 4800 MT/s / PC5-38400 - mémoire sans tampon - ECC,820.04,,,,32 Go,Mémoire sans tampon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QNAP RAM-32GDR5ECT0-UD-4800,,,,,,,,,,Module mémoire,,Spécifique au système,DDR5 SDRAM - DIMM 288 broches,,,4800 MT/s (PC5-38400),ECC
9823930,Micron,MICRON,DDR5 - module - 96 Go - DIMM 288 broches - 4800 MHz - CL40 - mémoire enregistré - ECC,1019.62,,,,96 Go,"Deux rangs, mémoire enregistré",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CL40 (40-39-39),,,,,Module mémoire,,Spécifique au système,DDR5 SDRAM - DIMM 288 broches,,,4800 MHz,ECC
1244934,Xerox,XEROX,"Mémoire - module - 128 Mo - pour Phaser 3500B, 3500DN, 3500N, 3600/YDN",201.35,,,,128 Mo,,,,,,,"Phaser 3500B, 3500DN, 3500N, 3600/YDN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Module mémoire,,Spécifique au système,,,,,
7840695,Kingston,KINGSTON,"DDR4 - module - 128 Go - module LRDIMM 288 broches - 3200 MHz / PC4-25600 - CL22 - 1.2 V - Load-Reduced - ECC - pour Cisco UCS C225 M6 SFF Rack Server, C245 M6 SFF Rack Server",1502.17,,,,128 Go,"Quad-rank (sur 4 rangs), Load-Reduced",,,,,,"Cisco UCS C225 M6 SFF Rack Server, C245 M6 SFF Rack Server",,,,,,,,Garantie limitée à vie (Russie - 10 ans),,,,,,,,,,,,,,,,,,,,CL22,,1.2 V,,,Module mémoire,,Spécifique au système,DDR4 SDRAM - module LRDIMM 288 broches,,,3200 MHz (PC4-25600),ECC
7840698,Kingston,KINGSTON,"DDR4 - module - 32 Go - SO DIMM 260 broches - 3200 MHz / PC4-25600 - CL22 - 1.2 V - mémoire sans tampon - ECC - pour Dell Precision 3561, 5760, 7560",422.74,,,,32 Go,"Deux rangs, mémoire sans tampon",,,,,,"Dell Precision 3561, 5760, 7560",,,,,,,,Garantie limitée à vie (Russie - 10 ans),,,,,,,,,,,,,,,,,,,,CL22,,1.2 V,,,Module mémoire,,Spécifique au système,DDR4 SDRAM - SO DIMM 260 broches,,,3200 MHz (PC4-25600),ECC
7840700,Kingston,KINGSTON,"DDR4 - module - 16 Go - SO DIMM 260 broches - 3200 MHz / PC4-25600 - CL22 - 1.2 V - mémoire sans tampon - ECC - pour Dell Precision 5760, 7560",215.97,,,,16 Go,"Un rang, mémoire sans tampon",,,,,,"Dell Precision 5760, 7560",,,,,,,,Garantie limitée à vie (Russie - 10 ans),,,,,,,,,,,,,,,,,,,,CL22,,1.2 V,,,Module mémoire,,Spécifique au système,DDR4 SDRAM - SO DIMM 260 broches,,,3200 MHz (PC4-25600),ECC
7840706,Kingston,KINGSTON,"DDR4 - module - 32 Go - SO DIMM 260 broches - 3200 MHz / PC4-25600 - CL22 - 1.2 V - mémoire sans tampon - ECC - pour HP ZBook Fury 15 G8 Mobile Workstation, 17 G8 Mobile Workstation",422.74,,,,32 Go,"Deux rangs, mémoire sans tampon",,,,,,"HP ZBook Fury 15 G8 Mobile Workstation, 17 G8 Mobile Workstation",,,,,,,,Garantie limitée à vie (Russie - 10 ans),,,,,,,,,,,,,,,,,,,,CL22,,1.2 V,,,Module mémoire,,Spécifique au système,DDR4 SDRAM - SO DIMM 260 broches,,,3200 MHz (PC4-25600),ECC
7840708,Kingston,KINGSTON,"DDR4 - module - 16 Go - SO DIMM 260 broches - 3200 MHz / PC4-25600 - CL22 - 1.2 V - mémoire sans tampon - ECC - pour HP ZBook Fury 15 G8 Mobile Workstation, 17 G8 Mobile Workstation",215.97,,,,16 Go,"Un rang, mémoire sans tampon",,,,,,"HP ZBook Fury 15 G8 Mobile Workstation, 17 G8 Mobile Workstation",,,,,,,,Garantie limitée à vie (Russie - 10 ans),,,,,,,,,,,,,,,,,,,,CL22,,1.2 V,,,Module mémoire,,Spécifique au système,DDR4 SDRAM - SO DIMM 260 broches,,,3200 MHz (PC4-25600),ECC
7840710,Kingston,KINGSTON,"DDR4 - module - 32 Go - SO DIMM 260 broches - 3200 MHz / PC4-25600 - CL22 - 1.2 V - mémoire sans tampon - ECC - pour Lenovo ThinkPad P1 Gen 4 20Y3, 20Y4",422.74,,,,32 Go,"Deux rangs, mémoire sans tampon",,,,,,"Lenovo ThinkPad P1 Gen 4 20Y3, 20Y4",,,,,,,,Garantie limitée à vie (Russie - 10 ans),,,,,,,,,,,,,,,,,,,,CL22,,1.2 V,,,Module mémoire,,Spécifique au système,DDR4 SDRAM - SO DIMM 260 broches,,,3200 MHz (PC4-25600),ECC
7840712,Kingston,KINGSTON,"DDR4 - module - 16 Go - SO DIMM 260 broches - 3200 MHz / PC4-25600 - CL22 - 1.2 V - mémoire sans tampon - ECC - pour Lenovo ThinkPad P1 Gen 4 20Y3, 20Y4",215.97,,,,16 Go,"Un rang, mémoire sans tampon",,,,,,"Lenovo ThinkPad P1 Gen 4 20Y3, 20Y4",,,,,,,,Garantie limitée à vie (Russie - 10 ans),,,,,,,,,,,,,,,,,,,,CL22,,1.2 V,,,Module mémoire,,Spécifique au système,DDR4 SDRAM - SO DIMM 260 broches,,,3200 MHz (PC4-25600),ECC
7840714,Kingston,KINGSTON,DDR4 - module - 32 Go - DIMM 288 broches - 3200 MHz / PC4-25600 - CL22 - 1.2 V - mémoire enregistré - ECC - pour Lenovo ThinkSystem SN550 V2; SR650 V2; SR670 V2; SR850 V2; SR860 V2,431.94,,,,32 Go,"Deux rangs, mémoire enregistré",,,,,,"Lenovo ThinkSystem SN550 V2 7Z69; SR650 V2 7D15, 7Z72, 7Z73; SR670 V2 7Z22, 7Z23; SR850 V2 7D31, 7D32, 7D33; SR860 V2 7D42, 7Z59, 7Z60",,,,,,,,Garantie limitée à vie (Russie - 10 ans),,,,,,,,,,,,,,,,,,,,CL22,,1.2 V,,,Module mémoire,,Spécifique au système,DDR4 SDRAM - DIMM 288 broches,,,3200 MHz (PC4-25600),ECC
7840716,Kingston,KINGSTON,"DDR4 - module - 32 Go - DIMM 288 broches - 3200 MT/s / PC4-25600 - CL22 - 1.2 V - mémoire sans tampon - ECC - pour Lenovo ThinkStation P350 30E3, 30E4, 30E5, 30E6, 30EF, 30EG, 30EH, 30EJ",422.74,,,,32 Go,"Deux rangs, mémoire sans tampon",,,,,,"Lenovo ThinkStation P350 30E3, 30E4, 30E5, 30E6, 30EF, 30EG, 30EH, 30EJ",,,,,,,,Garantie limitée à vie (Russie - 10 ans),,,,,,,,,,,,,,,,,,,,CL22,,1.2 V,,,Module mémoire,,Spécifique au système,DDR4 SDRAM - DIMM 288 broches,,,3200 MT/s (PC4-25600),ECC
7840717,Kingston,KINGSTON,"DDR4 - module - 16 Go - DIMM 288 broches - 3200 MHz / PC4-25600 - CL22 - 1.2 V - mémoire sans tampon - ECC - pour Lenovo ThinkStation P350 30E3, 30E4, 30E5, 30E6, 30EF, 30EG, 30EH, 30EJ",215.97,,,,16 Go,"Un rang, mémoire sans tampon",,,,,,"Lenovo ThinkStation P350 30E3, 30E4, 30E5, 30E6, 30EF, 30EG, 30EH, 30EJ",,,,,,,,Garantie limitée à vie (Russie - 10 ans),,,,,,,,,,,,,,,,,,,,CL22,,1.2 V,,,Module mémoire,,Spécifique au système,DDR4 SDRAM - DIMM 288 broches,,,3200 MHz (PC4-25600),ECC
6748692,Cisco,CISCO,Mémoire - kit - 8 Go: 2 x 4 Go - pour ASR 1001-HX,6515.42,,,,8 Go: 2 x 4 Go,,,,,,,ASR 1001-HX,,,,,,,,,,,,,,,,,,,,,,,Cisco M-ASR1001HX-8GB,,,,,,,,,,Kit mémoire,,Spécifique au système,,,,,
10232889,Crucial Pro 24GB DDR5-6000 UDIMM TRAY,MICRON,Crucial Pro - DDR5 - module - 24 Go - DIMM 288 broches faible encombrement -6000 MHz / PC5-48000 - CL48 - 1.1 V - mémoire sans tampon - on-die ECC - noir mat - se vend par 10 quantités,136.94,,,,24 Go,"Dissipateur thermique en aluminium, mémoire sans tampon",,,,,,,,,,,,,,"Garantie limitée à vie (Autriche, Belgique, France, Allemagne - 10 ans)",,,,,,,,,,,,,,,,,,,,CL48 (48-48-48),,1.1 V,,,Module mémoire,,Générique,DDR5 SDRAM - DIMM 288 broches faible encombrement,,,3000 MHz (PC5-48000),On-die ECC
10289410,Kingston,KINGSTON,DDR5 - module - 32 Go - DIMM 288 broches - 5600 MHz / PC5-44800 - CL46 - 1.1 V - mémoire enregistré - ECC,304.03,,,,32 Go,"32 banques, Serial Presence Detect (SPD), MPS PMIC, puces Micron D-Die, mémoire enregistré",,,,,,,,,,,,,,Garantie limitée à vie (Russie - 10 ans),,,,,,,,,,Or,,,,,,,,,,CL46 (46-45-45),,1.1 V,,,Module mémoire,,Générique,DDR5 SDRAM - DIMM 288 broches,,,5600 MHz (PC5-44800),ECC
10366431,HPE SmartMemory,HP ENT,DDR5 - module - 16 Go - DIMM 288 broches - 5600 MHz / PC5-44800 - CL46 - 1.1 V - mémoire enregistré - ECC,839.0,,,,16 Go,"Un rang, mémoire enregistré",,,,,,,,,,,,,,,,,,,,,,,,,,,,,HPE P64705-K21,,,,,CL46 (46-45-45),,1.1 V,,,Module mémoire,,Spécifique au système,DDR5 SDRAM - DIMM 288 broches,,,5600 MHz (PC5-44800),ECC
10375406,Kingston,KINGSTON,DDR5 - module - 48 Go - DIMM 288 broches - 5600 MHz / PC5-44800 - CL46 - 1.1 V - mémoire sans tampon - non ECC,285.63,,,,48 Go,"Deux rangs, mémoire sans tampon",,,,,,,,,,,,,,Garantie limitée à vie (Russie - 10 ans),,,,,,,,,,,,,,,,,,,,CL46,,1.1 V,,,Module mémoire,,Générique,DDR5 SDRAM - DIMM 288 broches,,,5600 MHz (PC5-44800),Non ECC
9910474,Kingston FURY Renegade Pro,KINGSTON,DDR5 - module - 32 Go - DIMM 288 broches - 5600 MHz / PC5-44800 - CL28 - 1.35 V - mémoire enregistré - on-die ECC - noir,293.06,,,,32 Go,"Deux rangs, 32 banques, AMD EXPO, Intel Extreme Memory Profiles (XMP 3.0), mémoire enregistré",,,,,,,,,,,,,,Garantie limitée à vie (Russie - 10 ans),,,,,,,,,,Or,,,,,,,,,,CL28 (28-34-34),,1.35 V,,,Module mémoire,,Générique,DDR5 SDRAM - DIMM 288 broches,,,5600 MHz (PC5-44800),On-die ECC
8351705,Lenovo Gen2,LENOVO,DDR4 - module - 32 Go - DIMM 288 broches - 3200 MHz - mémoire sans tampon - ECC - vert,293.0,,,,32 Go,Mémoire sans tampon,,,,,,,,,,,,,,Garantie de 3 ans,,,,,,,,,,,,,,,,,,,,,,,,,Module mémoire,,Spécifique au système,DDR4 SDRAM - DIMM 288 broches,,,3200 MHz,ECC
5106720,Kingston,KINGSTON,"DDR4 - module - 16 Go - SO DIMM 260 broches - 2666 MHz / PC4-21300 - CL19 - 1.2 V - mémoire sans tampon - ECC - pour HP ZBook 15 G5, 15v G5, 17 G5, Studio G5, Studio x360 G5",272.48,,,,16 Go,"Deux rangs, mémoire sans tampon",,,,,,"HP ZBook 15 G5 Mobile Workstation, 15v G5 Mobile Workstation, 17 G5 Mobile Workstation, Studio G5 Mobile Workstation, Studio x360 G5 Mobile Workstation",,,,,,,,Garantie limitée à vie (Russie - 10 ans),,,,,,,,,,Or,,,,,,,,,,CL19,,1.2 V,,,Module mémoire,,Spécifique au système,DDR4 SDRAM - SO DIMM 260 broches,,,2666 MHz (PC4-21300),ECC
7430627,Kingston Server Premier,KINGSTON,DDR4 - module - 32 Go - DIMM 288 broches - 2666 MHz / PC4-21300 - CL19 - 1.2 V - enregistré avec parité - ECC,421.86,,,,32 Go,"Terminaison intégrée (ODT), Serial Presence Detect (SPD), deux rangs, seize banques, puces F-Die de Micron, Rambus RCD, enregistré avec parité",,,,,,,,,,,,,,Garantie limitée à vie (Russie - 10 ans),,,,,,,,,,,,,,,,,,,,CL19,,1.2 V,,,Module mémoire,,Générique,DDR4 SDRAM - DIMM 288 broches,,,2666 MHz (PC4-21300),ECC
7430638,Kingston Server Premier,KINGSTON,DDR4 - module - 32 Go - DIMM 288 broches - 3200 MHz / PC4-25600 - CL22 - 1.2 V - enregistré avec parité - ECC,421.86,,,,32 Go,"Deux rangs, terminaison intégrée (ODT), Serial Presence Detect (SPD), puces F-Die de Micron, Rambus RCD, seize banques, enregistré avec parité",,,,,,,,,,,,,,Garantie limitée à vie (Russie - 10 ans),,,,,,,,,,Or,,,,,,,,,,CL22 (22-22-22),,1.2 V,,,Module mémoire,,Générique,DDR4 SDRAM - DIMM 288 broches,,,3200 MHz (PC4-25600),ECC
10217755,Kingston FURY Renegade Pro,KINGSTON,DDR5 - kit - 128 Go - DIMM 288 broches - 6400 MT/s / PC5-51200 - CL32 - 1.4 V - mémoire enregistré - on-die ECC - noir,1475.43,,,,128 Go,"Un rang, Intel Extreme Memory Profiles (XMP), mémoire enregistré",,,,,,,,,,,,,,Garantie limitée à vie,,,,,,,,,,Or,,,,,Kingson KF564R32RBK8-128,,,,,CL32 (32-39-39),,1.4 V,,,Kit mémoire,,Générique,DDR5 SDRAM - DIMM 288 broches,,,6400 MT/s (PC5-51200),On-die ECC
10217756,Kingston FURY Renegade Pro,KINGSTON,DDR5 - module - 32 Go - DIMM 288 broches - 6000 MT/s / PC5-48000 - CL32 - 1.35 V - mémoire enregistré - on-die ECC - noir,312.8,,,,32 Go,"Un rang, Intel Extreme Memory Profiles (XMP), mémoire enregistré",,,,,,,,,,,,,,Garantie limitée à vie,,,,,,,,,,Or,,,,,Kingson KF560R32RB-32,,,,,CL32 (32-38-38),,1.35 V,,,Module mémoire,,Générique,DDR5 SDRAM - DIMM 288 broches,,,6000 MT/s (PC5-48000),On-die ECC
10217757,Kingston FURY Renegade Pro,KINGSTON,DDR5 - module - 16 Go - DIMM 288 broches - 6000 MT/s / PC5-48000 - CL32 - 1.35 V - mémoire enregistré - on-die ECC - noir,168.65,,,,16 Go,"Un rang, Intel Extreme Memory Profiles (XMP), AMD EXPO, mémoire enregistré",,,,,,,,,,,,,,Garantie limitée à vie,,,,,,,,,,Or,,,,,,,,,,CL32 (32-38-38),,1.35 V,,,Module mémoire,,Générique,DDR5 SDRAM - DIMM 288 broches,,,6000 MT/s (PC5-48000),On-die ECC
10217758,Kingston FURY Renegade Pro,KINGSTON,DDR5 - kit - 128 Go: 4 x 32 Go - DIMM 288 broches - 6000 MT/s / PC5-48000 - CL32 - 1.35 V - mémoire enregistré - on-die ECC - noir,1251.15,,,,128 Go: 4 x 32 Go,"Un rang, Intel Extreme Memory Profiles (XMP), mémoire enregistré",,,,,,,,,,,,,,Garantie limitée à vie,,,,,,,,,,Or,,,,,Kingson KF560R32RBK4-128,,,,,CL32 (32-38-38),,1.35 V,,,Kit mémoire,,Générique,DDR5 SDRAM - DIMM 288 broches,,,6000 MT/s (PC5-48000),On-die ECC
10217759,Kingston FURY Renegade Pro,KINGSTON,DDR5 - kit - 256 Go: 8 x 32 Go - DIMM 288 broches - 6000 MT/s / PC5-48000 - CL32 - 1.35 V - mémoire enregistré - ECC - noir,2502.3,,,,256 Go: 8 x 32 Go,"Un rang, Intel Extreme Memory Profiles (XMP), mémoire enregistré",,,,,,,,,,,,,,Garantie limitée à vie,,,,,,,,,,Or,,,,,,,,,,CL32 (32-38-38),,1.35 V,,,Kit mémoire,,Générique,DDR5 SDRAM - DIMM 288 broches,,,6000 MT/s (PC5-48000),ECC
10217761,Kingston FURY Renegade Pro,KINGSTON,DDR5 - kit - 128 Go: 4 x 32 Go - DIMM 288 broches - 6000 MT/s / PC5-48000 - CL32 - 1.35 V - mémoire enregistré - on-die ECC - noir,1251.15,,,,128 Go: 4 x 32 Go,"Un rang, Intel Extreme Memory Profiles (XMP), AMD EXPO, mémoire enregistré",,,,,,,,,,,,,,Garantie limitée à vie,,,,,,,,,,Or,,,,,Kingson KF560R32RBEK4-128,,,,,CL32 (32-38-38),,1.35 V,,,Kit mémoire,,Générique,DDR5 SDRAM - DIMM 288 broches,,,6000 MT/s (PC5-48000),On-die ECC
10217762,Kingston FURY Renegade Pro,KINGSTON,DDR5 - kit - 64 Go: 4 x 16 Go - DIMM 288 broches - 6000 MT/s / PC5-48000 - CL32 - 1.35 V - mémoire enregistré - on-die ECC - noir,674.64,,,,64 Go: 4 x 16 Go,"Un rang, Intel Extreme Memory Profiles (XMP), AMD EXPO, mémoire enregistré",,,,,,,,,,,,,,Garantie limitée à vie,,,,,,,,,,Or,,,,,Kingson KF560R32RBEK4-64,,,,,CL32 (32-38-38),,1.35 V,,,Kit mémoire,,Générique,DDR5 SDRAM - DIMM 288 broches,,,6000 MT/s (PC5-48000),On-die ECC
10217764,Kingston FURY Renegade Pro,KINGSTON,DDR5 - module - 16 Go - DIMM 288 broches - 6400 MT/s / PC5-51200 - CL32 - 1.4 V - mémoire enregistré - on-die ECC - noir,184.43,,,,16 Go,"Un rang, Intel Extreme Memory Profiles (XMP), AMD EXPO, mémoire enregistré",,,,,,,,,,,,,,Garantie limitée à vie,,,,,,,,,,Or,,,,,Kingson KF564R32RBE-16,,,,,CL32 (32-39-39),,1.4 V,,,Module mémoire,,Générique,DDR5 SDRAM - DIMM 288 broches,,,6400 MT/s (PC5-51200),On-die ECC
10217766,Kingston FURY Renegade Pro,KINGSTON,DDR5 - kit - 128 Go: 4 x 32 Go - DIMM 288 broches - 6400 MT/s / PC5-51200 - CL32 - 1.4 V - mémoire enregistré - on-die ECC - noir,1342.27,,,,128 Go: 4 x 32 Go,"Un rang, Intel Extreme Memory Profiles (XMP), mémoire enregistré",,,,,,,,,,,,,,Garantie limitée à vie,,,,,,,,,,Or,,,,,Kingson KF564R32RBK4-128,,,,,CL32 (32-39-39),,1.4 V,,,Kit mémoire,,Générique,DDR5 SDRAM - DIMM 288 broches,,,6400 MT/s (PC5-51200),On-die ECC
10217767,Kingston FURY Renegade Pro,KINGSTON,DDR5 - kit - 64 Go: 4 x 16 Go - DIMM 288 broches - 6400 MT/s / PC5-51200 - CL32 - 1.4 V - mémoire enregistré - ECC - noir,737.72,,,,64 Go: 4 x 16 Go,"Un rang, Intel Extreme Memory Profiles (XMP), mémoire enregistré",,,,,,,,,,,,,,Garantie limitée à vie,,,,,,,,,,Or,,,,,,,,,,CL32 (32-39-39),,1.4 V,,,Kit mémoire,,Générique,DDR5 SDRAM - DIMM 288 broches,,,6400 MT/s (PC5-51200),ECC
10217768,Kingston FURY Renegade Pro,KINGSTON,DDR5 - kit - 64 Go: 4 x 16 Go - DIMM 288 broches - 5600 MT/s / PC5-44800 - CL28 - 1.35 V - mémoire enregistré - on-die ECC - noir,634.32,,,,64 Go: 4 x 16 Go,"Un rang, Intel Extreme Memory Profiles (XMP), AMD EXPO, mémoire enregistré",,,,,,,,,,,,,,Garantie limitée à vie,,,,,,,,,,Or,,,,,Kingson KF556R28RBEK4-64,,,,,CL28 (28-34-34),,1.35 V,,,Kit mémoire,,Générique,DDR5 SDRAM - DIMM 288 broches,,,5600 MT/s (PC5-44800),On-die ECC
10217769,Kingston FURY Renegade Pro,KINGSTON,DDR5 - module - 16 Go - DIMM 288 broches - 6800 MT/s / PC5-54400 - CL34 - 1.4 V - mémoire enregistré - on-die ECC - noir,214.21,,,,16 Go,"Un rang, Intel Extreme Memory Profiles (XMP), mémoire enregistré",,,,,,,,,,,,,,Garantie limitée à vie,,,,,,,,,,Or,,,,,Kingson KF568R34RB-16,,,,,CL34 (34-44-44),,1.4 V,,,Module mémoire,,Générique,DDR5 SDRAM - DIMM 288 broches,,,6800 MT/s (PC5-54400),On-die ECC
10217771,Kingston FURY Renegade Pro,KINGSTON,DDR5 - module - 16 Go - DIMM 288 broches - 6400 MT/s / PC5-51200 - CL32 - 1.4 V - mémoire enregistré - on-die ECC - noir,184.43,,,,16 Go,"Un rang, Intel Extreme Memory Profiles (XMP), mémoire enregistré",,,,,,,,,,,,,,Garantie limitée à vie,,,,,,,,,,Or,,,,,Kingson KF564R32RB-16,,,,,CL32 (32-39-39),,1.4 V,,,Module mémoire,,Générique,DDR5 SDRAM - DIMM 288 broches,,,6400 MT/s (PC5-51200),On-die ECC
10217772,Kingston FURY Renegade Pro,KINGSTON,DDR5 - module - 32 Go - DIMM 288 broches - 6400 MT/s / PC5-51200 - CL32 - 1.4 V - mémoire enregistré - on-die ECC - noir,335.57,,,,32 Go,"Un rang, Intel Extreme Memory Profiles (XMP), mémoire enregistré",,,,,,,,,,,,,,Garantie limitée à vie,,,,,,,,,,Or,,,,,Kingson KF564R32RB-32,,,,,CL32 (32-39-39),,1.4 V,,,Module mémoire,,Générique,DDR5 SDRAM - DIMM 288 broches,,,6400 MT/s (PC5-51200),On-die ECC
9042502,Cisco UCS,CISCO,DDR4 - module - 32 Go - DIMM 288 broches - 2666 MHz / PC4-21300 - 1.2 V - mémoire enregistré - ECC - remanufacturé,1926.64,,,,32 Go,"Deux rangs, mémoire enregistré",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cisco UCS-MR-X32G2RSHM,,,,,,,1.2 V,,,Module mémoire,,Spécifique au système,DDR4 SDRAM - DIMM 288 broches,Remanufacturé,,2666 MHz (PC4-21300),ECC
10280965,HPE SmartMemory,HP ENT,DDR5 - module - 128 Go - DIMM 288 broches - 4800 MHz / PC5-38400 - CL40 - mémoire enregistré - ECC,6257.0,,,,128 Go,"Deux rangs, mémoire enregistré",,,,,,,,,,,,,,,,,,,,,,,,,,,,,HPE P69974-B21,,,,,CL40 (40-39-39),,,,,Module mémoire,,Spécifique au système,DDR5 SDRAM - DIMM 288 broches,,,4800 MHz (PC5-38400),ECC
10281645,Transcend,TRANSCEND,DDR5 - module - 16 Go - DIMM 288 broches - 5600 MHz / PC5-44800 - CL46 - 1.1 V - mémoire sans tampon - on-die ECC,109.54,,,,16 Go,"Un rang, Anti-sulfur Technology, circuit intégré de gestion de l'alimentation (PMIC), Montage SPD Hub, capteur thermique, Decision Feedback Equalization (DFE), Multi-Purpose Command (MPC), mémoire sans tampon",,,,,,,,,,,,,,Garantie limitée à vie,,,,,,,,,,Or,,,,,,,,,,CL46,,1.1 V,,,Module mémoire,,Générique,DDR5 SDRAM - DIMM 288 broches,,,5600 MHz (PC5-44800),On-die ECC
10281647,Transcend,TRANSCEND,DDR5 - module - 32 Go - DIMM 288 broches - 5600 MHz / PC5-44800 - CL46 - 1.1 V - mémoire sans tampon - on-die ECC,208.78,,,,32 Go,"Deux rangs, Anti-sulfur Technology, circuit intégré de gestion de l'alimentation (PMIC), Montage SPD Hub, capteur thermique, Decision Feedback Equalization (DFE), Multi-Purpose Command (MPC), mémoire sans tampon",,,,,,,,,,,,,,Garantie limitée à vie,,,,,,,,,,Or,,,,,,,,,,CL46,,1.1 V,,,Module mémoire,,Générique,DDR5 SDRAM - DIMM 288 broches,,,5600 MHz (PC5-44800),On-die ECC
10281648,Transcend,TRANSCEND,DDR5 - module - 32 Go - SO DIMM 262 broches - 5600 MHz / PC5-44800 - CL46 - 1.1 V - mémoire sans tampon - on-die ECC,206.68,,,,32 Go,"Deux rangs, Anti-sulfur Technology, circuit intégré de gestion de l'alimentation (PMIC), Montage SPD Hub, capteur thermique, Decision Feedback Equalization (DFE), Multi-Purpose Command (MPC), mémoire sans tampon",,,,,,,,,,,,,,Garantie limitée à vie,,,,,,,,,,Or,,,,,,,,,,CL46,,1.1 V,,,Module mémoire,,Générique,DDR5 SDRAM - SO DIMM 262 broches,,,5600 MHz (PC5-44800),On-die ECC
5275387,HPE SmartMemory,HP ENT,DDR4 - module - 16 Go - DIMM 288 broches - 2933 MHz / PC4-23400 - CL21 - 1.2 V - mémoire enregistré - ECC,519.0,,,,16 Go,"Deux rangs, mémoire enregistré",,,,,,,,,,,,,,,,,,,,,,,,,,,,,HPE P10729-B21,,,,,CL21,,1.2 V,,,Module mémoire,,Spécifique au système,DDR4 SDRAM - DIMM 288 broches,,,2933 MHz (PC4-23400),ECC
5275711,SK Hynix,SUPERMICRO,DDR4 - module - 8 Go - DIMM 288 broches faible encombrement - 2133 MHz / PC4-17000 - 1.2 V - mémoire enregistré - ECC,117.5,,,,8 Go,"Un rang, mémoire enregistré",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2 V,,,Module mémoire,,Spécifique au système,DDR4 SDRAM - DIMM 288 broches faible encombrement,,,2133 MHz (PC4-17000),ECC
10289433,Kingston FURY Beast RGB,KINGSTON,DDR5 - module - 16 Go - DIMM 288 broches - 6000 MHz / PC5-48000 - CL30 - 1.4 V - mémoire sans tampon - on-die ECC - noir,116.52,,,,16 Go,"Intel Extreme Memory Profiles (XMP 3.0), profils AMD étendus pour l'overclocking (EXPO), dissipateur de chaleur, éclairage RVB personnalisable, support Kingston FURY CTRL, mémoire sans tampon",,,,,,,,,,,,,,Garantie limitée à vie (Russie - 10 ans),,,,,,,,,,Or,,,,,,,,,,CL30 (30-36-36),,1.4 V,,,Module mémoire,,Générique,DDR5 SDRAM - DIMM 288 broches,,,6000 MHz (PC5-48000),On-die ECC
10456024,HP,HP INC,DDR5 - module - 48 Go - DIMM 288 broches - 5600 MHz / PC5-44800 - mémoire sans tampon - non ECC,516.0,,,,48 Go,Mémoire sans tampon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HP 8F070AA,,,,,,,,,,Module mémoire,,Générique,DDR5 SDRAM - DIMM 288 broches,,,5600 MHz (PC5-44800),Non ECC
10456132,HP,HP INC,DDR5 - module - 48 Go - SO DIMM 288 broches - 5600 MHz / PC5-44800 - ECC,669.0,,,,48 Go,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HP 8F072AA,,,,,,,,,,Module mémoire,,Générique,DDR5 SDRAM - SO DIMM 288 broches,,,5600 MHz (PC5-44800),ECC
7871413,HPE SmartMemory,HP ENT,"DDR5 - module - 16 Go - DIMM 288 broches - 4800 MHz / PC5-38400 - CL40 - 1.1 V - mémoire enregistré - ECC - pour ProLiant DL325 Gen11, DL345 Gen11, DL385 Gen11",839.0,,,,16 Go,"Un rang, mémoire enregistré",,,,,,"ProLiant DL325 Gen11, DL345 Gen11, DL385 Gen11",,,,,,,,,,,,,,,,,,,,,,,HPE P50309-B21,,,,,CL40 (40-39-39),,1.1 V,,,Module mémoire,,Spécifique au système,DDR5 SDRAM - DIMM 288 broches,,,4800 MHz (PC5-38400),ECC
