id,nom,marque,caracteristiques,prix,Algorithme de chiffrement,Appareils pris en charge,Avertissement sur les couleurs de l'image,Baie compatible,Baies d'extension,Capacité,Caractéristiques,Compatibilité TTA,Configuration requise,Connecteur de lecteur,Conçu pour,Couleur,Couleur du boîtier,Cryptage matériel,Disque dur,Débit de transfert de données,Fonctions,Format,Fourni avec,Garantie du fabricant,Hard Drive Form Factor Compatibility,Interface,Interface prise en charge,Localisation,Matériau du produit,Nbre max. de périphériques de stockage,Poids,Protocole de liaison de données,Source d'alimentation,Type,Type de bus,Type de câblage,Type de mémoire flash NAND,Type de tarification
9647452,Transcend ESD310,TRANSCEND,SSD - 2 To - externe (portable) - USB 3.2 Gen 2x1 (USB-C connecteur) - argent,263.29,,,,,,2 To,"3D NAND Technology, cache SLC, formatté avec le système de fichier exFAT",,,,,,Argent,,,10 Gbps (USB 3.2 Gen 2x1),,,,Garantie de 5 ans,,USB 3.2 Gen 2x1 - USB-C,,,,,11 g,,Bus USB,Lecteur à semi-conducteurs - externe (portable),,,,
5737638,Samsung SSD T7 2TB Blue,SAMSUNG,PC2T0H - SSD - chiffré - 2 To - externe (portable) - USB 3.2 Gen 2 (USB-C connecteur) - AES 256 bits - bleu indigo,186.52,AES 256 bits,,,,,2 To,"Dynamic Thermal Guard protection, antichoc, authentification du mot de passe, NVM Express (NVMe), AES 256 bits",,,,,,Bleu indigo,Oui,,"10,0 Gbps (USB 3.2 de 2e génération)",,,,Garantie de 3 ans,,USB 3.2 Gen 2 - USB-C,,,,,58 g,,Bus USB,Lecteur à semi-conducteurs - externe (portable),,,,
7461837,Kingston IronKey Vault Privacy 80,KINGSTON,"SSD - chiffré - 1920 Go - externe (portable) - USB 3.2 Gen 1 (USB-C connecteur) - 256-bit AES-XTS, FIPS 197 - Conformité TAA",640.05,"256-bit AES-XTS, FIPS 197",,,,,1920 Go,"Fonction d'effacement sécurisé, Master and User Dual Passwords, écran couleur tactile, Lecture seule (protection en écriture) - Mode double, protection contre les attaques BadUSB, règles de mot passe personnalisables, Modes PIN/phrase secrète, Brute-Force Password Attack Protection, verrouillage automatique",Oui,,,,,,Oui,,,,,,Garantie de 3 ans,,USB 3.2 Gen 1 - USB-C,,,,,289.5 g,,Bus USB,Lecteur à semi-conducteurs - externe (portable),,,,
6687495,WD_BLACK D30 for Xbox WDBAMF0010BBW,SANDISK,SSD - 1 To - externe (portable) - USB 3.0 (USB-C connecteur) - noir,170.94,,,,,,1 To,,,,,"Xbox One, Xbox One S, Xbox One S All-Digital Edition, Xbox One X, Xbox Series S, Xbox Series X",,Noir,,,,,,,Garantie de 3 ans,,USB 3.0 - USB-C,,Mondial,,,125 g,,Bus USB,Lecteur à semi-conducteurs - externe (portable),,,,
6157661,SanDisk Extreme Portable,SANDISK,SSD - chiffré - 1 To - externe (portable) - USB 3.2 Gen 2 - AES 256 bits,176.66,AES 256 bits,,,,,1 To,"Antipoussière, imperméable",,,,,,,Oui,,"10,0 Gbps (USB 3.2 de 2e génération)",,,,Garantie de 5 ans,,USB 3.2 Gen 2,,"Americas, Europe, Asie Pacifique, Australie, Amérique Latine, Moyen-Orient, Afrique",,,,,,Lecteur à semi-conducteurs - externe (portable),,,,
7625185,SanDisk Professional PRO-BLADE TRANSPORT,SANDISK,BLADE TRANSPORT - SSD - 4 To - externe (portable) - USB 3.2 Gen 2x2 (USB-C connecteur),1026.8,,,,,,4 To,"Résistant à l'écrasement, dissipateur de chaleur intégré",,,,,,,,,20 Gbps (USB 3.2 Gen 2x2),,,,Garantie de 5 ans,,USB 3.2 Gen 2x2 - USB-C,,,,,,,,Lecteur à semi-conducteurs - externe (portable),,,,
8686807,Integral SLIMXPRESS,INTEGRAL,SSD - 2 To - externe (portable) - USB 3.2 Gen 2x1 - noir,174.12,,,,,,2 To,,,,,,,Noir,,,,,,,4 ans de garantie,,USB 3.2 Gen 2x1,,,,,43 g,,,Lecteur à semi-conducteurs - externe (portable),,,,
9850174,Integral SLIMXPRESS PRO,INTEGRAL,SSD - 4 To - externe (portable) - USB 3.2 Gen 2x2 (USB-C connecteur) - noir,328.9,,,,,,4 To,,,,,,,Noir,,,20 Gbps (USB 3.2 Gen 2x2),,,,4 ans de garantie,,USB 3.2 Gen 2x2 - USB-C,,,,,20 g,,Bus USB,Lecteur à semi-conducteurs - externe (portable),,,,
7625182,SanDisk Professional PRO-BLADE TRANSPORT,SANDISK,BLADE TRANSPORT - SSD - 1 To - externe (portable) - USB 3.2 Gen 2x2 (USB-C connecteur),381.3,,,,,,1 To,"Résistant à l'écrasement, dissipateur de chaleur intégré",,,,,,,,,20 Gbps (USB 3.2 Gen 2x2),,,,Garantie de 5 ans,,USB 3.2 Gen 2x2 - USB-C,,,,,,,,Lecteur à semi-conducteurs - externe (portable),,,,
7779357,SanDisk Professional PRO-G40,SANDISK,G40 - SSD - 1 To - externe (portable) - USB 3.2 Gen 2 / Thunderbolt 3 (USB-C connecteur),540.69,,,,,,1 To,"Robuste, double mode, compatible avec Apple Time Machine, NVM Express (NVMe), protection contre les chutes sur béton jusqu'à 3 m, résistant à l'écrasement, résistant à la poussière, imperméable, antichoc, amortissement des vibrations",,,,,,,,,40 Gbits/s (Thunderbolt 3),,,,Garantie de 5 ans,,USB 3.2 Gen 2 / Thunderbolt 3 - USB-C,,Mondial,,,121.2 g,,"Bus USB, Thunderbolt bus",Lecteur à semi-conducteurs - externe (portable),,,,
8686804,Integral SLIMXPRESS,INTEGRAL,SSD - 4 To - externe (portable) - USB 3.2 Gen 2x1 - noir,300.06,,,,,,4 To,,,,,,,Noir,,,,,,,4 ans de garantie,,USB 3.2 Gen 2x1,,,,,43 g,,,Lecteur à semi-conducteurs - externe (portable),,,,
7436143,WD_BLACK P40 Game Drive SSD WDBAWY0020BBK,SANDISK,"SSD - 2 To - externe (portable) - USB 3.2 Gen 2x2 (USB-C connecteur) - noir - pour Xbox One, Xbox Series S, Xbox Series X; Sony PlayStation 4 Pro, Sony PlayStation 5",319.83,,,,,,2 To,"Lumière RGB, antichoc",,,,"Xbox One, Xbox Series S, Xbox Series X; Sony PlayStation 4 Pro, Sony PlayStation 5",,Noir,,,20 Gbps (USB 3.2 Gen 2x2),,,,Garantie de 5 ans,,USB 3.2 Gen 2x2 - USB-C,,Mondial,,,78.5 g,,Bus USB,Lecteur à semi-conducteurs - externe (portable),,,,
7625181,SanDisk Professional PRO-BLADE,SANDISK,BLADE - Boitier externe - USB 3.2 (Gen 2x2),125.94,,Disque SSD,,,,,,,"Windows 10, Apple MacOS 10.13 ou plus récent",,,,,,,20 Gbit / s,Dissipateur thermique intégré,,,Garantie de 5 ans,,,,,,,,,Bus USB,,USB 3.2 (Gen 2x2),,,
7436144,WD_BLACK P40 Game Drive SSD WDBAWY0010BBK,SANDISK,SSD - 1 To - externe (portable) - USB 3.2 Gen 2x2 (USB-C connecteur) - noir,205.63,,,,,,1 To,"Lumière RGB, antichoc",,,,,,Noir,,,20 Gbps (USB 3.2 Gen 2x2),,,,Garantie de 5 ans,,USB 3.2 Gen 2x2 - USB-C,,Mondial,,,78.5 g,,Bus USB,Lecteur à semi-conducteurs - externe (portable),,,,
5831450,WD My Passport SSD WDBAGF0020BBL,SANDISK,SSD - chiffré - 2 To - externe (portable) - USB 3.2 Gen 2 (USB-C connecteur) - AES 256 bits - bleu nuit,266.52,AES 256 bits,,L'image du produit peut être d'une couleur différente,,,2 To,"Antichoc, authentification du mot de passe, sauvegarde automatique",,,,,,Bleu nuit,Oui,,"10,0 Gbps (USB 3.2 de 2e génération)",,,,Garantie de 5 ans,,USB 3.2 Gen 2 - USB-C,,Monde entier (sauf la Chine),,,45.7 g,,Bus USB,Lecteur à semi-conducteurs - externe (portable),,,,
9647450,Transcend ESD300,TRANSCEND,SSD - 2 To - externe (portable) - USB 3.2 Gen 2x1 (USB-C connecteur) - rose,263.29,,,,,,2 To,"3D NAND Technology, formatté avec le système de fichier exFAT, ECC (Error Correction Code, code de correction d'erreur), cache SLC",,,,,,Rose,,,10 Gbps (USB 3.2 Gen 2x1),,,,Garantie de 5 ans,,USB 3.2 Gen 2x1 - USB-C,,,,,9 g,,Bus USB,Lecteur à semi-conducteurs - externe (portable),,,,
4782952,StarTech.com Convertisseur USB vers mSATA pour Raspberry Pi et les cartes de développement,STARTECH,Adaptateur USB vers mini SATA - Contrôleur de stockage - M.2 Card - USB 2.0 - rouge,31.99,,Disque SSD,,,,,,,,,,Rouge,,,,,,,,Garantie de 2 ans,,M.2 Card,,,,,21.8 g,,,,USB 2.0,,,
10278541,Kingston IronKey Vault Privacy 80,KINGSTON,"SSD - chiffré - 3840 Go - externe (portable) - USB 3.2 Gen 1 (USB-C connecteur) - 256-bit AES-XTS, FIPS 197 - Conformité TAA",1023.94,"256-bit AES-XTS, FIPS 197",,,,,3840 Go,"Écran couleur tactile, règles de mot passe personnalisables, Master and User Dual Passwords, Modes PIN/phrase secrète, Lecture seule (protection en écriture) - Mode double, verrouillage automatique, protection contre les attaques BadUSB, Brute-Force Password Attack Protection, fonction d'effacement sécurisé",Oui,,,,,,Oui,,,,,,Garantie de 3 ans,,USB 3.2 Gen 1 - USB-C,,,,,,,Bus USB,Lecteur à semi-conducteurs - externe (portable),,,,
11789423,SanDisk Creator DESK DRIVE,SANDISK,SSD - 8 To - externe (de bureau) - USB 3.2 Gen 2 (USB-C connecteur) - Dégradé bleu,1068.64,,,,,,8 To,"Compatible avec Apple Time Machine, formatté avec le système de fichier exFAT",,,,,,Dégradé bleu,,,"10,0 Gbps (USB 3.2 de 2e génération)",,,,Garantie de 3 ans,,USB 3.2 Gen 2 - USB-C,,,,,249.6 g,,Adaptateur CA inclus,Lecteur à semi-conducteurs - externe (de bureau),,,,
6157639,WD My Passport WDBAGF0020BGD,SANDISK,SSD - chiffré - 2 To - externe (portable) - USB 3.2 Gen 2 (USB-C connecteur) - AES 256 bits - or,266.52,AES 256 bits,,L'image du produit peut être d'une couleur différente,,,2 To,"Antichoc, authentification du mot de passe, sauvegarde automatique",,,,,,Or,Oui,,"10,0 Gbps (USB 3.2 de 2e génération)",,,,Garantie de 5 ans,,USB 3.2 Gen 2 - USB-C,,Monde entier (sauf la Chine),,,45.7 g,,Bus USB,Lecteur à semi-conducteurs - externe (portable),,,,
8626142,Crucial X10 Pro,MICRON,SSD - chiffré - 1 To - externe (portable) - USB 3.2 Gen 2 (USB-C connecteur) - AES 256 bits,215.22,AES 256 bits,,,,,1 To,"Antipoussière, imperméable, compatible PlayStation, compatible Xbox, indicateur d'état DEL",,,,,,,Oui,,20 Gbps (USB 3.2 Gen 2x2),,,,Garantie de 5 ans,,USB 3.2 Gen 2 - USB-C,,,,,42 g,,Bus USB,Lecteur à semi-conducteurs - externe (portable),,,3 bits par cellule (TLC),
11826879,SanDisk Extreme Portable V2,SANDISK,SSD - chiffré - 2 To - externe (portable) - USB 3.2 Gen 2 (USB-C connecteur) - AES 256 bits - bleu ciel,274.78,AES 256 bits,,,,,2 To,"Imperméable, antipoussière, antichoc, épreuve par rayons X, boucle de mousqueton, AES 256 bits",,,,,,Bleu ciel,Oui,,"10,0 Gbps (USB 3.2 de 2e génération)",,,,Garantie de 5 ans,,USB 3.2 Gen 2 - USB-C,,,,,,,,Lecteur à semi-conducteurs - externe (portable),,,,
6302110,WD My Passport SSD WDBAGF0040BGY,SANDISK,SSD - chiffré - 4 To - externe (portable) - USB 3.2 Gen 2 (USB-C connecteur) - AES 256 bits - gris,515.29,AES 256 bits,,,,,4 To,"Antichoc, authentification du mot de passe, sauvegarde automatique",,,,,,Gris,Oui,,"10,0 Gbps (USB 3.2 de 2e génération)",,,,Garantie de 5 ans,,USB 3.2 Gen 2 - USB-C,,Monde entier (sauf la Chine),,,,,Bus USB,Lecteur à semi-conducteurs - externe (portable),,,,
5831446,WD My Passport SSD WDBAGF0020BRD,SANDISK,SSD - chiffré - 2 To - externe (portable) - USB 3.2 Gen 2 (USB-C connecteur) - AES 256 bits - rouge,266.52,AES 256 bits,,L'image du produit peut être d'une couleur différente,,,2 To,"Antichoc, authentification du mot de passe, sauvegarde automatique",,,,,,Rouge,Oui,,"10,0 Gbps (USB 3.2 de 2e génération)",,,,Garantie de 5 ans,,USB 3.2 Gen 2 - USB-C,,Monde entier (sauf la Chine),,,45.7 g,,Bus USB,Lecteur à semi-conducteurs - externe (portable),,,,
5831472,WD My Passport SSD WDBAGF0020BGY,SANDISK,SSD - chiffré - 2 To - externe (portable) - USB 3.2 Gen 2 (USB-C connecteur) - AES 256 bits - gris sidéral,266.52,AES 256 bits,,,,,2 To,"Antichoc, authentification du mot de passe, sauvegarde automatique, NVM Express (NVMe), amortissement des vibrations",,,,,,Gris sidéral,Oui,,"10,0 Gbps (USB 3.2 de 2e génération)",,,,Garantie de 5 ans,,USB 3.2 Gen 2 - USB-C,,Monde entier (sauf la Chine),,,45.7 g,,Bus USB,Lecteur à semi-conducteurs - externe (portable),,,,
11789431,SanDisk Creator DESK DRIVE,SANDISK,SSD - 4 To - externe (de bureau) - USB 3.2 Gen 2 (USB-C connecteur) - Dégradé bleu,567.83,,,,,,4 To,"Compatible avec Apple Time Machine, formatté avec le système de fichier exFAT",,,,,,Dégradé bleu,,,"10,0 Gbps (USB 3.2 de 2e génération)",,,,Garantie de 3 ans,,USB 3.2 Gen 2 - USB-C,,,,,249.6 g,,Adaptateur CA inclus,Lecteur à semi-conducteurs - externe (de bureau),,,,
6331219,Sandisk SSD Portable 480Go USB3.2,SANDISK,Sandisk SSD Externe (Portable) -  480Go - USB3.2,112.79,,,,,,480 Go,,,,,,,,,,,,,,Garantie de 3 ans,,USB 3.2,,,,,,,,Lecteur à semi-conducteurs - externe (portable),,,,
9647456,Transcend ESD300C,TRANSCEND,SSD - 2 To - externe (portable) - USB 3.2 Gen 2x1 (USB-C connecteur) - bleu ciel,263.29,,,,,,2 To,"3D NAND Technology, cache SLC, formatté avec le système de fichier exFAT, ECC (Error Correction Code, code de correction d'erreur)",,,,,,Bleu ciel,,,10 Gbps (USB 3.2 Gen 2x1),,,,Garantie de 5 ans,,USB 3.2 Gen 2x1 - USB-C,,,,,9 g,,Bus USB,Lecteur à semi-conducteurs - externe (portable),,,,
4761812,Verbatim Vx500,VERBATIM,SSD - 120 Go - externe (portable) - USB 3.1 Gen 2 (USB-C connecteur) - gris sidéral,31.71,,,,,,120 Go,,,,,,,Gris sidéral,,,10.0 Gbps (USB 3.1),,,,Garantie de 2 ans,,USB 3.1 Gen 2 - USB-C,,,,,29 g,,Bus USB,Lecteur à semi-conducteurs - externe (portable),,,,
4761814,Verbatim Vx500,VERBATIM,SSD - 240 Go - externe (portable) - USB 3.1 Gen 2 (USB-C connecteur) - gris sidéral,36.24,,,,,,240 Go,,,,,,,Gris sidéral,,,10.0 Gbps (USB 3.1),,,,Garantie de 2 ans,,USB 3.1 Gen 2 - USB-C,,,,,29 g,,Bus USB,Lecteur à semi-conducteurs - externe (portable),,,,
3124601,Verbatim Vx450,VERBATIM,SSD - 128 Go - externe (portable) - USB 3.0 - noir brillant,109.9,,,,,,128 Go,Antichoc,,,,,,Noir brillant,,,5.0 Gbps (USB 3.0),,,,,,USB 3.0,,,,,,,Bus USB,Lecteur à semi-conducteurs - externe (portable),,,,
8686805,Integral SlimXpress,INTEGRAL,SSD - 500 Go - externe (portable) - USB 3.2 Gen 1 (USB-C connecteur) - noir,46.15,,,,,,500 Go,,,,,,,Noir,,,,,,,4 ans de garantie,,USB 3.2 Gen 1 - USB-C,,,,,43 g,,Bus USB,Lecteur à semi-conducteurs - externe (portable),,,,
8543257,SanDisk Portable,SANDISK,SSD - 1 To - externe (portable) - USB 3.2 Gen 2 (USB-C connecteur),134.95,,,,,,1 To,"Antichoc, boucle de mousqueton",,,,,,,,,"10,0 Gbps (USB 3.2 de 2e génération)",,,,Garantie de 3 ans,,USB 3.2 Gen 2 - USB-C,,,,,,,,Lecteur à semi-conducteurs - externe (portable),,,,
6335716,WD_Black P50 Game Drive SSD WDBA3S0040BBK,SANDISK,SSD - 4 To - externe (portable) - USB 3.2 Gen 2x2 (USB-C connecteur),618.35,,,,,,4 To,,,,,,,,,,20 Gbps (USB 3.2 Gen 2x2),,,,Garantie de 5 ans,,USB 3.2 Gen 2x2 - USB-C,,,,,,,Bus USB,Lecteur à semi-conducteurs - externe (portable),,,,
6335723,SanDisk Portable,SANDISK,SSD - 2 To - externe (portable) - USB 3.2 Gen 2 (USB-C connecteur),277.0,,,,,,2 To,Antichoc,,,,,,,,,,,,,Garantie de 3 ans,,USB 3.2 Gen 2 - USB-C,,,,,,,,Lecteur à semi-conducteurs - externe (portable),,,,
6861743,LaCie Rugged SSD Pro STHZ4000800,SEAGATE,SSD - 4 To - externe (portable) - USB 3.1 Gen 1 / Thunderbolt 3 (USB-C connecteur) - avec Seagate Rescue Data Recovery,1695.4,,,,,,4 To,"Imperméable, antipoussière, robuste, NVM Express (NVMe)",,,,,,,,,,,,Seagate Rescue Data Recovery,Garantie de 5 ans,,USB 3.1 Gen 1 / Thunderbolt 3 - USB-C,,Mondial,,,100 g,,"Bus USB, Thunderbolt bus",Lecteur à semi-conducteurs - externe (portable),,,,
6861744,SSD robuste LaCie STHR4000800,SEAGATE,SSD - chiffré - 4 To - externe (portable) - USB 3.2 Gen 2 / Thunderbolt 3 (USB-C connecteur) - Self-Encrypting Drive (SED) - avec Seagate Rescue Data Recovery,1331.09,,,,,,4 To,"Imperméable, antipoussière, robuste, NVM Express (NVMe), Seagate Secure",,,,,,,Oui,,,,,Seagate Rescue Data Recovery,Garantie de 5 ans,,USB 3.2 Gen 2 / Thunderbolt 3 - USB-C,,Mondial,,,100 g,,"Bus USB, Thunderbolt bus",Lecteur à semi-conducteurs - externe (portable),,,,
11826878,SanDisk Extreme Portable V2,SANDISK,SSD - chiffré - 4 To - externe (portable) - USB 3.2 Gen 2 (USB-C connecteur) - AES 256 bits - bleu ciel,515.29,AES 256 bits,,,,,4 To,"Imperméable, antipoussière, antichoc, épreuve par rayons X, boucle de mousqueton, AES 256 bits",,,,,,Bleu ciel,Oui,,"10,0 Gbps (USB 3.2 de 2e génération)",,,,Garantie de 5 ans,,USB 3.2 Gen 2 - USB-C,,,,,,,,Lecteur à semi-conducteurs - externe (portable),,,,
11826880,SanDisk Extreme,SANDISK,SSD - chiffré - 1 To - externe (portable) - USB 3.2 Gen 2 (USB-C connecteur) - AES 256 bits - bleu ciel,176.66,AES 256 bits,,,,,1 To,"Imperméable, antipoussière, antichoc, épreuve par rayons X, boucle de mousqueton, AES 256 bits",,,,,,Bleu ciel,Oui,,"10,0 Gbps (USB 3.2 de 2e génération)",,,,Garantie de 5 ans,,USB 3.2 Gen 2 - USB-C,,,,,,,,Lecteur à semi-conducteurs - externe (portable),,,,
6302111,SanDisk Extreme Portable V2,SANDISK,SSD - 4 To - externe (portable) - USB 3.2 Gen 2 - AES 256 bits - noir,515.29,AES 256 bits,,,,,4 To,"NVM Express (NVMe), imperméable, antipoussière",,,,,,Noir,,,,,,,Garantie de 5 ans,,USB 3.2 Gen 2,,,,,52 g,,,Lecteur à semi-conducteurs - externe (portable),,,,
6302112,SanDisk Extreme PRO Portable V2,SANDISK,SSD - 4 To - externe (portable) - USB 3.2 Gen 2x2 - AES 256 bits,618.35,AES 256 bits,,,,,4 To,"NVM Express (NVMe), imperméable, antipoussière",,,,,,,,,,,,,Garantie de 5 ans,,USB 3.2 Gen 2x2,,,,,77.5 g,,,Lecteur à semi-conducteurs - externe (portable),,,,
11558643,SanDisk Fortnite,SANDISK,Peely Edition - SSD - 2 To - externe (portable) - USB 3.2 Gen 2,228.93,,,,,,2 To,"Résistant aux chutes, courroie en caoutchouc intégrée",,,,,,,,,,,,,Garantie de 3 ans,,USB 3.2 Gen 2,,Etats-Unis,,,40 g,,,Lecteur à semi-conducteurs - externe (portable),,,,
5831444,WD My Passport SSD WDBAGF0010BGY,SANDISK,SSD - chiffré - 1 To - externe (portable) - USB 3.2 Gen 2 (USB-C connecteur) - AES 256 bits - gris sidéral,171.35,AES 256 bits,,,,,1 To,"NVM Express (NVMe), antichoc, amortissement des vibrations, authentification du mot de passe, sauvegarde automatique",,,,,,Gris sidéral,Oui,,"10,0 Gbps (USB 3.2 de 2e génération)",,,,Garantie de 5 ans,,USB 3.2 Gen 2 - USB-C,,Monde entier (sauf la Chine),,,45.7 g,,Bus USB,Lecteur à semi-conducteurs - externe (portable),,,3D triple-level cell (TLC),
10281651,Transcend ESD410C,TRANSCEND,SSD - chiffré - 2 To - externe (portable) - USB (USB-C connecteur) - AES 256 bits - bleu foncé,265.04,AES 256 bits,,,,,2 To,"Protection contre les chutes sur béton jusqu'à 3 m, cache SLC, robuste, imperméable, trou de sangle, formatté avec le système de fichier exFAT, 3D NAND Technology",,,,,,Bleu foncé,Oui,,20 Gbps (USB 3.2 Gen 2x2),,,,Garantie de 5 ans,,USB - USB-C,,,,,65 g,,Bus USB,Lecteur à semi-conducteurs - externe (portable),,,,
5672776,Lenovo,LENOVO,SSD - chiffré - 256 Go - interne - M.2 2280 - SATA 6Gb/s - TCG Opal Encryption 2.0 - pour ThinkPad T480s,99.0,,,,,,256 Go,,,,,ThinkPad T480s,,,Oui,,,,M.2 2280,,,,SATA 6Gb/s,,,,,,,,Lecteur à semi-conducteurs - interne,,,,
10281655,Transcend ESD320A,TRANSCEND,SSD - chiffré - 1 To - externe (portable) - USB 3.2 Gen 2x1 - AES 256 bits - gris doux,122.48,AES 256 bits,,,,,1 To,"Connecteur rétractable, cache SLC, Code de correction d'erreur étendue (ECC), trou de sangle, formatté avec le système de fichier exFAT, 3D NAND Technology",,,,,,Gris doux,Oui,,"10,0 Gbps (USB 3.2 de 2e génération)",,,,Garantie de 5 ans,,USB 3.2 Gen 2x1,,,,,26 g,,Bus USB,Lecteur à semi-conducteurs - externe (portable),,,,
5081015,Verbatim Store 'n' Go Portable,VERBATIM,SSD - 480 Go - externe (portable) - USB 3.1 Gen 1 (USB-C connecteur),76.14,,,,,,480 Go,,,,,,,,,,5.0 Gbps (USB 3.0),,,,,,USB 3.1 Gen 1 - USB-C,,,,,98 g,,Bus USB,Lecteur à semi-conducteurs - externe (portable),,,,
9647454,Transcend ESD300C,TRANSCEND,SSD - 1 To - externe (portable) - USB 3.2 Gen 2x1 (USB-C connecteur) - bleu ciel,130.16,,,,,,1 To,"3D NAND Technology, cache SLC, formatté avec le système de fichier exFAT, ECC (Error Correction Code, code de correction d'erreur)",,,,,,Bleu ciel,,,10 Gbps (USB 3.2 Gen 2x1),,,,Garantie de 5 ans,,USB 3.2 Gen 2x1 - USB-C,,,,,9 g,,Bus USB,Lecteur à semi-conducteurs - externe (portable),,,,
9647455,Transcend ESD300S,TRANSCEND,SSD - 1 To - externe (portable) - USB 3.2 Gen 2x1 (USB-C connecteur) - argent,130.16,,,,,,1 To,"3D NAND Technology, cache SLC, formatté avec le système de fichier exFAT, ECC (Error Correction Code, code de correction d'erreur)",,,,,,Argent,,,10 Gbps (USB 3.2 Gen 2x1),,,,Garantie de 5 ans,,USB 3.2 Gen 2x1 - USB-C,,,,,9 g,,Bus USB,Lecteur à semi-conducteurs - externe (portable),,,,
9647457,Transcend ESD300C,TRANSCEND,SSD - 512 Go - externe (portable) - USB 3.2 Gen 2x1 (USB-C connecteur) - bleu ciel,76.87,,,,,,512 Go,"3D NAND Technology, cache SLC, formatté avec le système de fichier exFAT, ECC (Error Correction Code, code de correction d'erreur)",,,,,,Bleu ciel,,,10 Gbps (USB 3.2 Gen 2x1),,,,Garantie de 5 ans,,USB 3.2 Gen 2x1 - USB-C,,,,,9 g,,Bus USB,Lecteur à semi-conducteurs - externe (portable),,,,
9647458,Transcend ESD300,TRANSCEND,SSD - 1 To - externe (portable) - USB 3.2 Gen 2x1 (USB-C connecteur) - rose,130.16,,,,,,1 To,"3D NAND Technology, formatté avec le système de fichier exFAT, ECC (Error Correction Code, code de correction d'erreur), cache SLC",,,,,,Rose,,,10 Gbps (USB 3.2 Gen 2x1),,,,Garantie de 5 ans,,USB 3.2 Gen 2x1 - USB-C,,,,,9 g,,Bus USB,Lecteur à semi-conducteurs - externe (portable),,,,
9729974,Synology BeeDrive,SYNOLOGY,SSD - 4 To - externe (portable) - USB 3.2 Gen 2 (USB-C connecteur),299.95,,,,,,4 To,Indicateur d'état DEL,,,,,,,,,"10,0 Gbps (USB 3.2 de 2e génération)",,,,Garantie de 3 ans,,USB 3.2 Gen 2 - USB-C,,,,,43.1 g,,Bus USB,Lecteur à semi-conducteurs - externe (portable),,,,
11558643,SanDisk Fortnite,SANDISK,Peely Edition - SSD - 2 To - externe (portable) - USB 3.2 Gen 2,228.93,,,,,,2 To,"Résistant aux chutes, courroie en caoutchouc intégrée",,,,,,,,,,,,,Garantie de 3 ans,,USB 3.2 Gen 2,,Etats-Unis,,,40 g,,,Lecteur à semi-conducteurs - externe (portable),,,,
6861743,LaCie Rugged SSD Pro STHZ4000800,SEAGATE,SSD - 4 To - externe (portable) - USB 3.1 Gen 1 / Thunderbolt 3 (USB-C connecteur) - avec Seagate Rescue Data Recovery,1695.4,,,,,,4 To,"Imperméable, antipoussière, robuste, NVM Express (NVMe)",,,,,,,,,,,,Seagate Rescue Data Recovery,Garantie de 5 ans,,USB 3.1 Gen 1 / Thunderbolt 3 - USB-C,,Mondial,,,100 g,,"Bus USB, Thunderbolt bus",Lecteur à semi-conducteurs - externe (portable),,,,
6861744,SSD robuste LaCie STHR4000800,SEAGATE,SSD - chiffré - 4 To - externe (portable) - USB 3.2 Gen 2 / Thunderbolt 3 (USB-C connecteur) - Self-Encrypting Drive (SED) - avec Seagate Rescue Data Recovery,1331.09,,,,,,4 To,"Imperméable, antipoussière, robuste, NVM Express (NVMe), Seagate Secure",,,,,,,Oui,,,,,Seagate Rescue Data Recovery,Garantie de 5 ans,,USB 3.2 Gen 2 / Thunderbolt 3 - USB-C,,Mondial,,,100 g,,"Bus USB, Thunderbolt bus",Lecteur à semi-conducteurs - externe (portable),,,,
11826878,SanDisk Extreme Portable V2,SANDISK,SSD - chiffré - 4 To - externe (portable) - USB 3.2 Gen 2 (USB-C connecteur) - AES 256 bits - bleu ciel,515.29,AES 256 bits,,,,,4 To,"Imperméable, antipoussière, antichoc, épreuve par rayons X, boucle de mousqueton, AES 256 bits",,,,,,Bleu ciel,Oui,,"10,0 Gbps (USB 3.2 de 2e génération)",,,,Garantie de 5 ans,,USB 3.2 Gen 2 - USB-C,,,,,,,,Lecteur à semi-conducteurs - externe (portable),,,,
11826880,SanDisk Extreme,SANDISK,SSD - chiffré - 1 To - externe (portable) - USB 3.2 Gen 2 (USB-C connecteur) - AES 256 bits - bleu ciel,176.66,AES 256 bits,,,,,1 To,"Imperméable, antipoussière, antichoc, épreuve par rayons X, boucle de mousqueton, AES 256 bits",,,,,,Bleu ciel,Oui,,"10,0 Gbps (USB 3.2 de 2e génération)",,,,Garantie de 5 ans,,USB 3.2 Gen 2 - USB-C,,,,,,,,Lecteur à semi-conducteurs - externe (portable),,,,
5831444,WD My Passport SSD WDBAGF0010BGY,SANDISK,SSD - chiffré - 1 To - externe (portable) - USB 3.2 Gen 2 (USB-C connecteur) - AES 256 bits - gris sidéral,171.35,AES 256 bits,,,,,1 To,"NVM Express (NVMe), antichoc, amortissement des vibrations, authentification du mot de passe, sauvegarde automatique",,,,,,Gris sidéral,Oui,,"10,0 Gbps (USB 3.2 de 2e génération)",,,,Garantie de 5 ans,,USB 3.2 Gen 2 - USB-C,,Monde entier (sauf la Chine),,,45.7 g,,Bus USB,Lecteur à semi-conducteurs - externe (portable),,,3D triple-level cell (TLC),
