id,nom,marque,caracteristiques,prix,API  prises en charge,Accessoires compris,Affichage,Ajustements,Alimentation,Améliorations d'image,Appareil d'entrée,Appareils pris en charge,Audio,Avertissement sur les couleurs de l'image,Baie compatible,Baies,Baies d'extension,Bande de fréquence,Batterie,Cache par processeur,Caméra,Capacité,Capacité d'alimentation,Capacité de stockage,Caractéristiques,Caractéristiques d’environnement  (en fonctionnement),Caractéristiques principales du processeur,Cartes mémoire prises en charge,Catégorie,Certification du logiciel,Classe d'entraînement,Classe de diagonale,Classe énergétique,Clavier,Clavier numérique,Code QR du label énergétique URL,Codec,Commandes,Compatibilité TTA,Compatibilité de la taille de l'écran,Compatibilité ordinateur portable,Composants intégrés,Configuration de PC,Configuration requise,Configuration à unités de traitement graphique multiples,Connecteur,Connecteur (deuxième extrémité),Connecteurs,Connecteurs d'entrée,Connecteurs de sortie,Connectivité,Consommation électrique en veille,Contenu de l'emballage,Contenu du kit,Contrôleur de stockage,Contrôleur graphique,Conçu pour,Conçu pour être installé,Copilot+ PC,Couleur,Cryptage matériel,Destiné à,Dimensions (LxPxH) - sans support,Dimensions d'ordinateur portable prises en charge,Dispositif de pointage,Dispositifs intégrés,Disque dur,Disque dur (troisième),Débit d'absorption spécifique (DAS),Débit de transfert de données,Détails d'interface,Détails de la résolution maximale,Emplacement,Empreinte carbone,Entrée audio,Entrée vidéo,Fonction de raccourcis clavier,Fonctionne avec Chromebook,Fonctions,Fonctions commerciales,Format,Format d'affichage,Format de l'image,Formats audio pris en charge,Formats de lecture vidéo,Formats de photos numériques pris en charge,Fourni avec,Fournisseur de services,Garantie du fabricant,Graphique,Hard Drive Form Factor Compatibility,Hauteur (unités de rack),Hauteur réglable,Inclinaison,Intelligence Apple,Interface,Interface PC,Interface de montage VESA,Interface mémoire,Interface prise en charge,Interface sans fil,Interface vidéo,Interfaces,Internet haut débit mobile,Iris de l'objectif,Jeu,Largeur réglable,Lecteur de carte,Localisation,Localisation et disposition,Logiciel(s) inclus,Longueur,Longueur du câble,Matériau,Matériau du produit,Matériaux de terres rares,Microsoft Copilot,Moniteur,Moteur graphique,Mémoire,Mémoire cache,Mémoire vidéo,Nbre de canaux,Nbre de licences,Nbre de touches,Nbre max. de périphériques de stockage,Nombre de boutons,Nombre de ports HDMI,Nombre de touches,Nombre de touches spéciales,Nombre maximum de moniteurs,Normes audionumériques prises en charge,Normes de conformité,Normes environnementales,Normes vidéo numériques prises en charge,Noyaux CUDA,Orientation,Performance,Pivoter,Plage d'inclinaison (degré),Plage panoramique (degré),Plate-forme,Poids,Poids de la charge max.,Port du Processeur,Ports,Positionnement/montage,Potocole de signal numérique,Processeur,Profondeur réglable,Programme d'octroi de licences,Programme de ventes par le fabricant,Protocole de compression de données,Protocole de liaison de données,Protocoles VoIP,Périphérique d'entrée,Qté de roulettes,Quantité emballée,RAM,Rotation,Récepteur sans fil,Réglage de la mise au point,Réseaux,Résolution,Résolution maximale,Rétroéclairage du clavier,Révision des spécifications PCI,Service et maintenance,Services de diffusion en streaming sur Internet,Services inclus,Sortie audio,Stockage,Stockage optique,Style de touches,Supported Form Factor,Système d'exploitation,Système d'exploitation fourni,Système d'exploitation requis,Système de haut-parleurs,Sécurité,Taille d'écran recommandée,Taille de la diagonale,Taille de la mémoire tampon,Tarification de licence,Taux d'image et technologie d'amélioration,Technologie,Technologie de Plate-forme,Technologie de connectivité,Technologie de détection de mouvements,Technologie de rétroéclairage LCD,Tension,Tension d'entrée,Titre,Transmission à large bande sans fil,Tuner de télévision,Type,Type d'emballage,Type d'interface (bus),Type de Produit,Type de bus,Type de contacts,Type de câblage,Type de tarification,USB,Unité d'affichage pour mur vidéo,Unité de disque dur (2ème),Unité de traitement neural (NPU),Utilisation commerciale,Utilisation recommandée,Vitesse de broche,Volume,Webcam intégrée,Zoom optique,Éléments de montage
11779525,Dell Slim ECS1250,DELL,"Ordinateur de bureau mince Core i5 i5-14400 / jusqu'à 4.7 GHz - RAM 16 Go - SSD 1 To - NVMe, QLC - UHD Graphics 730 - Gigabit Ethernet, Bluetooth, IEEE 802.11ax (Wi-Fi 6) - Win 11 Pro - moniteur : aucun - noir, noir (clavier) - BTS - avec 1 an basique sur site",596.5,,,,,(50/60 Hz),,,,,,,,,,,20 Mo,,,,,,,16 fils,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Intel UHD Graphics 730 mémoire vidéo partagée (UMA),,,,"Noir, noir (clavier)",,,,,,,"SSD 1 To - PCI Express 4.0 x4 - M.2 2230 - NVM Express (NVMe), Quad-level Cell (QLC)",,,,,,,148 kg d'émissions de carbone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,,,"McAfee Business Protection (1 an), logiciels supplémentaires Dell, Activez votre Microsoft 365 pour une période d'essai de 30 jours",,,,,,,,,,20 Mo,,,,,,,,,,,,,ENERGY STAR,,,,,,,,,3.49 kg,,,,,,"Intel Core i5 (14ème génération) i5-14400 / 2.5 GHz (jusqu'à 4.7 GHz, (10 cœurs)",,,,,,,,,,16 Go (installé) / 64 Go (maximum) - DDR5 SDRAM,,,,"1GbE, Bluetooth, 802.11a, 802.11b/g/n, Wi-Fi 5, Wi-Fi 6",,,,,,,1 an basique sur site,,,Pas de disque optique,,,,Windows 11 Pro,,,,,,,,,,,,,,,,,,,Ordinateur personnel - ordinateur de bureau mince,,,,,,,Build To Stock (BTS),,,,,,,,,,,
9825334,Lenovo ThinkStation P5 30GA,LENOVO,"Tour 1 x Xeon W3-2435 / jusqu'à 4.5 GHz - vPro Enterprise - RAM 64 Go - SSD 1 To - TCG Opal Encryption, NVMe, Performance - RTX A4000 - Gigabit Ethernet - Win 11 Pro for Workstations - moniteur : aucun - clavier : Français - Lenovo TopSeller - avec 3 ans de support Lenovo Premier",3649.41,,,,,(50/60 Hz),,,,,,,,,,,22.5 Mo,,,,,,,,,,,,,,Français,,,,,,,,,,,,,,,,,,,,,RAID (SATA 6Gb/s); NVMe (PCI Express),NVIDIA RTX A4000,,,,,,,,,,,"SSD 1 To - PCI Express 4.0 x4 - M.2 2280 - TCG Opal Encryption, NVM Express (NVMe), Performance",,,,,,,,,,,,,,,,,,,,,,Garantie de base - 3 ans - sur site ¦ Garantie étendue - 3 ans - sur site - temps de réponse : jour ouvré suivant,,,,,,,,,,,,,,,,,,,15 en 1,Langue : français / région : France,,,,,,,,,,,,22.5 Mo,16 Go GDDR6 SDRAM,,,,,,,,,,,,"TCO Certified Desktops 9, ENERGY STAR EPEAT Gold",,,,,,,,,19 kg,,FCLGA4677 Socket,,,,"1 x Intel Xeon W3-2435 / 3.1 GHz (jusqu'à 4.5 GHz, (8 cœurs)",,,Lenovo TopSeller,,,,,,,64 Go (installé) / 512 Go (maximum) - DDR5 SDRAM - ECC,,,,1GbE,,,,,,,3 ans de support Lenovo Premier,,,Pas de disque optique,,,,Windows 11 Pro for Workstations,,,,,,,,,,Intel vPro Enterprise,,,,,,,,,Poste de travail - tour,,,,,,,,,,,,,,,,,,
11457699,COMPULOCKS,COMPULOCKS,Mac mini Security Mount 2024 Keyed Alike,55.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11823045,HP ProDesk 4 G1i AI,HP INC,"Mini Core Ultra 7 265T / jusqu'à 5.3 GHz - RAM 32 Go - SSD 1 To - NVMe - Intel Graphics - Gigabit Ethernet, IEEE 802.11ax (Wi-Fi 6E), Bluetooth 5.3 - Win 11 Pro - moniteur : aucun - clavier : Français - noir Jack - Smart Buy",1529.0,,,,,,,,,,,,,,,,30 Mo,,,,,,,"Technologie Intel Turbo Boost 2, Technologie Hyper-Threading, Intel Turbo Boost Max 3.0, Intel Smart Cache",,,,,,,Français,,,,,,,,,,,,,,,,,,,,,,Intel Graphics - jusqu'à 8 TOPS,,,,Noir Jack,,,,,,,SSD 1 To - PCI Express - M.2 - NVM Express (NVMe),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Langue : français / région : France,,"HP Support Assistant, HSA Fusion pour le commerce, HSA Telemetry pour le commerce, myHP, myHP avec prise en charge de Multicamera, Poly Lens management software, HP Hotkey Support, HP Notifications, HP PC Hardware Diagnostics UEFI, HP PC Hardware Diagnostics Windows, HP Privacy Settings, HP Services Scan, HP Setup Integrated OOBE, HP Smart Support, HP Tamper Lock, HP Sure Start, HP Sure Recover, HP Sure Sense, HP Sure Run, HP Sure Click, HP Sure Admin, HP Secure Erase, HP BIOSphere, HP DriveLock, Absolute Persistence Module",,,,,,,,,,30 Mo L3,,,,,,,,,,,,,ENERGY STAR,,,,,,,,,1.9 kg,,,,,,"Intel Core Ultra 7 (Série 2) 265T (jusqu'à 5.3 GHz, (20 cœurs)",,,HP Smart Buy,,,,,,,32 Go (installé) / 64 Go (maximum) - DDR5 SDRAM,,,,"1GbE, 802.11a, 802.11b/g/n, Wi-Fi 5, Wi-Fi 6E, Bluetooth 5.3",,,,,,,,,,Pas de disque optique,,,,Windows 11 Pro,,,,,,,,,,,,,,,,,,,Ordinateur personnel - mini,,,,,,,,,,,Intel AI Boost - jusqu'à 13 TOPS,,,,,,,
11823053,HP ProDesk 2 G1i E,HP INC,"Tour Core i3 i3-14100 / jusqu'à 4.7 GHz - RAM 8 Go - SSD 256 Go - NVMe - UHD Graphics 730 - Gigabit Ethernet, IEEE 802.11ax (Wi-Fi 6), Bluetooth 5.4 - FreeDOS - moniteur : aucun - clavier : Français - noir - Smart Buy",524.0,,,,,(50/60 Hz),,,,,,,,,,,12 Mo,,,,,,,"Technologie Hyper-Threading, technologie Intel Turbo Boost 2, Intel Smart Cache",,,,,,,Français,,,,,,,,,,,,,,,,,,,,,,Intel UHD Graphics 730 Dynamic Video Memory Technology,,,,Noir,,,,,,,SSD 256 Go - PCI Express - M.2 - NVM Express (NVMe),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Langue : français / région : France,,,,,,,,,,,,12 Mo L3,,,,,,,,,,,,,"Certifié TCO, génération 10, pour ordinateurs de bureau",,,,,,,,,5.98 kg,,,,,,"Intel Core i3 (14ème génération) i3-14100 / 3.5 GHz (jusqu'à 4.7 GHz, (quadricœur)",,,HP Smart Buy,,,,,,,8 Go (installé) / 64 Go (maximum) - DDR5 SDRAM,,,,"1GbE, 802.11a, 802.11b/g/n, Wi-Fi 5, Wi-Fi 6, Bluetooth",,,,,,,,Stéreo,,Pas de disque optique,,,,FreeDOS,,,,,,,,,,,,,,,,,,,Ordinateur personnel - tour,,,,,,,,,,,,,,,,,,
11823067,HP ProDesk 2 G1i E,HP INC,"Tour Core i7 i7-14700 / jusqu'à 5.4 GHz - RAM 32 Go - SSD 1 To - NVMe - UHD Graphics 770 - Gigabit Ethernet, IEEE 802.11ax (Wi-Fi 6), Bluetooth 5.4 - Win 11 Pro - moniteur : aucun - clavier : Français - noir Jack - Smart Buy",1070.0,,,,,(50/60 Hz),,,,,,,,,,,33 Mo,,,,,,,Technologie Intel Turbo Boost,,,,,,,Français,,,,,,,,,,,,,,,,,,,,,,Intel UHD Graphics 770 Dynamic Video Memory Technology,,,,Noir Jack,,,,,,,SSD 1 To - PCI Express - M.2 - NVM Express (NVMe),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Langue : français / région : France,,"HP Support Assistant, McAfee LiveSafe (1 an d'abonnement), HP Setup Integrated OOBE, HP System Event Utility, HP Documentation",,,,,,,,,,33 Mo L3,,,,,,,,,,,,,"Certifié TCO, génération 10, pour ordinateurs de bureau",,,,,,,,,5.98 kg,,,,,,"Intel Core i7 (14ème génération) i7-14700 / 2.1 GHz (jusqu'à 5.4 GHz, (20 cœurs)",,,HP Smart Buy,,,,,,,32 Go (installé) / 64 Go (maximum) - DDR5 SDRAM,,,,"1GbE, 802.11a, 802.11b/g/n, Wi-Fi 5, Wi-Fi 6, Bluetooth",,,,,,,,Stéreo,,Pas de disque optique,,,,Windows 11 Pro,,,,,,,,,,,,,,,,,,,Ordinateur personnel - tour,,,,,,,,,,,,,,,,,,
11823632,HP EliteDesk 8 G1i AI,HP INC,"Tour Core Ultra 7 265 / jusqu'à 5.3 GHz - RAM 16 Go - SSD 512 Go - NVMe, HDD 2 To - Intel Graphics - Gigabit Ethernet, IEEE 802.11ax (Wi-Fi 6E), Bluetooth 5.3 - Win 11 Pro - moniteur : aucun - clavier : Français - noir Jack - Smart Buy - avec HP Wolf Pro Security Edition",1699.0,,,,,(50/60 Hz),,,,,,,,,,,30 Mo,,,,,,,Technologie Intel Turbo Boost,,,,,,,Français,,,,,,,,,,,,,,,,,,,,,SATA/NVMe (SATA 6Gb/s / PCIe 4.0 x4 (NVMe)),Intel Graphics Dynamic Video Memory Technology - jusqu'à 8 TOPS,,,,Noir Jack,,,,,,,SSD 512 Go - PCI Express 4.0 - M.2 2280 - NVM Express (NVMe),,,,,,,,,,,,,,,,,,,,HP Wolf Pro Security Edition,,,,,,,,,,,,,,,,,,,,,,Langue : français / région : France,,"HP Support Assistant, HP Hotkey Support, HP PC Hardware Diagnostics UEFI, HP Secure Erase, HP BIOSphere, HP Client Catalog (téléchargement gratuit), HP Setup Integrated OOBE, HP Image Assistant (téléchargement gratuit), HP Documentation, HP Notifications, HP Connection Optimizer, HP Sure Click, HP Sure Run, HP Sure Recover, HP Privacy Settings, HP Cloud Recovery, HP Sure Sense, HP Sure Admin, Bibliothèque de scripts de gestion des clients HP (téléchargement gratuit), HP DriveLock, myHP, HSA Fusion pour le commerce, HSA Telemetry pour le commerce, HP Desktop Support Utilities, HP BIOS Recovery, HP Smart Support, Poly Lens management software, HP Manageability Integration Kit (tléchargement gratuit), HP Connect for Microsoft Endpoint Manager, HP Patch Assistant (téléchargement gratuit), HP PC Hardware Diagnostics Windows, HP Services Scan, Paquets de pilotes HP (téléchargement gratuit)",,,,,,,,,,30 Mo L3,,,,,,,,,,,,,EPEAT Gold,,,,,,,,,6.22 kg,,,,,,"Intel Core Ultra 7 (Série 2) 265 / 2.4 GHz (jusqu'à 5.3 GHz, (20 cœurs)",,,HP Smart Buy,,,,,,,16 Go (installé) / 128 Go (maximum) - DDR5 SDRAM - non ECC,,,,"1GbE, 802.11a, 802.11b/g/n, Wi-Fi 5, Wi-Fi 6E, Bluetooth 5.3",,,,,,,,Stéreo,,Pas de disque optique,,,,Windows 11 Pro,,,,,,,,,,,,,,,,,,,Ordinateur personnel - tour,,,,,,,,,,HDD 2 To - 7200 tours/min,Intel AI Boost - jusqu'à 13 TOPS,,,,,,,
11397991,Acer Aspire XC-1785,ACER,"1785 - Tour compact Core i3 i3-14100 / jusqu'à 4.7 GHz - RAM 8 Go - SSD 512 Go - DVD SuperMulti - UHD Graphics 730 - IEEE 802.11ax (Wi-Fi 6E), Bluetooth, Gigabit Ethernet - Win 11 Home - moniteur : aucun",561.25,,,,,,,,,,,,,,,,12 Mo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Intel UHD Graphics 730 mémoire vidéo partagée (UMA),,,,,,,,,,,SSD 512 Go - PCI Express 4.0 - M.2,,1.14 W/kg (head) ¦ 1.14 W/kg (body) ¦ 1.14 W/kg (membre),,,,,,,,,,,,,,,,,,,,Garantie limitée - 2 ans,,,,,,,,,,,,,,,,,,,Oui,Région : France,,,,,,,,,,,,12 Mo L3,,,,,,,,,,,,,,,,,,,,,,7.4 kg,,FCLGA1700 Socket,,,,"Intel Core i3 (14ème génération) i3-14100 / 3.5 GHz (jusqu'à 4.7 GHz, (quadricœur)",,,,,,,,,,8 Go (installé) / 32 Go (maximum) - DDR5 SDRAM,,,,"802.11a, Wi-Fi 5, Wi-Fi 6E, 802.11b/g/n, Bluetooth, 1GbE",,,,,,,,,,DVD SuperMulti,,,,Windows 11 Home,,,,,,,,,,,,,,,,,,,Ordinateur personnel - tour compact,,,,,,,,,,,,,,,,,,
4293163,Kensington SmartFit Solemate Plus,KENSINGTON,Repose-pied - noir,74.33,,,,,,,,,,,,,,,,,,,,,Coussinets antidérapants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Noir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11835646,Dell Pro 24 All-in-One QC24251,DELL,"in-One QC24251 - Tout-en-un Core i5 i5-14500T / jusqu'à 4.8 GHz - RAM 8 Go - SSD 512 Go - NVMe, QLC - UHD Graphics 770 - Gigabit Ethernet, Bluetooth, IEEE 802.11ax (Wi-Fi 6E) - Win 11 Pro - moniteur : LCD 23.81"" 1920 x 1080 (Full HD) @ 60 Hz - noir - BTS - avec 1 an basique sur site",801.48,,,,,(50/60 Hz),,,,,,,,,,,24 Mo,Oui,,,,,,"20 fils, 35W CPU",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Intel UHD Graphics 770 mémoire vidéo partagée (UMA),,,,Noir,,,,,,,"SSD 512 Go - PCI Express 4.0 - M.2 2230 - NVM Express (NVMe), Quad-level Cell (QLC)",,,,,,,265 kg d'émissions de carbone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,,,"Activez votre Microsoft 365 pour une période d'essai de 30 jours, logiciels supplémentaires Dell",,,,,,,"23.81"" - LCD - 1920 x 1080 (Full HD) @ 60 Hz - 92 ppi",,,24 Mo,,,,,,,,,,,,,ENERGY STAR EPEAT Silver,,,,,,,,,8.09 kg,,,,,,"Intel Core i5 (14ème génération) i5-14500T / 1.7 GHz (jusqu'à 4.8 GHz, (14 cœurs)",,,,,,,,,,8 Go (installé) / 64 Go (maximum) - DDR5 SDRAM - non ECC,,,,"1GbE, Bluetooth, 802.11a, 802.11b/g/n, Wi-Fi 5, Wi-Fi 6E",,,,,,,1 an basique sur site,,,Pas de disque optique,,,,Windows 11 Pro,,,,,,,,,,,,,,,,,,,Ordinateur personnel - tout-en-un,,,,,,,Build To Stock (BTS),,,,,,,,,,,
11802961,Lenovo ThinkStation P2 Tower Gen 2 30JQ,LENOVO,"Tour 1 x Core Ultra 9 285 / jusqu'à 5.6 GHz - vPro Enterprise - RAM 32 Go - SSD 1 To - TCG Opal Encryption, NVMe, Performance - GeForce RTX 4060 - Gigabit Ethernet - Win 11 Pro - moniteur : aucun - clavier : Français canadien - Lenovo TopSeller - avec 1 an de support Premier Lenovo",1917.65,,,,,(50/60 Hz),,,,,,,,,,,36 Mo,,,,,,,,,,,,,,Français canadien,,,,,,,,,,,1 carte GPU unique/ GPU intégrée,,,,,,,,,,NVMe; SATA,NVIDIA GeForce RTX 4060 / Intel Graphics,,,,,,,,,,,"SSD 1 To - PCI Express 4.0 x4 - M.2 2280 - TCG Opal Encryption, NVM Express (NVMe), Performance",,,,,,,,,,,,,,,,,,,,,,Garantie de base - 3 ans - sur site ¦ Garantie étendue - 1 an - sur site - temps de réponse : jour ouvré suivant,,,,,,,,,,,,,,,,,,,Oui,Langue : français / région : France,,Lenovo AI Now,,,,,,,,,,36 Mo,8 Go,,,,,,,,,,,,"Certifié TCO, génération 10, pour ordinateurs de bureau",,,,,,,,,9.67 kg,,Socket FCLGA1851,,,,"1 x Intel Core Ultra 9 (Série 2) 285 (jusqu'à 5.6 GHz, (24 cœurs)",,,Lenovo TopSeller,,,,,,,32 Go (installé) / 128 Go (maximum) - DDR5 SDRAM - non ECC,,,,1GbE,,,,,,,1 an de support Premier Lenovo,,,Pas de disque optique,,,,Windows 11 Pro,,,,,,,,,,Intel vPro Enterprise,,,,,,,,,Poste de travail - tour,,,,,,,,,,,,,,,,,,
11867398,HP EliteDesk 8 G1a,HP INC,"Mini Ryzen 3 210 / jusqu'à 4.7 GHz - RAM 16 Go - SSD 512 Go - NVMe - Radeon 740M - Gigabit Ethernet, IEEE 802.11ax (Wi-Fi 6), Bluetooth 5.4 - Win 11 Pro - moniteur : aucun - clavier : Français - noir Jack - Smart Buy - avec Services informatiques neutres en carbone HP - Service à la porte pour ordinateur de bureau - avec HP",929.0,,,,,,,,,,,,,,,,8 Mo,,,,,,,Traitement multitransactionnel simultané AMD (SMT),,,,,,,Français,,,,,,,,,,,,,,,,,,,,,,AMD Radeon 740M,,,,Noir Jack,,,,,,,SSD 512 Go - PCI Express - M.2 - NVM Express (NVMe),,,,,,,,,,,,,,,,,,,,HP Wolf Pro Security Edition (1 an),,,,,,,,,,,,,,,,,,,,,,Langue : français / région : France,,"HP Support Assistant, HSA Fusion pour le commerce, HSA Telemetry pour le commerce, myHP avec prise en charge de Multicamera, Poly Camera Pro, Edge Customization, Poly Lens, HP AI Companion, HP Connection Optimizer, HP Desktop Support Utilities, HP Documentation, HP Hotkey Support, HP Notifications, HP PC Hardware Diagnostics UEFI, HP Smart Support, HP Setup Integrated OOBE, HP Services Scan, HP Privacy Settings, HP PC Hardware Diagnostics Windows, HP Sure Start, HP Sure Recover, HP Sure Sense, HP Sure Run, HP Sure Click, HP Sure Admin, HP Secure Erase, HP BIOSphere, HP BIOS Recovery, Audio Permanent Disable, Absolute Persistence Module, Secured-Core PC Enable, HP Client Catalog (téléchargement gratuit), Bibliothèque de scripts de gestion des clients HP (téléchargement gratuit), HP Cloud Recovery, HP Connect for Microsoft Endpoint Manager, Paquets de pilotes HP (téléchargement gratuit), HP Image Assistant (téléchargement gratuit), HP Manageability Integration Kit (tléchargement gratuit), HP Patch Assistant (téléchargement gratuit)",,,,,,,,,,8 Mo L3,,,,,,,,,,,,,,,,,,,,,,1.42 kg,,,,,,"AMD Ryzen 3 210 (jusqu'à 4.7 GHz, (quadricœur)",,,HP Smart Buy,,,,,,,16 Go (installé) / 64 Go (maximum) - DDR5 SDRAM,,,,"1GbE, 802.11a, 802.11b/g/n, Wi-Fi 5, Wi-Fi 6, Bluetooth",,,,,,,Services informatiques neutres en carbone HP - Service à la porte pour ordinateur de bureau,Stéreo,,Pas de disque optique,,,,Windows 11 Pro,,,,,,,,,,,,,,,,,,,Ordinateur personnel - mini,,,,,,,,,,,,,,,,,,
11823051,HP ProDesk 2 G1i E,HP INC,"SFF Core i3 i3-14100 / jusqu'à 4.7 GHz - RAM 16 Go - SSD 512 Go - NVMe - UHD Graphics 730 - Gigabit Ethernet, IEEE 802.11ax (Wi-Fi 6), Bluetooth 5.4 - Win 11 Pro - moniteur : aucun - clavier : Français - noir Jack - Smart Buy",705.0,,,,,(50/60 Hz),,,,,,,,,,,12 Mo,,,,,,,"Technologie Hyper-Threading, technologie Intel Turbo Boost 2, Intel Smart Cache",,,,,,,Français,,,,,,,,,,,,,,,,,,,,,,Intel UHD Graphics 730 Dynamic Video Memory Technology,,,,Noir Jack,,,,,,,SSD 512 Go - PCI Express - M.2 - NVM Express (NVMe),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Langue : français / région : France,,"HP Support Assistant, McAfee LiveSafe (1 an d'abonnement), HP Setup Integrated OOBE, HP System Event Utility, HP Documentation",,,,,,,,,,12 Mo L3,,,,,,,,,,,,,"Certifié TCO, génération 10, pour ordinateurs de bureau, ENERGY STAR",,,,,,,,,5.7 kg,,,,,,"Intel Core i3 (14ème génération) i3-14100 / 3.5 GHz (jusqu'à 4.7 GHz, (quadricœur)",,,HP Smart Buy,,,,,,,16 Go (installé) / 64 Go (maximum) - DDR5 SDRAM,,,,"1GbE, 802.11a, 802.11b/g/n, Wi-Fi 5, Wi-Fi 6, Bluetooth",,,,,,,,Stéreo,,Pas de disque optique,,,,Windows 11 Pro,,,,,,,,,,,,,,,,,,,Ordinateur personnel - SFF,,,,,,,,,,,,,,,,,,
11823071,HP ProDesk 2 G1i E,HP INC,"Tour Core i3 i3-14100 / jusqu'à 4.7 GHz - RAM 8 Go - SSD 256 Go - NVMe - UHD Graphics 730 - Gigabit Ethernet, IEEE 802.11ax (Wi-Fi 6), Bluetooth 5.4 - Win 11 Pro - moniteur : aucun - clavier : Français - noir Jack - Smart Buy",680.0,,,,,(50/60 Hz),,,,,,,,,,,12 Mo,,,,,,,Technologie Intel Turbo Boost,,,,,,,Français,,,,,,,,,,,,,,,,,,,,,,Intel UHD Graphics 730 Dynamic Video Memory Technology,,,,Noir Jack,,,,,,,SSD 256 Go - PCI Express - M.2 - NVM Express (NVMe),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Langue : français / région : France,,"HP Support Assistant, McAfee LiveSafe (1 an d'abonnement), HP Setup Integrated OOBE, HP System Event Utility, HP Documentation",,,,,,,,,,12 Mo L3,,,,,,,,,,,,,"Certifié TCO, génération 10, pour ordinateurs de bureau",,,,,,,,,5.98 kg,,,,,,"Intel Core i3 (14ème génération) i3-14100 / 3.5 GHz (jusqu'à 4.7 GHz, (quadricœur)",,,HP Smart Buy,,,,,,,8 Go (installé) / 64 Go (maximum) - DDR5 SDRAM,,,,"1GbE, 802.11a, 802.11b/g/n, Wi-Fi 5, Wi-Fi 6, Bluetooth",,,,,,,,Stéreo,,Pas de disque optique,,,,Windows 11 Pro,,,,,,,,,,,,,,,,,,,Ordinateur personnel - tour,,,,,,,,,,,,,,,,,,
11802647,Lenovo ThinkCentre M70s Gen 5 12U8,LENOVO,"SFF Core i5 13400 / jusqu'à 4.6 GHz - RAM 16 Go - SSD 512 Go - TCG Opal Encryption 2, NVMe - graveur de DVD - UHD Graphics 730 - Gigabit Ethernet - Win 11 Pro - moniteur : aucun - clavier : Français - noir - Lenovo TopSeller",873.0,,,,,(50/60 Hz),,,,,,,,,,,20 Mo,,,,,,,,,,,,,,Français,,,,,,,,,,,,,,,,,,,,,(SATA 6Gb/s),Intel UHD Graphics 730 mémoire vidéo partagée (UMA),,,,Noir,,,,,,,"SSD 512 Go - PCI Express 4.0 x4 - M.2 2280 - TCG Opal Encryption 2, NVM Express (NVMe)",,,,,,,537 kg d'émissions de carbone,,,,,,,,,,,,,,,Garantie limitée - 3 ans - sur site,,,,,,,,,,,,,,,,,,,Oui,Langue : français / région : France,,,,,,,,,,,,20 Mo,,,,,,,,,,,,,TCO Certified Desktops 9,,,,,,,,,5.3 kg,,,,,,"Intel Core i5 (13ème génération) 13400 / 2.5 GHz (jusqu'à 4.6 GHz, (10 cœurs)",,,Lenovo TopSeller,,,,,,,16 Go (installé) / 64 Go (maximum) - DDR5 SDRAM,,,,1GbE,,,,,,,,,,Graveur de DVD,,,,Windows 11 Pro,,,,,,,,,,,,,,,,,,,Ordinateur personnel - SFF,,,,,,,,,,,,,,,,,,
