id,nom,marque,caracteristiques,prix,API  prises en charge,Accessoires compris,Affichage,Ajustements,Alimentation,Améliorations d'image,Appareil d'entrée,Appareils pris en charge,Audio,Avertissement sur les couleurs de l'image,Baie compatible,Baies,Baies d'extension,Bande de fréquence,Batterie,Cache par processeur,Caméra,Capacité,Capacité d'alimentation,Capacité de stockage,Caractéristiques,Caractéristiques d’environnement  (en fonctionnement),Caractéristiques principales du processeur,Cartes mémoire prises en charge,Catégorie,Certification du logiciel,Classe d'entraînement,Classe de diagonale,Classe énergétique,Clavier,Clavier numérique,Code QR du label énergétique URL,Codec,Commandes,Compatibilité TTA,Compatibilité de la taille de l'écran,Compatibilité ordinateur portable,Composants intégrés,Configuration de PC,Configuration requise,Configuration à unités de traitement graphique multiples,Connecteur,Connecteur (deuxième extrémité),Connecteurs,Connecteurs d'entrée,Connecteurs de sortie,Connectivité,Consommation électrique en veille,Contenu de l'emballage,Contenu du kit,Contrôleur de stockage,Contrôleur graphique,Conçu pour,Conçu pour être installé,Copilot+ PC,Couleur,Cryptage matériel,Destiné à,Dimensions (LxPxH) - sans support,Dimensions d'ordinateur portable prises en charge,Dispositif de pointage,Dispositifs intégrés,Disque dur,Disque dur (troisième),Débit d'absorption spécifique (DAS),Débit de transfert de données,Détails d'interface,Détails de la résolution maximale,Emplacement,Empreinte carbone,Entrée audio,Entrée vidéo,Fonction de raccourcis clavier,Fonctionne avec Chromebook,Fonctions,Fonctions commerciales,Format,Format d'affichage,Format de l'image,Formats audio pris en charge,Formats de lecture vidéo,Formats de photos numériques pris en charge,Fourni avec,Fournisseur de services,Garantie du fabricant,Graphique,Hard Drive Form Factor Compatibility,Hauteur (unités de rack),Hauteur réglable,Inclinaison,Intelligence Apple,Interface,Interface PC,Interface de montage VESA,Interface mémoire,Interface prise en charge,Interface sans fil,Interface vidéo,Interfaces,Internet haut débit mobile,Iris de l'objectif,Jeu,Largeur réglable,Lecteur de carte,Localisation,Localisation et disposition,Logiciel(s) inclus,Longueur,Longueur du câble,Matériau,Matériau du produit,Matériaux de terres rares,Microsoft Copilot,Moniteur,Moteur graphique,Mémoire,Mémoire cache,Mémoire vidéo,Nbre de canaux,Nbre de licences,Nbre de touches,Nbre max. de périphériques de stockage,Nombre de boutons,Nombre de ports HDMI,Nombre de touches,Nombre de touches spéciales,Nombre maximum de moniteurs,Normes audionumériques prises en charge,Normes de conformité,Normes environnementales,Normes vidéo numériques prises en charge,Noyaux CUDA,Orientation,Performance,Pivoter,Plage d'inclinaison (degré),Plage panoramique (degré),Plate-forme,Poids,Poids de la charge max.,Port du Processeur,Ports,Positionnement/montage,Potocole de signal numérique,Processeur,Profondeur réglable,Programme d'octroi de licences,Programme de ventes par le fabricant,Protocole de compression de données,Protocole de liaison de données,Protocoles VoIP,Périphérique d'entrée,Qté de roulettes,Quantité emballée,RAM,Rotation,Récepteur sans fil,Réglage de la mise au point,Réseaux,Résolution,Résolution maximale,Rétroéclairage du clavier,Révision des spécifications PCI,Service et maintenance,Services de diffusion en streaming sur Internet,Services inclus,Sortie audio,Stockage,Stockage optique,Style de touches,Supported Form Factor,Système d'exploitation,Système d'exploitation fourni,Système d'exploitation requis,Système de haut-parleurs,Sécurité,Taille d'écran recommandée,Taille de la diagonale,Taille de la mémoire tampon,Tarification de licence,Taux d'image et technologie d'amélioration,Technologie,Technologie de Plate-forme,Technologie de connectivité,Technologie de détection de mouvements,Technologie de rétroéclairage LCD,Tension,Tension d'entrée,Titre,Transmission à large bande sans fil,Tuner de télévision,Type,Type d'emballage,Type d'interface (bus),Type de Produit,Type de bus,Type de contacts,Type de câblage,Type de tarification,USB,Unité d'affichage pour mur vidéo,Unité de disque dur (2ème),Unité de traitement neural (NPU),Utilisation commerciale,Utilisation recommandée,Vitesse de broche,Volume,Webcam intégrée,Zoom optique,Éléments de montage
11823070,HP ProDesk 2 G1i E,HP INC,"SFF Core i3 i3-14100 / jusqu'à 4.7 GHz - RAM 8 Go - SSD 256 Go - NVMe - UHD Graphics 730 - Gigabit Ethernet, IEEE 802.11ax (Wi-Fi 6), Bluetooth 5.4 - FreeDOS - moniteur : aucun - clavier : Français - noir Jack - Smart Buy",509.0,,,,,(50/60 Hz),,,,,,,,,,,12 Mo,,,,,,,"Technologie Hyper-Threading, technologie Intel Turbo Boost 2, Intel Smart Cache",,,,,,,Français,,,,,,,,,,,,,,,,,,,,,,Intel UHD Graphics 730 Dynamic Video Memory Technology,,,,Noir Jack,,,,,,,SSD 256 Go - PCI Express - M.2 - NVM Express (NVMe),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Langue : français / région : France,,,,,,,,,,,,12 Mo L3,,,,,,,,,,,,,"Certifié TCO, génération 10, pour ordinateurs de bureau",,,,,,,,,5.7 kg,,,,,,"Intel Core i3 (14ème génération) i3-14100 / 3.5 GHz (jusqu'à 4.7 GHz, (quadricœur)",,,HP Smart Buy,,,,,,,8 Go (installé) / 64 Go (maximum) - DDR5 SDRAM,,,,"1GbE, 802.11a, 802.11b/g/n, Wi-Fi 5, Wi-Fi 6, Bluetooth",,,,,,,,Stéreo,,Pas de disque optique,,,,FreeDOS,,,,,,,,,,,,,,,,,,,Ordinateur personnel - SFF,,,,,,,,,,,,,,,,,,
11825178,OMEN 45L by HP GT22-3034nf,HP INC,"3034nf - microATX jeux - Core Ultra 9 285K / jusqu'à 5.7 GHz - RAM 32 Go - SSD 2 To - NVMe, Performance - GeForce RTX 5090 - Gigabit Ethernet, 2.5 Gigabit Ethernet, IEEE 802.11ax (Wi-Fi 6), IEEE 802.11be (Wi-Fi 7), Bluetooth 5.4 - Win 11 Home - moniteur : aucun - noir, logo chrome foncé",4139.1,,,,,,,,,,,,,,,,36 Mo,,,,,,,"Intel Thermal Velocity Boost Frequency, technologie Intel Turbo Boost 2, Technologie Hyper-Threading, Intel Turbo Boost Max 3.0, Intel Smart Cache",,,,,,,,,,,,,,,,,,1 carte GPU unique/ GPU intégrée,,,,,,,,,,SATA/NVMe,NVIDIA GeForce RTX 5090 / Intel Graphics - jusqu'à 8 TOPS,,,,"Noir, logo chrome foncé",,,,,,,"SSD 2 To - PCI Express 4.0 - M.2 - NVM Express (NVMe), Performance",,,,,,,,,,,,,,,,,,,,,,Garantie limitée - pièces et main d'oeuvre - 1 an,,,,,,,,,,,,,,,,,Oui,,,Langue : français / région : France,,"HP Connection Optimizer, HP Support Assistant, HP OMEN Gaming Hub, HP Enhanced Lighting, myHP, Microsoft 365 (1 mois d'essai), Adobe (essai 1 mois), PC Game Pass (essai de 3 mois), McAfee Online Protection (30 jours d'essai), Dropbox (25 Go de stockage en nuage) (gratuit pendant 1 an)",,,,,,,,,,36 Mo L3,32 Go GDDR7 SDRAM,,,,,,,,,,,,ENERGY STAR EPEAT Gold,,,,,,,,,22.6 kg,,,,,,"Intel Core Ultra 9 (Série 2) 285K (jusqu'à 5.7 GHz, (24 cœurs)",,,,,,,,,,32 Go (installé) / 128 Go (maximum) - DDR5 SDRAM,,,,"1GbE, 2.5GbE, 802.11a, 802.11b/g/n, Wi-Fi 5, Wi-Fi 6, Wi-Fi 7, Bluetooth",,,,,,,,Surround canal 5.1,,Pas de disque optique,,,,Windows 11 Home,,,,,,,,,,,,,,,,,,,Ordinateur personnel - microATX,,,,,,,,,,,Intel AI Boost - jusqu'à 13 TOPS,,,,,,,
11825214,HP ProDesk 4 G1i AI,HP INC,"SFF Core Ultra 7 265 / jusqu'à 5.3 GHz - RAM 16 Go - SSD 512 Go - NVMe - Intel Graphics - Gigabit Ethernet, Bluetooth 5.3, IEEE 802.11ax (Wi-Fi 6) - Win 11 Pro - moniteur : aucun - clavier : Français - noir Jack - Smart Buy",1439.0,,,,,,,,,,,,,,,,30 Mo,,,,,,,Technologie Intel Turbo Boost,,,,,,,Français,,,,,,,,,,,,,,,,,,,,,,Intel Graphics - jusqu'à 8 TOPS,,,,Noir Jack,,,,,,,SSD 512 Go - PCI Express - M.2 - NVM Express (NVMe),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Langue : français / région : France,,"HP Support Assistant, HP Hotkey Support, HP PC Hardware Diagnostics UEFI, HP Secure Erase, HP BIOSphere, HP Setup Integrated OOBE, HP Notifications, HP Sure Click, HP Sure Run, HP Sure Recover, HP Privacy Settings, HP Sure Sense, HP Sure Admin, HP DriveLock, myHP, HSA Fusion pour le commerce, HSA Telemetry pour le commerce, HP Tamper Lock, Absolute Persistence Module, HP Smart Support, Poly Lens management software, HP PC Hardware Diagnostics Windows, HP Services Scan, HP Sure Start, myHP avec prise en charge de Multicamera",,,,,,,,,,30 Mo L3,,,,,,,,,,,,,ENERGY STAR,,,,,,,,,4.53 kg,,,,,,"Intel Core Ultra 7 (Série 2) 265 / 2.4 GHz (jusqu'à 5.3 GHz, (20 cœurs)",,,HP Smart Buy,,,,,,,16 Go (installé) / 64 Go (maximum) - DDR5 SDRAM,,,,"1GbE, 802.11a, 802.11b/g/n, Wi-Fi 5, Bluetooth 5.3, Wi-Fi 6",,,,,,,,,,Pas de disque optique,,,,Windows 11 Pro,,,,,,,,,,,,,,,,,,,Ordinateur personnel - SFF,,,,,,,,,,,Intel AI Boost - jusqu'à 13 TOPS,,,,,,,
11825216,HP ProDesk 4 G1i AI,HP INC,"SFF Core Ultra 5 225 / jusqu'à 4.9 GHz - RAM 32 Go - SSD 1 To - NVMe - Intel Graphics - Gigabit Ethernet, Bluetooth 5.3, IEEE 802.11ax (Wi-Fi 6) - Win 11 Pro - moniteur : aucun - clavier : Français - noir Jack - Smart Buy",1359.0,,,,,,,,,,,,,,,,20 Mo,,,,,,,Technologie Intel Turbo Boost,,,,,,,Français,,,,,,,,,,,,,,,,,,,,,,Intel Graphics - jusqu'à 4 TOPS,,,,Noir Jack,,,,,,,SSD 1 To - PCI Express - M.2 - NVM Express (NVMe),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Langue : français / région : France,,"HP Support Assistant, HP Hotkey Support, HP PC Hardware Diagnostics UEFI, HP Secure Erase, HP BIOSphere, HP Setup Integrated OOBE, HP Notifications, HP Sure Click, HP Sure Run, HP Sure Recover, HP Privacy Settings, HP Sure Sense, HP Sure Admin, HP DriveLock, myHP, HSA Fusion pour le commerce, HSA Telemetry pour le commerce, HP Tamper Lock, Absolute Persistence Module, HP Smart Support, Poly Lens management software, HP PC Hardware Diagnostics Windows, HP Services Scan, HP Sure Start, myHP avec prise en charge de Multicamera",,,,,,,,,,20 Mo L3,,,,,,,,,,,,,ENERGY STAR,,,,,,,,,4.53 kg,,,,,,"Intel Core Ultra 5 (Série 2) 225 / 3.3 GHz (jusqu'à 4.9 GHz, (10 cœurs)",,,HP Smart Buy,,,,,,,32 Go (installé) / 64 Go (maximum) - DDR5 SDRAM,,,,"1GbE, 802.11a, 802.11b/g/n, Wi-Fi 5, Bluetooth 5.3, Wi-Fi 6",,,,,,,,,,Pas de disque optique,,,,Windows 11 Pro,,,,,,,,,,,,,,,,,,,Ordinateur personnel - SFF,,,,,,,,,,,Intel AI Boost - jusqu'à 13 TOPS,,,,,,,
11825217,HP ProDesk 4 G1i AI,HP INC,"Tour Core Ultra 5 225 / jusqu'à 4.9 GHz - RAM 32 Go - SSD 1 To - NVMe - Intel Graphics - Gigabit Ethernet, IEEE 802.11ax (Wi-Fi 6E), Bluetooth 5.3 - Win 11 Pro - moniteur : aucun - clavier : Français - noir Jack - Smart Buy",1389.0,,,,,,,,,,,,,,,,20 Mo,,,,,,,Technologie Intel Turbo Boost,,,,,,,Français,,,,,,,,,,,,,,,,,,,,,,Intel Graphics - jusqu'à 4 TOPS,,,,Noir Jack,,,,,,,SSD 1 To - PCI Express - M.2 - NVM Express (NVMe),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Langue : français / région : France,,"HP Support Assistant, HP Hotkey Support, HP PC Hardware Diagnostics UEFI, HP Secure Erase, HP BIOSphere, HP Setup Integrated OOBE, HP Notifications, HP Sure Click, HP Sure Run, HP Sure Recover, HP Privacy Settings, HP Sure Sense, HP Sure Admin, HP DriveLock, myHP, HSA Fusion pour le commerce, HSA Telemetry pour le commerce, HP Tamper Lock, Absolute Persistence Module, HP Smart Support, Poly Lens management software, HP PC Hardware Diagnostics Windows, HP Services Scan, HP Sure Start, myHP avec prise en charge de Multicamera",,,,,,,,,,20 Mo L3,,,,,,,,,,,,,ENERGY STAR,,,,,,,,,5.58 kg,,,,,,"Intel Core Ultra 5 (Série 2) 225 / 3.3 GHz (jusqu'à 4.9 GHz, (10 cœurs)",,,HP Smart Buy,,,,,,,32 Go (installé) / 64 Go (maximum) - DDR5 SDRAM,,,,"1GbE, 802.11a, 802.11b/g/n, Wi-Fi 5, Wi-Fi 6E, Bluetooth 5.3",,,,,,,,,,Pas de disque optique,,,,Windows 11 Pro,,,,,,,,,,,,,,,,,,,Ordinateur personnel - tour,,,,,,,,,,,Intel AI Boost - jusqu'à 13 TOPS,,,,,,,
11825218,HP ProDesk 4 G1i AI,HP INC,"Tour Core Ultra 5 225 / jusqu'à 4.9 GHz - RAM 16 Go - SSD 512 Go - NVMe - Intel Graphics - Gigabit Ethernet, IEEE 802.11ax (Wi-Fi 6E), Bluetooth 5.3 - Win 11 Pro - moniteur : aucun - clavier : Français - noir Jack - Smart Buy",1209.0,,,,,,,,,,,,,,,,20 Mo,,,,,,,Technologie Intel Turbo Boost,,,,,,,Français,,,,,,,,,,,,,,,,,,,,,,Intel Graphics - jusqu'à 4 TOPS,,,,Noir Jack,,,,,,,SSD 512 Go - PCI Express - M.2 - NVM Express (NVMe),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Langue : français / région : France,,"HP Support Assistant, HP Hotkey Support, HP PC Hardware Diagnostics UEFI, HP Secure Erase, HP BIOSphere, HP Setup Integrated OOBE, HP Notifications, HP Sure Click, HP Sure Run, HP Sure Recover, HP Privacy Settings, HP Sure Sense, HP Sure Admin, HP DriveLock, myHP, HSA Fusion pour le commerce, HSA Telemetry pour le commerce, HP Tamper Lock, Absolute Persistence Module, HP Smart Support, Poly Lens management software, HP PC Hardware Diagnostics Windows, HP Services Scan, HP Sure Start, myHP avec prise en charge de Multicamera",,,,,,,,,,20 Mo L3,,,,,,,,,,,,,ENERGY STAR,,,,,,,,,5.58 kg,,,,,,"Intel Core Ultra 5 (Série 2) 225 / 3.3 GHz (jusqu'à 4.9 GHz, (10 cœurs)",,,HP Smart Buy,,,,,,,16 Go (installé) / 64 Go (maximum) - DDR5 SDRAM,,,,"1GbE, 802.11a, 802.11b/g/n, Wi-Fi 5, Wi-Fi 6E, Bluetooth 5.3",,,,,,,,,,Pas de disque optique,,,,Windows 11 Pro,,,,,,,,,,,,,,,,,,,Ordinateur personnel - tour,,,,,,,,,,,Intel AI Boost - jusqu'à 13 TOPS,,,,,,,
11825219,HP ProDesk 4 G1i AI,HP INC,"Tour Core Ultra 7 265 / jusqu'à 5.3 GHz - RAM 16 Go - SSD 512 Go - NVMe - Intel Graphics - Gigabit Ethernet, Bluetooth 5.3, IEEE 802.11ax (Wi-Fi 6) - Win 11 Pro - moniteur : aucun - clavier : Français - noir Jack - Smart Buy",1449.0,,,,,,,,,,,,,,,,30 Mo,,,,,,,Technologie Intel Turbo Boost,,,,,,,Français,,,,,,,,,,,,,,,,,,,,,,Intel Graphics - jusqu'à 8 TOPS,,,,Noir Jack,,,,,,,SSD 512 Go - PCI Express - M.2 - NVM Express (NVMe),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Langue : français / région : France,,"HP Support Assistant, HP Hotkey Support, HP PC Hardware Diagnostics UEFI, HP Secure Erase, HP BIOSphere, HP Setup Integrated OOBE, HP Notifications, HP Sure Click, HP Sure Run, HP Sure Recover, HP Privacy Settings, HP Sure Sense, HP Sure Admin, HP DriveLock, myHP, HSA Fusion pour le commerce, HSA Telemetry pour le commerce, HP Tamper Lock, Absolute Persistence Module, HP Smart Support, Poly Lens management software, HP PC Hardware Diagnostics Windows, HP Services Scan, HP Sure Start, myHP avec prise en charge de Multicamera",,,,,,,,,,30 Mo L3,,,,,,,,,,,,,ENERGY STAR,,,,,,,,,5.58 kg,,,,,,"Intel Core Ultra 7 (Série 2) 265 / 2.4 GHz (jusqu'à 5.3 GHz, (20 cœurs)",,,HP Smart Buy,,,,,,,16 Go (installé) / 64 Go (maximum) - DDR5 SDRAM,,,,"1GbE, 802.11a, 802.11b/g/n, Wi-Fi 5, Bluetooth 5.3, Wi-Fi 6",,,,,,,,,,Pas de disque optique,,,,Windows 11 Pro,,,,,,,,,,,,,,,,,,,Ordinateur personnel - tour,,,,,,,,,,,Intel AI Boost - jusqu'à 13 TOPS,,,,,,,
11825221,HP ProDesk 4 G1i AI,HP INC,"SFF Core Ultra 5 225 / jusqu'à 4.9 GHz - RAM 16 Go - SSD 512 Go - NVMe - Intel Graphics - Gigabit Ethernet, Bluetooth 5.3, IEEE 802.11ax (Wi-Fi 6) - Win 11 Pro - moniteur : aucun - clavier : Français - noir Jack - Smart Buy",1199.0,,,,,,,,,,,,,,,,20 Mo,,,,,,,Technologie Intel Turbo Boost,,,,,,,Français,,,,,,,,,,,,,,,,,,,,,,Intel Graphics - jusqu'à 4 TOPS,,,,Noir Jack,,,,,,,SSD 512 Go - PCI Express - M.2 - NVM Express (NVMe),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Langue : français / région : France,,"HP Support Assistant, HP Hotkey Support, HP PC Hardware Diagnostics UEFI, HP Secure Erase, HP BIOSphere, HP Setup Integrated OOBE, HP Notifications, HP Sure Click, HP Sure Run, HP Sure Recover, HP Privacy Settings, HP Sure Sense, HP Sure Admin, HP DriveLock, myHP, HSA Fusion pour le commerce, HSA Telemetry pour le commerce, HP Tamper Lock, Absolute Persistence Module, HP Smart Support, Poly Lens management software, HP PC Hardware Diagnostics Windows, HP Services Scan, HP Sure Start, myHP avec prise en charge de Multicamera",,,,,,,,,,20 Mo L3,,,,,,,,,,,,,ENERGY STAR,,,,,,,,,4.53 kg,,,,,,"Intel Core Ultra 5 (Série 2) 225 / 3.3 GHz (jusqu'à 4.9 GHz, (10 cœurs)",,,HP Smart Buy,,,,,,,16 Go (installé) / 64 Go (maximum) - DDR5 SDRAM,,,,"1GbE, 802.11a, 802.11b/g/n, Wi-Fi 5, Bluetooth 5.3, Wi-Fi 6",,,,,,,,,,Pas de disque optique,,,,Windows 11 Pro,,,,,,,,,,,,,,,,,,,Ordinateur personnel - SFF,,,,,,,,,,,Intel AI Boost - jusqu'à 13 TOPS,,,,,,,
11832285,HP ProDesk 2 G1i E,HP INC,"SFF Core i7 i7-14700 / jusqu'à 5.4 GHz - RAM 32 Go - SSD 1 To - NVMe - UHD Graphics 770 - Gigabit Ethernet, IEEE 802.11ax (Wi-Fi 6), Bluetooth 5.4 - Win 11 Pro - moniteur : aucun - clavier : Français - noir Jack - Smart Buy",1053.0,,,,,(50/60 Hz),,,,,,,,,,,33 Mo,,,,,,,"Technologie Hyper-Threading, technologie Intel Turbo Boost 2, Intel Smart Cache, Intel Turbo Boost Max 3.0",,,,,,,Français,,,,,,,,,,,,,,,,,,,,,,Intel UHD Graphics 770 Dynamic Video Memory Technology,,,,Noir Jack,,,,,,,SSD 1 To - PCI Express - M.2 - NVM Express (NVMe),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Langue : français / région : France,,"HP Support Assistant, McAfee LiveSafe (1 an d'abonnement), HP Setup Integrated OOBE, HP System Event Utility, HP Documentation",,,,,,,,,,33 Mo L3,,,,,,,,,,,,,"Certifié TCO, génération 10, pour ordinateurs de bureau, ENERGY STAR",,,,,,,,,5.7 kg,,,,,,"Intel Core i7 (14ème génération) i7-14700 / 2.1 GHz (jusqu'à 5.4 GHz, (20 cœurs)",,,HP Smart Buy,,,,,,,32 Go (installé) / 64 Go (maximum) - DDR5 SDRAM,,,,"1GbE, 802.11a, 802.11b/g/n, Wi-Fi 5, Wi-Fi 6, Bluetooth",,,,,,,,Stéreo,,Pas de disque optique,,,,Windows 11 Pro,,,,,,,,,,,,,,,,,,,Ordinateur personnel - SFF,,,,,,,,,,,,,,,,,,
9891905,ASUS PB63 B7013AH,ASUSTEK,"Mini PC Core i7 13700 / jusqu'à 5.2 GHz - RAM 16 Go - SSD 512 Go - NVMe - UHD Graphics 770 - IEEE 802.11ax (Wi-Fi 6E), Gigabit Ethernet, Bluetooth 5.2 - Win 11 Pro - moniteur : aucun - noir",1100.0,,,,,,,,,,,,,,,,30 Mo,,,,,,,Intel Smart Cache,,,,,,,,,,,,,,,,,,,,,,,,,,,,SATA,Intel UHD Graphics 770,,,,Noir,,,,,,,SSD 512 Go - PCI Express 4.0 - M.2 - NVM Express (NVMe),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30 Mo,,,,,,,,,,,,,,,,,,,,,,1.18 kg,,,,,,"Intel Core i7 (13ème génération) 13700 / 2.1 GHz (jusqu'à 5.2 GHz, (16 cœurs)",,,,,,,,,,16 Go (installé) / 64 Go (maximum) - DDR5 SDRAM,,,,"802.11a, Wi-Fi 5, 802.11b/g/n, Wi-Fi 6E, 1GbE, Bluetooth 5.2",,,,,,,,,,Pas de disque optique,,,,Windows 11 Pro,,,,,,,,,,,,,,,,,,,Ordinateur personnel - mini PC,,,,,,,,,,,,,,,,,,
11802632,Lenovo ThinkCentre M70t Gen 5 12U6,LENOVO,"Tour Core i5 i5-14500 / jusqu'à 5 GHz - vPro Enterprise - RAM 16 Go - SSD 512 Go - TCG Opal Encryption 2, NVMe - UHD Graphics 770 - Gigabit Ethernet, IEEE 802.11ax (Wi-Fi 6E), Bluetooth 5.3 - Win 11 Pro - moniteur : aucun - clavier : Français - noir - Lenovo TopSeller - avec 3 ans de support sur site Lenovo + 1 an de suppor",902.35,,,,,(50/60 Hz),,,,,,,,,,,24 Mo,,,,,,,,,,,,,,Français,,,,,,,,,,,,,,,,,,,,,,Intel UHD Graphics 770 mémoire vidéo partagée (UMA),,,,Noir,,,,,,,"SSD 512 Go - PCI Express 4.0 x4 - M.2 2280 - TCG Opal Encryption 2, NVM Express (NVMe)",,,,,,,,,,,,,,,,,,,,,,Garantie de base - 1 an - sur site ¦ Garantie étendue - 3 ans - sur site ¦ Garantie étendue - 1 an - sur site - temps de réponse : jour ouvré suivant,,,,,,,,,,,,,,,,,,,Oui,Langue : français / région : France,,,,,,,,,,,,24 Mo,,,,,,,,,,,,,TCO Certified Desktops 9,,,,,,,,,5.9 kg,,,,,,"Intel Core i5 (14ème génération) i5-14500 / 2.6 GHz (jusqu'à 5 GHz, (14 cœurs)",,,Lenovo TopSeller,,,,,,,16 Go (installé) / 64 Go (maximum) - DDR5 SDRAM,,,,"1GbE, 802.11a, 802.11b/g/n, Wi-Fi 5, Wi-Fi 6E, Bluetooth 5.3",,,,,,,3 ans de support sur site Lenovo + 1 an de support Premier Lenovo,,,Pas de disque optique,,,,Windows 11 Pro,,,,,,,,,,Intel vPro Enterprise,,,,,,,,,Ordinateur personnel - tour,,,,,,,,,,,,,,,,,,
11802635,Lenovo ThinkCentre M70t Gen 5 12U6,LENOVO,"Tour Core i7 13700 / jusqu'à 5.2 GHz - vPro Enterprise - RAM 16 Go - SSD 512 Go - TCG Opal Encryption 2, NVMe - graveur de DVD - UHD Graphics 770 - Gigabit Ethernet - Win 11 Pro - moniteur : aucun - clavier : Français - noir - Lenovo TopSeller",1096.53,,,,,(50/60 Hz),,,,,,,,,,,30 Mo,,,,,,,,,,,,,,Français,,,,,,,,,,,,,,,,,,,,,,Intel UHD Graphics 770 mémoire vidéo partagée (UMA),,,,Noir,,,,,,,"SSD 512 Go - PCI Express 4.0 x4 - M.2 2280 - TCG Opal Encryption 2, NVM Express (NVMe)",,,,,,,,,,,,,,,,,,,,,,Garantie limitée - 3 ans - sur site,,,,,,,,,,,,,,,,,,,Oui,Langue : français / région : France,,,,,,,,,,,,30 Mo,,,,,,,,,,,,,TCO Certified Desktops 9,,,,,,,,,5.9 kg,,,,,,"Intel Core i7 (13ème génération) 13700 / 2.1 GHz (jusqu'à 5.2 GHz, (16 cœurs)",,,Lenovo TopSeller,,,,,,,16 Go (installé) / 64 Go (maximum) - DDR5 SDRAM,,,,1GbE,,,,,,,,,,Graveur de DVD,,,,Windows 11 Pro,,,,,,,,,,Intel vPro Enterprise,,,,,,,,,Ordinateur personnel - tour,,,,,,,,,,,,,,,,,,
11802637,Lenovo ThinkCentre M70t Gen 5 12U6,LENOVO,"Tour Core i5 13400 / jusqu'à 4.6 GHz - RAM 16 Go - SSD 512 Go - TCG Opal Encryption 2, NVMe - graveur de DVD - UHD Graphics 730 - Gigabit Ethernet - Win 11 Pro - moniteur : aucun - clavier : Français - noir - Lenovo TopSeller",902.41,,,,,(50/60 Hz),,,,,,,,,,,20 Mo,,,,,,,,,,,,,,Français,,,,,,,,,,,,,,,,,,,,,,Intel UHD Graphics 730 mémoire vidéo partagée (UMA),,,,Noir,,,,,,,"SSD 512 Go - PCI Express 4.0 x4 - M.2 2280 - TCG Opal Encryption 2, NVM Express (NVMe)",,,,,,,,,,,,,,,,,,,,,,Garantie limitée - 3 ans - sur site,,,,,,,,,,,,,,,,,,,Oui,Langue : français / région : France,,,,,,,,,,,,20 Mo,,,,,,,,,,,,,TCO Certified Desktops 9,,,,,,,,,5.9 kg,,,,,,"Intel Core i5 (13ème génération) 13400 / 2.5 GHz (jusqu'à 4.6 GHz, (10 cœurs)",,,Lenovo TopSeller,,,,,,,16 Go (installé) / 64 Go (maximum) - DDR5 SDRAM,,,,1GbE,,,,,,,,,,Graveur de DVD,,,,Windows 11 Pro,,,,,,,,,,,,,,,,,,,Ordinateur personnel - tour,,,,,,,,,,,,,,,,,,
11802641,Lenovo ThinkCentre M75q Gen 5 12RQ,LENOVO,"Minuscule Ryzen 5 8500GE / jusqu'à 5 GHz - RAM 16 Go - SSD 512 Go - TCG Opal Encryption 2, NVMe - Radeon 740M - Gigabit Ethernet, IEEE 802.11ax (Wi-Fi 6E), Bluetooth 5.3 - Win 11 Pro - moniteur : aucun - clavier : Français - noir - Lenovo TopSeller",670.59,,,,,(50/60 Hz),,,,,,,,,,,16 Mo,,,,,,,,,,,,,,Français,,,,,,,,,,,,,,,,,,,,,,AMD Radeon 740M mémoire vidéo partagée (UMA),,,,Noir,,,,,,,"SSD 512 Go - PCI Express 4.0 x4 - M.2 2280 - TCG Opal Encryption 2, NVM Express (NVMe)",,,,,,,286 kg d'émissions de carbone,,,,,,,,,,,,,,,Garantie limitée - 3 ans - sur site,,,,,,,,,,,,,,,,,,,,Langue : français / région : France,,,,,,,,,,,,16 Mo L3,,,,,,,,,,,,,TCO Certified Desktops 9 EPEAT Gold,,,,,,,,,1.25 kg,,,,,,"AMD Ryzen 5 8500GE / 3.4 GHz (jusqu'à 5 GHz, (6 cœurs)",,,Lenovo TopSeller,,,,,,,16 Go (installé) / 32 Go (maximum) - DDR5 SDRAM,,,,"1GbE, 802.11a, 802.11b/g/n, Wi-Fi 5, Wi-Fi 6E, Bluetooth 5.3",,,,,,,,,,Pas de disque optique,,,,Windows 11 Pro,,,,,,,,,,,,,,,,,,,Ordinateur personnel - minuscule,,,,,,,,,,,,,,,,,,
