id,nom,marque,caracteristiques,prix,Affichage,Ajustements,Alimentation,Alimentation fournie,Ancrable,Appareil d'entrée,Appareils intégrés,Avertissement sur les couleurs de l'image,Batterie,Caractéristiques,Certification Microsoft,Certification du logiciel,Classe énergétique,Clavier numérique,Commandes,Compatibilité,Compatibilité TTA,Compatibilité de la taille de l'écran,Compatibilité ordinateur portable,Configuration requise,Connecteur,Connecteur (deuxième extrémité),Connecteurs d'entrée,Contenu de l'emballage,Contenu recyclé du produit,Conçu pour,Couleur,Courant nominal,Destiné à,Dimension Rack,Dimensions d'ordinateur portable prises en charge,Dispositif de pointage,Dispositifs de sécurité,Débit de transfert de données,Effets sonores,Empreinte carbone,Epaisseur,Facteur de forme,Facteur de forme du casque,Fonction de raccourcis clavier,Fonctionne avec Chromebook,Fonctions,Fonctions supplémentaires,Format,Fourni avec,Gamme de couleurs,Garantie du fabricant,Hauteur (unités de rack),Impédance,Inclinaison,Interface,Interface de montage VESA,Interface de station d'accueil,Interfaces vidéo,Jeu,Lavable,Localisation,Localisation et disposition,Longueur,Longueur du câble,Luminosité,Matière du boîtier,Matériau,Matériau du produit,Microphones fournis,Mode de fonctionnement des appareils électriques,Mode de fonctionnement du microphone,Mode de sortie audio,Multipoint,Nbre de touches,Nombre de boutons,Nombre de touches,Nombre de touches spéciales,Nombre inclus,Normes de conformité,Normes environnementales,Panoramique,Performance,Performances,Pistes de la carte ISO,Pivoter,Pliable,Poids,Poids de la charge max.,Positionnement/montage,Processeur,Profondeur réglable,Programme de ventes par le fabricant,Protection,Protocole de liaison de données,Puissance d'entrée max.,Quantité emballée,Rapport de contraste,Revêtement de l'écran,Récepteur sans fil,Réglages de la position de l'écran,Réseaux,Résolution,Résolution native,Rétroéclairage du clavier,Rétroéclairé,Services inclus,Spécifications audio,Stockage,Style de touches,Suppresseur de bruit actif,Suppression du bruit de microphone,Système d'exploitation,Système d'exploitation requis,Taille,Technologie Adaptive-Sync,Technologie de casque,Technologie de charge rapide,Technologie de connectivité,Technologie de détection de mouvements,Technologie du microphone,Technologie sans fil,Temps de réponse,Tension,Tension requise,Type,Type d'emballage,Type d'interface (bus),Type de Produit,Type de contacts,Type de diaphragme,Type de licence,Type de microphone,Type de panneau,Type de prise,Type de rack,Type de tarification,Utilisation recommandée,Webcam intégrée,Éléments de montage
6749571,Logitech Gaming G512,LOGITECH,Clavier - backlit - USB - AZERTY - Français - commutateur : GX Brown Tactile - carbone,129.99,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,Carbone,,,,,,,,,,,,,"Multimédia, programmable, volume, boutons macros, mode de touche de jeu",,Hub USB,,,,,Garantie de 2 ans,,,,USB,,,,Oui,,,AZERTY Français,,,,,,,,,,,,,,,,,,,,,,,,,1.02 kg,,,,,,,,,,,,,,,,,,LIGHTSYNC,,,,,,,,,,,,,Filaire,,,,,,,,,,,GX Brown Tactile,,,,,,,,,,
3340757,Lenovo ThinkPad Helix Ultrabook Keyboard,LENOVO,Clavier - Français,109.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ClickPad,,,,,1 an de garantie,,,,,,,,,,,Français,,,,,,,,,,,,,,,,,,,,,,,,,560 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8348797,Logitech Gaming G512,LOGITECH,Clavier - backlit - USB - AZERTY - Français - commutateur : GX Blue - carbone,139.99,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,Carbone,,,,,,,,,,,,,"Multimédia, programmable, volume, boutons macros, mode de touche de jeu",,Hub USB,,,,,Garantie de 2 ans,,,,USB,,,,Oui,,,AZERTY Français,,,,,,,,,,,,,,,,,,,,,,,,,1.02 kg,,,,,,,,,,,,,,,,,,LIGHTSYNC,,,,,,,,,,,,,Filaire,,,,,,,,,,,GX Blue,,,,,,,,,,
3687003,Lenovo ThinkPad 10 Ultrabook Keyboard,LENOVO,"Clavier - avec ClickPad - International US - noir - pour ThinkCentre M75t Gen 2 11W5; ThinkPad 10 (1st Gen) 20C1, 20C3; 10 (2nd Gen) 20E3, 20E4",113.0,,,,,,,ClickPad,,,,,,,,,,,,,,,,,,,"ThinkCentre M75t Gen 2 11W5; ThinkPad 10 (1st Gen) 20C1, 20C3; 10 (2nd Gen) 20E3, 20E4",Noir,,,,,,,,,,,,,,,,,,,,1 an de garantie,,,,,,,,,,,International US,,,,,,,,,,,,,,,,,,,,,,,,,535 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3416840,Cherry DC 2000 Filaire Français USB,CHERRY,"Cherry DC 2000 Filaire Français USBEnsemble filaire CHERRY DC 2000, clavier silencieux marqué laser et souris optique 3 boutons 1200 dpi ambidextrenoir - usb",21.0,,,,,,,,,,"Roulette de défilement, résolution 1 200 ppp, pour gaucher et droitier",,,,,,,,,,,,,,,,,Noir,,,,,Souris - optique,,,,,,,,"Veille, calculatrice, e-mail, navigateur",,"Indicateur DEL de statut, antirayure, technologie Cherry LPK, forme plate",,,,,Garantie de 3 ans,,,,USB,,,,,,,Français,,,,,,,,,,,,105,,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Filaire,,,,,,,,,,,,,,,,,,,,,
4869931,HP,HP INC,"Healthcare - ensemble clavier et souris - USB - Français - pour HP Z1 G8; EliteDesk 80X G6, 80X G8; EliteOne 800 G8; Engage One Pro; ProDesk 40X G6",229.0,,,,,,,,,,,,,,,,,,,,,,,,,,"HP Z1 G8; EliteDesk 705 G4, 800 G4, 800 G5, 800 G6, 800 G8, 805 G6, 805 G8; EliteOne 1000 G2, 800 G3, 800 G5, 800 G6, 800 G8; Engage One Pro; ProDesk 400 G5, 400 G6, 405 G4, 405 G6, 600 G4, 600 G5; ProOne 400 G4, 400 G5, 400 G6, 440 G5, 440 G6, 600 G5, 600 G6; Workstation Z1 G5 Entry, Z1 G6 Entry",,,,,,Souris,,,,,,,,,,,,,,,1 an de garantie,,,,USB,,,,,,,Français,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Filaire,,,,,,,,,,,,,,,,,,,,,
4872613,CHERRY B.UNLIMITED 3.0,CHERRY,Ensemble clavier et souris - sans fil - 2.4 GHz - Anglais - commutateur : CHERRY SX - noir,84.03,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,Noir,,,,,Souris - sans fil - infrarouge,,,,,,,,,,,,,,,Garantie de 3 ans,,,,2.4 GHz,,,,,,,Anglais,,,,,,,,,,,,104,,3,4,,,,,,,,,,,,,,,,,,,,,,Récepteur sans fil USB,,,,,,,,,,,,,,,,,,,Sans fil,,,,,,,,,,,CHERRY SX,,,,,,,,,,
4869931,HP,HP INC,"Healthcare - ensemble clavier et souris - USB - Français - pour HP Z1 G8; EliteDesk 80X G6, 80X G8; EliteOne 800 G8; Engage One Pro; ProDesk 40X G6",229.0,,,,,,,,,,,,,,,,,,,,,,,,,,"HP Z1 G8; EliteDesk 705 G4, 800 G4, 800 G5, 800 G6, 800 G8, 805 G6, 805 G8; EliteOne 1000 G2, 800 G3, 800 G5, 800 G6, 800 G8; Engage One Pro; ProDesk 400 G5, 400 G6, 405 G4, 405 G6, 600 G4, 600 G5; ProOne 400 G4, 400 G5, 400 G6, 440 G5, 440 G6, 600 G5, 600 G6; Workstation Z1 G5 Entry, Z1 G6 Entry",,,,,,Souris,,,,,,,,,,,,,,,1 an de garantie,,,,USB,,,,,,,Français,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Filaire,,,,,,,,,,,,,,,,,,,,,
4872613,CHERRY B.UNLIMITED 3.0,CHERRY,Ensemble clavier et souris - sans fil - 2.4 GHz - Anglais - commutateur : CHERRY SX - noir,84.03,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,Noir,,,,,Souris - sans fil - infrarouge,,,,,,,,,,,,,,,Garantie de 3 ans,,,,2.4 GHz,,,,,,,Anglais,,,,,,,,,,,,104,,3,4,,,,,,,,,,,,,,,,,,,,,,Récepteur sans fil USB,,,,,,,,,,,,,,,,,,,Sans fil,,,,,,,,,,,CHERRY SX,,,,,,,,,,
4872614,CHERRY KC 6000 SLIM,CHERRY,Clavier - USB - Anglais - commutateur : CHERRY SX - noir,42.01,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,Noir,,,,,,,,,,,,,,,,,,,,Garantie de 3 ans,,,,USB,,,,,,,Anglais,,,,,,,,,,,,104,,,6,,,,,,,,,,660 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Filaire,,,,,,,,,,,CHERRY SX,,,,,,,,,,
8677656,CHERRY KW 3000,CHERRY,Clavier - sans fil - 2.4 GHz - AZERTY - Français - noir,22.68,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,Noir,,,,,,,,,,,,,"Navigateur, e-mail, calculatrice, en veille",,,,,,,,,,,2.4 GHz,,,,,,,AZERTY Français,,,,,,,,,,,,,,,,,,,,,,,,,510 g,,,,,,,,,,,,Nano récepteur sans fil USB,,,,,,,,,,,,,,,,,,,Sans fil,,,,,,,,,,,,,,,,,,,,,
4504457,Lenovo Professional,LENOVO,Clavier - sans fil - 2.4 GHz - US,48.0,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Garantie de 2 ans,,,,2.4 GHz,,,,,,,US,,,,,,,,,,,,,,,,,,,,,,,,,700 g,,,,,,Résistant aux éclaboussures,,,,,,Récepteur sans fil USB,,,,,,,,,,,,,,,,,,,Sans fil,,,,,,,,,,,,,,,,,,,,,
10379450,Apple Magic Keyboard,APPLE,Clavier et étui - avec trackpad - rétroéclairé - Apple Smart connector - AZERTY - Français - blanc - pour 11-inch iPad Pro (M4),290.83,,,,,,Clavier intégré,Trackpad,,,,,,,,,,,,,,,,,,,11-inch iPad Pro (M4),Blanc,,,,,,,,,,,,,"Volume, luminosité",,,,,,,1 an de garantie,,,,Apple Smart connector,,,,,,,AZERTY Français,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Protection arrière, protection avant",,,,,,,,,,,,Oui,,,,,,,,,,,,,Filaire,,,,,,,,,,,,,,,,,,,,,
10427407,Logitech G915 X,LOGITECH,"Clavier - LIGHTSPEED - full size - backlit - sans fil - 2.4 GHz, USB, Bluetooth 5.0 - AZERTY - Français - blanc",249.99,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,Blanc,,,,,,,,,,,,,"Programmable, 9 touches G dédiées, multimédia, bouton du rouleau de volume",,,,,,,,,,,"2.4 GHz, USB, Bluetooth 5.0",,,,Oui,,,AZERTY Français,,,,,,,,,,,,,,,,,,,,,,,,,1.08 kg,,,,,,,,,,,,,,,,,,LIGHTSYNC,,,,,,,,,,,,,"Sans fil, filaire",,,,,,,,,,,,,,,,,,,,,
10427416,Logitech G915 X,LOGITECH,"Clavier - LIGHTSPEED - backlit - sans fil - Bluetooth 5.0, 2.4 GHz, USB - AZERTY - Français - commutateur : GL Clicky - noir",249.99,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,Noir,,,,,,,,,,,,,"Programmable, multimédia, bouton du rouleau de volume, 9 touches G dédiées",,,,,,,Garantie de 2 ans,,,,"Bluetooth 5.0, 2.4 GHz, USB",,,,Oui,,,AZERTY Français,,,,,,,,,,,,,,,,,,,,,,,,,1.08 kg,,,,,,,,,,,,Récepteur USB Logitech LIGHTSPEED,,,,,,LIGHTSYNC,,,,,,,,,,,,,"Sans fil, filaire",,,,,,,,,,,GL Clicky,,,,,,,,,,
10427434,Logitech G915 X,LOGITECH,"Clavier - LIGHTSPEED - TKL - backlit - sans fil - Bluetooth 5.0, 2.4 GHz, USB - AZERTY - Français - commutateur : GL Tactile - blanc",229.99,,,,,,,,,,,,,,,,,,,,,,,,,,,Blanc,,,,,,,,,,,,,"Programmable, multimédia, bouton du rouleau de volume",,,,,,,Garantie de 2 ans,,,,"Bluetooth 5.0, 2.4 GHz, USB",,,,Oui,,,AZERTY Français,,,,,,,,,,,,,,,,,,,,,,,,,860 g,,,,,,,,,,,,Récepteur USB Logitech LIGHTSPEED,,,,,,LIGHTSYNC,,,,,,,,,,,,,"Sans fil, filaire",,,,,,,,,,,GL Tactile,,,,,,,,,,
10427504,Logitech G915 X,LOGITECH,"Clavier - LIGHTSPEED - backlit - sans fil - Bluetooth 5.0, 2.4 GHz, USB - AZERTY - Français - commutateur : GL Tactile - noir",249.99,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,Noir,,,,,,,,,,,,,"Programmable, multimédia, bouton du rouleau de volume, 9 touches G dédiées",,,,,,,Garantie de 2 ans,,,,"Bluetooth 5.0, 2.4 GHz, USB",,,,Oui,,,AZERTY Français,,,,,,,,,,,,,,,,,,,,,,,,,1.08 kg,,,,,,,,,,,,Récepteur USB Logitech LIGHTSPEED,,,,,,LIGHTSYNC,,,,,,,,,,,,,"Sans fil, filaire",,,,,,,,,,,GL Tactile,,,,,,,,,,
11509871,CHERRY STREAM CLAVIER,CHERRY,Clavier - USB - Pan Nordic - commutateur : CHERRY SX - noir,31.08,,,,,,,,,,,,,,,,,,,,,,,,,,,Noir,,,,,,,,,,,,,"Calculatrice, e-mail, touche secret, navigateur, Verrouiller l'ordinateur, lecture/pause, piste précédente, piste suivante, volume -, volume +",,,,,,,Garantie de 3 ans,,,,USB,,,,,,,Pan Nordic,,,,,,,,,,,,105,,,10,,,,,,,,,,910 g,,,,,,Résistant aux éclaboussures,,,,,,,,,,,,,,,,,,,,,,,,,Filaire,,,,,,,,,,,CHERRY SX,,,,,,,,,,
2028240,Logitech K120,LOGITECH,Clavier - USB - Français,17.99,,,,,,,,,,,Compatible with Windows 7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Étanche,,,,,,,,,USB,,,,,,,Français,,,,,,,,,,,,,,,,,,,,,,,,,0.55 kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Filaire,,,,,,,,,,,,,,,,,,,,,
6757862,Logitech Rugged Combo 3 Touch for Education,LOGITECH,"Clavier et étui - avec trackpad - Apple Smart connector - QWERTY - Pan Nordic - universitaire - pour Apple 10.2-inch iPad (7ème génération, 8ème génération, 9ème génération)",179.99,,,,,,,Trackpad,,,,,,,,,,,,,,,,,,,"Apple 10.2-inch iPad (7ème génération, 8ème génération, 9ème génération)",,,,,,,,,,,,,,"Volume, recherche, luminosité, verrouillage écran, lecture/pause, piste précédente, piste suivante, écran d'accueil, capture d'écran, clavier virtuel, Siri",,,,,,,Garantie de 3 ans,,,,Apple Smart connector,,,,,,,QWERTY Pan Nordic,,,,,,,,,,,,,,,,,,,,,,,,,640 g,,,,,,"Résistant aux rayures, antisalissure, résiste aux chutes",,,,,,,,,,,,,,,,,,,,,,,,,Filaire,,,,,,,,,,,,,,,,,,Universitaire,,,
6757863,Logitech Rugged Combo 3 Touch for Education,LOGITECH,"Clavier et étui - avec trackpad - Apple Smart connector - QWERTZ - Suisse - bleu classique - universitaire - pour Apple 10.2-inch iPad (7ème génération, 8ème génération, 9ème génération)",179.99,,,,,,,Trackpad,,,,,,,,,,,,,,,,,,,"Apple 10.2-inch iPad (7ème génération, 8ème génération, 9ème génération)",Bleu classique,,,,,,,,,,,,,"Volume, recherche, luminosité, verrouillage écran, lecture/pause, piste précédente, piste suivante, écran d'accueil, capture d'écran, clavier virtuel, Siri",,,,,,,Garantie de 3 ans,,,,Apple Smart connector,,,,,,,QWERTZ Suisse,,,,,,,,,,,,,,,,,,,,,,,,,640 g,,,,,,"Résistant aux rayures, antisalissure, résiste aux chutes",,,,,,,,,,,,,,,,,,,,,,,,,Filaire,,,,,,,,,,,,,,,,,,Universitaire,,,
11559512,Apple Magic Keyboard,APPLE,Clavier et étui - avec trackpad - Apple Smart connector - QWERTY - R.-U.,274.17,,,,,,Clavier intégré,Trackpad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Volume, luminosité",,,,,,,1 an de garantie,,,,Apple Smart connector,,,,,,,QWERTY R.-U.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Protection arrière, protection avant",,,,,,,,,,,,,,,,,,,,,,,,,Filaire,,,,,,,,,,,,,,,,,,,,,
11559526,Apple Magic Keyboard,APPLE,"Clavier et étui - avec trackpad - Apple Smart connector - AZERTY - Français - pour 10.9-inch iPad Air (4ème génération, 5ème génération); 11-inch iPad Air (M2, M3)",274.17,,,,,,Clavier intégré,Trackpad,,,,,,,,,,,,,,,,,,,"10.9-inch iPad Air (4ème génération, 5ème génération); 11-inch iPad Air (M2, M3)",,,,,,,,,,,,,,"Volume, luminosité",,,,,,,1 an de garantie,,,,Apple Smart connector,,,,,,,AZERTY Français,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Protection arrière, protection avant",,,,,,,,,,,,,,,,,,,,,,,,,Filaire,,,,,,,,,,,,,,,,,,,,,
11559542,Apple Magic Keyboard,APPLE,"Clavier et étui - avec trackpad - Apple Smart connector - AZERTY - Français - pour 13-inch iPad Air (M2, M3)",290.83,,,,,,Clavier intégré,Trackpad,,,,,,,,,,,,,,,,,,,"13-inch iPad Air (M2, M3)",,,,,,,,,,,,,,"Volume, luminosité",,,,,,,1 an de garantie,,,,Apple Smart connector,,,,,,,AZERTY Français,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Protection arrière, protection avant",,,,,,,,,,,,,,,,,,,,,,,,,Filaire,,,,,,,,,,,,,,,,,,,,,
11898976,"Samsung Galaxy Tab S11 Ultra Book Cover Keyboard Slim (sans Touch Pad, clavier non-amovible) avec touche Galaxy AI Noir",SAMSUNG,"DX930 - Clavier et étui (couverture de livre) - Mince - sans fil - POGO pin - noir clavier, noir étui - boîte de suspension - pour Galaxy Tab S11 Ultra",124.8,,,,,,Clavier intégré,,,,,,,,,,,,,,,,,,,,Galaxy Tab S11 Ultra,"Noir clavier, noir étui",,,,,,,,,,,,,,,,,,,,Garantie de 2 ans,,,,POGO pin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,466 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sans fil,,,,,,,,Boîte de suspension,,,,,,,,,,,,,
4838400,HP Pavilion Wired Keyboard and Mouse 400 *** UK ****,HP INC,Ensemble clavier et souris - USB - Anglais - noir de jais,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Noir de jais,,,,,Souris,,,,,,,,,,,,,,,,,,,USB,,,,,,,Anglais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Filaire,,,,,,,,,,,,,,,,,,,,,
4844679,Urban Factory UPK10UF Unee Portfolio,URBAN-FACT,"Clavier et étui - sans fil - Bluetooth - Français - noir clavier, noir étui",41.58,,,,,,,,,,,,,,,,,,,,,,,,,,,"Noir clavier, noir étui",,,,,,,,,,,,,,,,,,,,Garantie de 2 ans,,,,Bluetooth,,,,,,,Français,,,,Nylon tweed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sans fil,,,,,,,,,,,,,,,,,,,,,
10540508,Apple Magic Keyboard with Touch ID and Numeric Keypad,APPLE,Clavier - USB-C - sans fil - Bluetooth - AZERTY - Français - clés noires,190.83,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,Clés noires,,,,,,Lecteur d'empreintes digitales,,,,,,,Multimédia,,,,,,,1 an de garantie,,,,Bluetooth,,,,,,,AZERTY Français,,,,,,,,,,,,,,,,,,,,,,,,,369 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sans fil,,,,,,,,,,,,,,,,,,,,,
10540511,Apple Magic Keyboard with Touch ID,APPLE,Clavier - USB-C - sans fil - Bluetooth - QWERTY - Anglais international,140.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lecteur d'empreintes digitales,,,,,,,Multimédia,,,,,,,1 an de garantie,,,,Bluetooth,,,,,,,QWERTY Anglais international,,,,,,,,,,,,,,,,,,,,,,,,,243 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sans fil,,,,,,,,,,,,,,,,,,,,,
10540547,Apple Magic Keyboard with Touch ID and Numeric Keypad,APPLE,Clavier - USB-C - sans fil - Bluetooth - AZERTY - Français - clés blanches,165.83,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,Clés blanches,,,,,,Lecteur d'empreintes digitales,,,,,,,Multimédia,,,,,,,1 an de garantie,,,,Bluetooth,,,,,,,AZERTY Français,,,,,,,,,,,,,,,,,,,,,,,,,369 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sans fil,,,,,,,,,,,,,,,,,,,,,
10540550,Apple Magic Keyboard with Touch ID and Numeric Keypad,APPLE,Clavier - USB-C - sans fil - Bluetooth - QWERTY - Anglais international - clés blanches,165.83,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,Clés blanches,,,,,,Lecteur d'empreintes digitales,,,,,,,Multimédia,,,,,,,1 an de garantie,,,,Bluetooth,,,,,,,QWERTY Anglais international,,,,,,,,,,,,,,,,,,,,,,,,,369 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sans fil,,,,,,,,,,,,,,,,,,,,,
10540545,Apple Magic Keyboard,APPLE,Clavier - USB-C - sans fil - Bluetooth - QWERTY - R.-U.,99.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Multimédia,,,,,,,1 an de garantie,,,,Bluetooth,,,,,,,QWERTY R.-U.,,,,,,,,,,,,,,,,,,,,,,,,,239 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sans fil,,,,,,,,,,,,,,,,,,,,,
7846337,HP 650 clavier et souris sans fil,HP INC,Ensemble clavier et souris - sans fil - 2.4 GHz - Français - Blanc,104.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Blanc,,,,,Souris - sans fil - droitiers et gauchers,,,,,,,,"Verrouillage de la clé FN, Caps Lock",,,,,,,1 an de garantie,,,,2.4 GHz,,,,,,,Français,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,Nano récepteur sans fil USB,,,,,,,,,,,,,,,,,,,Sans fil,,,,,,,,,,,,,,,,,,,,,
8355538,Logitech MK370 Combo for Business,LOGITECH,Ensemble clavier et souris - sans fil - Bluetooth LE - AZERTY - Français - graphite,49.99,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,Graphite,,,,,Souris - sans fil - optique - droitiers et gauchers,,,,,,,,"Programmable, multimédia, interrupteur marche/arrêt",,,,,,,Garantie de 2 ans,,,,Bluetooth LE,,,,,,,AZERTY Français,,,,,,,,,,,,112,,3,,,,,,5 millions de clics,,,,,,,,,,,Résistant aux éclaboussures,,,,,,Récepteur USB Logitech Logi Bolt,,,,,,,,,,,,,,,,,,,Sans fil,,,,,,,,,,,,,,,,,,,,,
8355546,Logitech MK370 Combo for Business,LOGITECH,Ensemble clavier et souris - sans fil - Bluetooth LE - QWERTY - International US - graphite,49.99,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,Graphite,,,,,Souris - sans fil - optique - droitiers et gauchers,,,,,,,,"Programmable, multimédia, interrupteur marche/arrêt",,,,,,,Garantie de 2 ans,,,,Bluetooth LE,,,,,,,QWERTY International US,,,,,,,,,,,,112,,3,,,,,,5 millions de clics,,,,,,,,,,,Résistant aux éclaboussures,,,,,,Récepteur USB Logitech Logi Bolt,,,,,,,,,,,,,,,,,,,Sans fil,,,,,,,,,,,,,,,,,,,,,
4491802,Dell Business Multimedia Keyboard KB522,DELL,Clavier - USB - QWERTY - International US - noir,30.5,,,,,,,,,,,,,,,,,,,,,,,,,,,Noir,,,,,,,,,,,,,Multimédia,,Hub USB,,,,,1 an de garantie,,,,USB,,,,,,,QWERTY International US,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Filaire,,,,,,,,,,,,,,,,,,,,,
7873643,Logitech Slim Wireless Combo MK470,LOGITECH,Ensemble clavier et souris - sans fil - 2.4 GHz - AZERTY - Français - rose,59.99,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,Rose,,,,,Souris - sans fil - optique - droitiers et gauchers,,,,,,,,,,,,,,,Garantie de 2 ans,,,,2.4 GHz,,,,,,,AZERTY Français,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,Nano récepteur sans fil USB,,,,,,,,,,,,,,,,,,,Sans fil,,,,,,,,,,,,,,,,,,,,,
7334690,Dell Keyboard and Mouse KM3322W,DELL,Ensemble clavier et souris - sans fil - 2.4 GHz - QWERTY - Anglais international - noir - avec 3 years NBD Advance Exchange,22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,Noir,,,,,Souris - sans fil - optique,,,,,,,,"Volume, touche secret",,,,,,,,,,,2.4 GHz,,,,,,,QWERTY Anglais international,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,Récepteur sans fil USB,,,,,,,3 years NBD Advance Exchange,,,,,,,,,,,,Sans fil,,,,,,,,,,,,,,,,,,,,,
3687003,Lenovo ThinkPad 10 Ultrabook Keyboard,LENOVO,"Clavier - avec ClickPad - International US - noir - pour ThinkCentre M75t Gen 2 11W5; ThinkPad 10 (1st Gen) 20C1, 20C3; 10 (2nd Gen) 20E3, 20E4",113.0,,,,,,,ClickPad,,,,,,,,,,,,,,,,,,,"ThinkCentre M75t Gen 2 11W5; ThinkPad 10 (1st Gen) 20C1, 20C3; 10 (2nd Gen) 20E3, 20E4",Noir,,,,,,,,,,,,,,,,,,,,1 an de garantie,,,,,,,,,,,International US,,,,,,,,,,,,,,,,,,,,,,,,,535 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11264826,Belkin Clavier pour Ipad 10th Gen avec Trackpad,BELKIN,Everyday Cradle Keyboard Folio for iPad 10th Gen French,109.99,,,,,,Clavier intégré,Trackpad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Multimédia,,,,,,,,,,,Bluetooth,,,,,,,,,,,Cuir,,,,,,,,,,,,,,,,,,,,,660 g,,,,,,Protection contre les rayures,,,,,,,,,,,,Oui,,,,,,,,,,,,,Sans fil,,,,,,,,,,,,,,,,,,,,,
3360641,HPE BFR with PVC Free Kit,HP ENT,"Ensemble clavier et souris - USB - US - pour ProLiant MicroServer Gen10, MicroServer Gen8, ML10 v2, SL4540 Gen8, XL230a Gen9",30.0,,,,,,,,,,,,,,,,,,,,,,,,,,"ProLiant DL120 G7, DL160 G6, DL165 G7, DL360 G7, DL380 G7, DL380 Gen9, DL560 Gen8, MicroServer, MicroServer Gen10, MicroServer Gen8, ML10 v2, ML110 G7, ML310e Gen8, ML350e Gen8, SL160s G6, SL165s G7, SL230s Gen8, SL250s Gen8, SL270s Gen8, SL4540 Gen8, XL220a Gen8, XL230a Gen9",,,,,,Souris,,,,,,,,,,,,,,,1 an de garantie,,,,USB,,,,,,,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Filaire,,,,,,,,,,,,,,,,,,,,,
9851565,Acer Nitro TKL (NKW120),ACER,Clavier - jeux - rétro-éclairé - USB - AZERTY - Français - noir - Pour la vente au détail,49.92,,,,,,,,,,,,,,,,,,,,,,,,,,,Noir,,,,,,,,,,,,,,,,,,,,Garantie de 2 ans,,,,USB,,,,Oui,,,AZERTY Français,,,,,,,,,,,,,,,,,,,,,,,,,870 g,,,,,,,,,,,,,,,,,,3 zones RGB,,,,,,,,,,,,,Filaire,,,,,,,,Pour la vente au détail,,,,,,,,,,,,,
