id,nom,marque,caracteristiques,prix,Affichage,Ajustements,Alimentation,Alimentation fournie,Ancrable,Appareil d'entrée,Appareils intégrés,Avertissement sur les couleurs de l'image,Batterie,Caractéristiques,Certification Microsoft,Certification du logiciel,Classe énergétique,Clavier numérique,Commandes,Compatibilité,Compatibilité TTA,Compatibilité de la taille de l'écran,Compatibilité ordinateur portable,Configuration requise,Connecteur,Connecteur (deuxième extrémité),Connecteurs d'entrée,Contenu de l'emballage,Contenu recyclé du produit,Conçu pour,Couleur,Courant nominal,Destiné à,Dimension Rack,Dimensions d'ordinateur portable prises en charge,Dispositif de pointage,Dispositifs de sécurité,Débit de transfert de données,Effets sonores,Empreinte carbone,Epaisseur,Facteur de forme,Facteur de forme du casque,Fonction de raccourcis clavier,Fonctionne avec Chromebook,Fonctions,Fonctions supplémentaires,Format,Fourni avec,Gamme de couleurs,Garantie du fabricant,Hauteur (unités de rack),Impédance,Inclinaison,Interface,Interface de montage VESA,Interface de station d'accueil,Interfaces vidéo,Jeu,Lavable,Localisation,Localisation et disposition,Longueur,Longueur du câble,Luminosité,Matière du boîtier,Matériau,Matériau du produit,Microphones fournis,Mode de fonctionnement des appareils électriques,Mode de fonctionnement du microphone,Mode de sortie audio,Multipoint,Nbre de touches,Nombre de boutons,Nombre de touches,Nombre de touches spéciales,Nombre inclus,Normes de conformité,Normes environnementales,Panoramique,Performance,Performances,Pistes de la carte ISO,Pivoter,Pliable,Poids,Poids de la charge max.,Positionnement/montage,Processeur,Profondeur réglable,Programme de ventes par le fabricant,Protection,Protocole de liaison de données,Puissance d'entrée max.,Quantité emballée,Rapport de contraste,Revêtement de l'écran,Récepteur sans fil,Réglages de la position de l'écran,Réseaux,Résolution,Résolution native,Rétroéclairage du clavier,Rétroéclairé,Services inclus,Spécifications audio,Stockage,Style de touches,Suppresseur de bruit actif,Suppression du bruit de microphone,Système d'exploitation,Système d'exploitation requis,Taille,Technologie Adaptive-Sync,Technologie de casque,Technologie de charge rapide,Technologie de connectivité,Technologie de détection de mouvements,Technologie du microphone,Technologie sans fil,Temps de réponse,Tension,Tension requise,Type,Type d'emballage,Type d'interface (bus),Type de Produit,Type de contacts,Type de diaphragme,Type de licence,Type de microphone,Type de panneau,Type de prise,Type de rack,Type de tarification,Utilisation recommandée,Webcam intégrée,Éléments de montage
4455102,MCL - Kit clavier / souris sans fil - Noir,MCL SAMAR,2012W/N - Ensemble clavier et souris - sans fil - 2.4 GHz - AZERTY - Français - noir,20.7,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,Noir,,,,,Souris - sans fil - optique,,,,,,,,,,,,,,,,,,,2.4 GHz,,,,,,,AZERTY Français,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,Récepteur sans fil USB,,,,,,,,,,,,,,,,,,,Sans fil,,,,,,,,,,,,,,,,,,,,,
4011372,PORT - Clavier filaire USB Azerty,PORT DESIG,PORT CLAVIER USB ESSENTIEL (BULK),16.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Garantie de 2 ans,,,,USB,,,,,,,AZERTY Français,,,,,,,,,,,,104,,,,,,,,,,,,,430 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Filaire,,,,,,,,En vrac,,,,,,,,,,,,,
11461509,ASUS W5000,ASUSTEK,Ensemble clavier et souris - 100% - full size - sans fil - 2.4 GHz - noir,45.83,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,Noir,,,,,Souris - sans fil - optique,,,,,,,,,,,,,,,,,,,2.4 GHz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Récepteur sans fil USB,,,,,,,,,,,,,,,,,,,Sans fil,,,,,,,,,,,,,,,,,,,,,
11463750,PORT - Pavé numérique Bluetooth rechargeable,PORT DESIG,PORT Connect - Pavé numérique - rechargeable - sans fil - Bluetooth,41.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tab, Backspace, num lock",,,,,,,Garantie de 2 ans,,,,Bluetooth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sans fil,,,,,,,,,,,,,,,,,,,,,
5793937,PORT - Pavé numérique filaire USB-C & USB-A,PORT DESIG,PORT PAVE NUMERIQUE FIL TYPE C,26.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Garantie de 2 ans,,,,USB-C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Filaire,,,,,,,,,,,,,,,,,,,,,
11536942,Active Key MedicalKey AK-C4110,CHERRY,C4110 - Clavier - USB - US - blanc,101.45,,,,,,,,,,,,,,,,,,,,,,,,,,,Blanc,,,,,,,,,,,,,Nettoyage marche/arrêt,,,,,,,Garantie de 2 ans,,,,USB,,,,,,,US,,,,,,,,,,,,,,,,,,,,,,,,,500 g,,,,,,"Antisalissure, résistant aux produits chimiques, résistant au désinfectant",,,,,,,,,,,,,,,,,,,,,,,,,Filaire,,,,,,,,,,,,,,,,,,,,,
8459473,Targus - Clavier grande taille Bluetooth® EcoSmart® à énergie solaire (FR),TARGUS,Targus - Clavier grande taille Bluetooth® EcoSmart® à énergie solaire (FR),99.99,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,Noir,,,,,,,,,,,,,,,,,,,,Garantie de 2 ans,,,,Bluetooth 5.0,,,,,,,AZERTY Français,,,,,,,,,,,,,,,,,,,,,,,,,840 g,,,,,,Protection antimicrobienne DefenseGuard,,,,,,,,,,,,3 niveaux,,,,,,,,,,,,,Sans fil,,,,,,,,Emballages recyclés,,,Commutateurs à clé à ciseaux,,,,,,,,,,
11509893,CHERRY STREAM DESKTOP,CHERRY,Ensemble clavier et souris - sans fil - 2.4 GHz - Anglais - commutateur : CHERRY SX - noir,54.61,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,Noir,,,,,Souris - sans fil - optique - droitiers et gauchers,,,,,,,,"Programmable, calculatrice, e-mail, touche secret, navigateur, lecture/pause, piste précédente, piste suivante, volume -, volume +, verrou clavier Windows",,,,,,,Garantie de 3 ans,,,,2.4 GHz,,,,,,,Anglais,,,,,,,,,,,,104,,6,10,,,Blue Angel,,Résolution commutable en temps réel 1000 / 1600 / 2400 dpi,,,,,,,,,,,,,,,,,Nano récepteur sans fil USB,,,,,,,,,,,,,,,,,,,Sans fil,,,,,,,,,,,CHERRY SX,,,,,,,,,,
4141108,Dell Business Multimedia Keyboard KB522,DELL,Kit - clavier - USB - AZERTY - Français - noir,30.5,,,,,,,,,,,,,,,,,,,,,,,,,,,Noir,,,,,,,,,,,,,,,,,,,,1 an de garantie,,,,USB,,,,,,,AZERTY Français,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Filaire,,,,,,,,,,,,,,,,,,,,,
8629835,Logitech G PRO X TKL,LOGITECH,"Clavier - backlit - sans fil - 2.4 GHz, Bluetooth - AZERTY - Français - commutateur : Tactile - blanc",229.99,,,,,,,,,,,,,,,,,,,,,,,,,,,Blanc,,,,,,,,,,,,,"Mode de touche de jeu, contrôle des médias, bouton du rouleau de volume, contrôle du rétroéclairage",,,,,,,Garantie de 2 ans,,,,"2.4 GHz, Bluetooth",,,,Oui,,,AZERTY Français,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LIGHTSYNC,,,,,,,,,,,,,Sans fil,,,,,,,,,,,Tactile,,,,,,,,,,
7894368,PORT - Clavier Bluetooth Rechargeable Azerty,PORT DESIG,FR - KEYBOARD OFFICE PRO RECHARGEABLE BLUETOOTH-FR,58.33,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,"Multimédia, e-mail, Verrouiller l'ordinateur, volume -, volume +",,,,,,,Garantie de 2 ans,,,,Bluetooth 5.2,,,,,,,AZERTY Français,,,,,,,,,,,,,,,,,,,,,,,,,554 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sans fil,,,,,,,,,,,,,,,,,,,,,
11841017,HP,HP INC,Microphone - XLR à 3 broches - noir,358.5,,,,,,,,,,,,,,,,,,,,,,,,,,,Noir,,,,,,,,,,,,,,,,,,,,Garantie de 2 ans,,,,,,,,,,,,,,,,,,,,Cardioïde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Condensateur,,,,,,,,Microphone - XLR à 3 broches,,,,Perche télescopique - dessus de table,,,,,"Console de jeux, ordinateur",,
7780018,"StarTech.com Support Pliable pour Portable, Support Ergonomique Ventilé",STARTECH,"Support pour ordinateur portable - bureau - jusqu'à 15,6"" - argent",44.99,,,,,,,,,,"Angle de vision multiple, support ergonomique réglage d'inclinaison de 15° à 84°, léger, angle ajustable (9 positions), largeur réglable, tapis anti-dérapants, portable",,,,,,,,,"15.6""",,,,,"Support pour ordinateur portable, banane",,,Argent,,,,"Jusqu'à 15,6"" / jusqu'à 39,6 cm",,,,,,,,,,,,,,,,Garantie de 5 ans,,,,,,,,,,,,,,,,,Aluminium,,,,,,,,,,,,,,,,,,,341 g,,Bureau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10540539,Apple Magic Trackpad,APPLE,Pavé tactile - multitactile - sans fil - Bluetooth - noir,140.83,,,,,,,,,,"Force Touch, batterie rechargeable, Pavé tactile multi-mouvements",,,,,,,,,,,,,,,,,Noir,,,,,,,,,,,,,,,,,,,,1 an de garantie,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,230 g,,,,,,,,,,,,,,,,,,,,,,,,,,"Apple MacOS X 10.11 ou plus récent, Apple iPadOS 13.4 ou ultérieur",,,,,Sans fil - Bluetooth,,,,,,,,,,,,,,,,,,,,,
11841029,HyperX Cloud Revolver Gaming,HP INC,"Micro-casque - canal 7.1 - circum-aural - filaire - USB, jack 3,5mm - bronze - pour Laptop 15, 15s, 17; Pavilion Laptop 15",192.0,,,,,,,,,,,,,,,Volume,,,,,,,,,,,"Laptop 15, 15s, 17; Pavilion Laptop 15",Bronze,,,,,,,,,,,,Circum-aural,,,,,,,,Garantie de 2 ans,,,,,,,,Oui,,,,,,,,,,,,,Stéreo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Réponse en fréquence 10 - 23000 Hz - Sensibilité 100 dB,,,,,,,,,Dynamique,,Filaire,,Condensateur électret,,,,,,,,"Micro-casque - canal 7.1 - filaire - USB, jack 3,5mm",,,,Perche télescopique,,,,,"Console de jeux, ordinateur",,
4428273,StarTech.com Adaptateur clavier USB vers PS/2,STARTECH,USB A femelle - PS/2 mâle - Adaptateur de clavier - USB (F) pour PS/2 (M),4.99,,,,,,,,,,,,,,,,,,,,,USB de type A 4 broches - femelle,Mini-DIN 6 broches (style PS/2) - mâle,,,,,,,,,,,,,,,,,,,,,,,,,Garantie limitée à vie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Adaptateur de clavier,,,,,,,,,,,,,,
6387675,PORT - Pack Clavier & Souris Sans Fil Azerty,PORT DESIG,PORT PACK CLAVIER+SOURIS SANS FIL 2.4Ghz,37.49,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,Souris - sans fil - optique,,,,,,,,"Exploration internet, multimédia, e-mail, volume, lecteur multimédia, page d'accueil, favoris",,,,,,,Garantie de 2 ans,,,,2.4 GHz,,,,,,,AZERTY Français,,,,,,,,,,,,106,,,12,,,,,,,,,,,,,,,,,,,,,,Récepteur sans-fil USB/USB-C,,,,,,,,,,,,,,,,,,,Sans fil,,,,,,,,,,,,,,,,,,,,,
5760098,MCL Samar ACK-729/N,MCL SAMAR,729/N - Clavier - lavable - USB - Français,82.4,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,"Interrupteur marche/arrêt, nettoyage marche/arrêt",,,,,,,,,,,USB,,,,,Oui,,Français,,,,,,,,,,,,105,,,,,,,,,,,,,501 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Filaire,,,,,,,,,,,,,,,,,,,,,
9851929,Alienware Pro Wireless Gaming Keyboard,DELL,"Clavier - 75% - compact TKL - AlienFX RGB par touche / 16,8 millions de couleurs - sans fil - 2.4 GHz, Bluetooth 5.1, USB - QWERTY - US - commutateur : commutateurs mécaniques linéaires Alienware (remplaçables à chaud) - Dark Side of the Moon (Noir)",181.25,,,,,,,,,,,,,,,,,,,,,,,,,,,Dark Side of the Moon (Noir),,,,,,,,,,,,,"Renversement de la clé n, programmable, verrou clavier Windows",,,,,,,Garantie de 2 ans,,,,"2.4 GHz, Bluetooth 5.1, USB",,,,Oui,,,QWERTY US,,,,,,,,,,,,,,,,,,,,,,,,,819.73 g,,,,,,,,,,,,,,,,,,"AlienFX RGB par touche / 16,8 millions de couleurs",,,,,,,,,,,,,"Filaire, sans fil",,,,,,,,,,,Commutateurs mécaniques linéaires Alienware (remplaçables à chaud),,,,,,,,,,
7807342,"StarTech.com Under-Desk Keyboard Tray, Clamp-on Keyboard Holder, Supports up to 12kg (26.5lb), Sliding Keyboard and Mouse Drawer with C-Clamps, Height Adjustable Keyboard Tray",STARTECH,"Desk Keyboard Tray, Clamp-on Keyboard Holder, Supports up to 12kg (26.5lb), Sliding Keyboard and Mouse Drawer with C-Clamps, Height Adjustable Keyboard Tray - Black - Ergonomic Keyboard Tray (KEYBOARD-TRAY-CLAMP1) - Tiroir à clavier - montable sous bureau - noir",70.99,,,,,,,,,,,,,,,,,,,,,,,,"5 vis de réglage de hauteur, 5 vis de montage de plateau, 2 étriers en L, 2 pinces de bureau, guide de démarrage rapide",,,Noir,,,,,,,,,,,,,,,,,,,,Garantie de 2 ans,,,,,,,,,,,,,,,,,"Acier, plastique",,,,,,,,,,,,,,,,,,,,,Montable sous bureau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10468026,MICROSOFT,MICROSOFT,Srfc Kybd SC Bluetooth French France GRAY,96.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4428378,StarTech.com Adaptateur PS/2 vers USB ,STARTECH,Adaptateur de rechange pour clavier - PS2 (F) vers USB A (M) - Adaptateur de clavier - PS/2 (F) pour USB (M),4.99,,,,,,,,,,,,,,,,,,,,,Mini-DIN 6 broches (style PS/2) - femelle,USB de type A 4 broches - mâle,,,,,,,,,,,,,,,,,,,,,,,,,Garantie limitée à vie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Adaptateur de clavier,,,,,,,,,,,,,,
9885749,HP 435,HP INC,"Pavé numérique - 9 touches programmables, faible course des touches, capuchons de touches interchangeables avec autocollants - sans fil - Bluetooth 5.3 - Anglais - noir Jack",57.3,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,Noir Jack,,,,,,,,,,,,,Calculatrice,,,,,,,1 an de garantie,,,,Bluetooth 5.3,,,,,,,Anglais,,,,,,,,,,,,,,,,,,,,,,,,,256 g,,,,,,Résistant aux éclaboussures,,,,,,,,,,,,,,,,,,,,,,,,,Sans fil,,,,,,,,,,,,,,,,,,,,,
6308424,PORT - Clavier filaire USB Azerty,PORT DESIG,Office USB KeyboardPour les ordinateurs portables et de bureauConnectivité USBCompatibilité avec Windows,16.66,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,Multimédia,,,,,,,Garantie de 2 ans,,,,USB,,,,,,,AZERTY Français,,,,,,,,,,,,104,,,12,,,,,,,,,,455 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Filaire,,,,,,,,,,,,,,,,,,,,,
3003556,CHERRY XS Complete G84-5200,CHERRY,Cherry XS Complete G84-5200Clavier miniature mécanique bas profil avec pavé numérique  Français  - Noir  - USB-PS/,84.03,,,,,,,,,,,Compatible with Windows 7,,,,,,,,,,,,,,,,Gris clair,,,,,,,,,,,,,,,Technologie Cherry ML,,,,,Garantie de 3 ans,,,,"PS/2, USB",,,,,,,Français,,,,,,,,,,,,104,,,,,,,,,,,,,0.55 kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Filaire,,,,,,,,,,,,,,,,,,,,,
6205153,Kensington Multi-Device Dual Wireless Compact Keyboard,KENSINGTON,"Device Dual Wireless Compact Keyboard - Clavier - sans fil - 2.4 GHz, Bluetooth 3.0, Bluetooth 5.0 - Français - noir",39.55,,,,,,,,,,,,,,,,,,,,,,,,,,,Noir,,,,,,,,,,,,,Multimédia,,,,,,,Garantie de 3 ans,,,,"2.4 GHz, Bluetooth 3.0, Bluetooth 5.0",,,,,,,Français,,,,,,,,,,,,,,,,,,,,,,,,,326 g,,,,,,,,,,,,Récepteur sans fil USB,,,,,,,,,,,,,,,,,,,Sans fil,,,,,,,,,,,,,,,,,,,,,
9849745,HP 655,HP INC,Ensemble clavier et souris - sans fil - 2.4 GHz - Français - blanc,85.9,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,Blanc,,,,,Souris - sans fil,,,,,,,,,,,,,,,1 an de garantie,,,,2.4 GHz,,,,,,,Français,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Récepteur sans fil USB,,,,,,,,,,,,,,,,,,,Sans fil,,,,,,,,,,,,,,,,,,,,,
4838404,HP Pavilion Wired Keyboard 300 *** UK ***,HP INC,Clavier - USB - Anglais - noir de jais,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Noir de jais,,,,,,,,,,,,,,,,,,,,,,,,USB,,,,,,,Anglais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Filaire,,,,,,,,,,,,,,,,,,,,,
4710776,StarTech.com Support pour clavier informatique sous-bureau,STARTECH,"bureau - Tiroir pour clavier adjustable - Plateau / tablette clavier - Tiroir pour clavier - montable sous bureau - noir - pour P/N: ARMBARDUOV, ARMBARTRIO2, ARMDUALSS, ARMDUALV, LTRISERP, MONSTADJDL, MONSTADQI",73.99,,,,,,,,,,,,,,,,,,,,,,,,"Plateau, rail coulissant, bras de fixation, 4 vis de montage, 4 vis de rail, 4 vis de bac, 4 protections pour vis, 2 coussinets en caoutchouc",,"P/N: ARMBARDUO, ARMBARDUOV, ARMBARTRIO2, ARMCBCL, ARMDUAL, ARMDUAL30, ARMDUALSS, ARMDUALV, ARMPIVOT, ARMPIVOTB, ARMPIVOTE, ARMPIVOTHD, ARMPIVOTV2, ARMPIVSTND, ARMSLIM, ARMSLIMDUO, ARMTRIO, ARMUNONB, LTRISERP, MONSTADJD, MONSTADJDL, MONSTADQI",Noir,,,,,,,,,,,,,,,,,,,,Garantie de 2 ans,,,,,,,,,,,,,,,,,"Acier, plastique",,,,,,,,,,,,,,,,,,,5 kg,,Montable sous bureau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8427324,Samsung Galaxy Tab S10 Ultra / S9 Ultra Smart Book Cover Noir,SAMSUNG,BX910 - Étui à rabat pour tablette - noir - pour Galaxy Tab S9 Ultra,109.9,,,,,,,,,,,,,,,,,,,,,,,,,,Galaxy Tab S9 Ultra,Noir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,548 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Étui à rabat pour tablette,,,,,,,,,,,
10309852,Clavier Surface Pro Keyboard + Stylet,MICROSOFT,Clavier Surface Pro Keyboard + Stylet Surface Slim Pen 2 - Alcantara - Bleu Saphir,235.71,"13.5"" écran tactile 2256 x 1504",,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 an de garantie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bluetooth 5.3,,,,,,,SSD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,
10309855,Clavier Surface Pro Keyboard + Stylet,MICROSOFT,Clavier Surface Pro Keyboard + Stylet Surface Slim Pen 2 - Alcantara - Dune,235.71,"13.5"" écran tactile 2256 x 1504",,,,Oui,,,,,,,,,,,,,,,,,,,,,,Noir mat,,,,,,,,,,,,,,,,,,,,1 an de garantie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Intel,,,,,,,,,,,Bluetooth 5.3,,,Oui,,,,SSD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,
6155945,Acer Chrome Combo Set AAK970,ACER,Ensemble clavier et souris - sans fil - 2.4 GHz - Français - noir et argent - Pour la vente au détail - pour Aspire C 22; Chromebook 51X; Extensa 15; Predator Helios 300; Predator Triton 300,45.75,,,,,,,,,,,,,,,,,,,,,,,,,,Aspire 3; 3 Pro Series; 5; 5 Pro Series; Aspire C 22; 27; Chromebook 31X; 51X; Chromebook Enterprise Spin 513; Chromebook Spin 51X; 713; ConceptD 7 Ezel Pro; 7 Pro; Extensa 15; Nitro 5; Predator Helios 300; Predator Triton 300; Spin 5 Pro Series; Swift 1; 3; 5 Pro Series; 7 Pro Series; TravelMate P2,Noir et argent,,,,,Souris - sans fil - optique,,,,,,,,,,,,,,,,,,,2.4 GHz,,,,,,,Français,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sans fil,,,,,,,,Pour la vente au détail,,,,,,,,,,,,,
11536580,CHERRY KW 7100 MINI BT,CHERRY,Clavier - sans fil - Bluetooth 5.1 - QWERTY - Europe - commutateur : CHERRY SX - bleu ardoise,46.21,,,,,,,,,,,,,,,,,,,,,,,,,,,Bleu ardoise,,,,,,,,,,,,,,,,,,,,,,,,Bluetooth 5.1,,,,,,,QWERTY Europe,,,,,,,,,,,,77,,,1,,,,,,,,,,430 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sans fil,,,,,,,,,,,CHERRY SX,,,,,,,,,,
6610128,Logitech Combo Touch,LOGITECH,"Clavier et étui - avec trackpad - rétroéclairé - Apple Smart connector - QWERTY - Pan Nordic - gris oxford - pour Apple 11-inch iPad Pro (1ère génération, 2e génération, 3ème génération)",229.99,,,,,,,Trackpad,,,,,,,,,,,,,,,,,,,"Apple 11-inch iPad Pro (1ère génération, 2e génération, 3ème génération)",Gris oxford,,,,,,,,,,,,,"Recherche, touche secret, luminosité, verrouillage écran, lecture/pause, piste précédente, piste suivante, écran d'accueil, clavier virtuel, contrôle du rétroéclairage, volume -, volume +",,,,,,,Garantie de 2 ans,,,,Apple Smart connector,,,,,,,QWERTY Pan Nordic,,,,Tissé,,,,,,,,,,,,,,,,,,,,,574 g,,,,,,Protection contre les chocs,,,,,,,,,,,,16 niveaux,,,,,,,,,,,,,Filaire,,,,,,,,,,,,,,,,,,,,,
7449704,Logitech Signature MK650 Combo for Business,LOGITECH,Ensemble clavier et souris - sans fil - Bluetooth LE - QWERTY - Espagnol - graphite,84.99,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,Graphite,,,,,Souris - sans fil,,,,,,,,"Dictée, Emoji, écran de découpage, coupure du microphone, fonction arrière, actualisation, Tab, imprimé, calculatrice, commutateur de langue",Oui,,,,,,Garantie de 2 ans,,,,Bluetooth LE,,,,,,,QWERTY Espagnol,,,,,,,,,,,,,,5,6,,,,,Commutation de sensibilité en temps réel 400 - 4 000 dpi,,,,,,,,,,,,,,,,,Récepteur USB Logitech Logi Bolt,,,,,,,,,,,,,,,,,,,Sans fil,,,,,,,,,,,,,,,,,,,,,
10540486,Apple Magic Keyboard with Touch ID and Numeric Keypad,APPLE,Clavier - USB-C - sans fil - Bluetooth - QWERTY - Anglais US - clés blanches,165.83,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,Clés blanches,,,,,,Lecteur d'empreintes digitales,,,,,,,Multimédia,,,,,,,1 an de garantie,,,,Bluetooth,,,,,,,QWERTY Anglais US,,,,,,,,,,,,,,,,,,,,,,,,,369 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sans fil,,,,,,,,,,,,,,,,,,,,,
10540532,Apple Magic Keyboard,APPLE,Clavier - USB-C - sans fil - Bluetooth - QWERTY - Anglais US,99.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Multimédia,,,,,,,1 an de garantie,,,,Bluetooth,,,,,,,QWERTY Anglais US,,,,,,,,,,,,,,,,,,,,,,,,,239 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sans fil,,,,,,,,,,,,,,,,,,,,,
7896147,ASUS OH102,ASUSTEK,Adaptateur réseau - USB 3.0 - 1GbE - noir,24.99,,,,,,,,,,,,,,,,,,,,Windows 8 / 10,,,,,,,Noir,,,,,,,1 Gbits/s,,,,,,,,,,Externe,,,1 an de garantie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19 g,,,,,,,"1GbE, 100Mb LAN, 10Mb LAN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SuperSpeed USB 3.0,,,,,,,,,,,,
2288678,CHERRY G84-5400 XS Trackball Keyboard,CHERRY,5400 XS Trackball Keyboard - Clavier - avec trackball - USB - Français - commutateur : CHERRY ML - noir,134.44,,,,,,,Trackball,,,,Compatible with Windows 7,,,,,,,,,,,,,,,,Noir,,,,,,,,,,,,,,,,,,,,Garantie de 3 ans,,,,USB,,,,,,,Français,,,,,,,,,,,,89,,,,,,,,,,,,,0.54 kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Filaire,,,,,,,,,,,CHERRY ML,,,,,,,,,,
3274593,CHERRY Compact-Keyboard G84-4400,CHERRY,Keyboard trakball 2*PS/2 black Azerty FR,142.85,,,,,,,,,,,,,,,,,,,,,,,,,,,Noir,,,,,,,,,,,,,,,Trackball intégrée,,,,,Garantie de 3 ans,,,,PS/2,,,,,,,Français,,,,,,,,,,,,84,,,2,,,,,,,,,,0.7 kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Filaire,,,,,,,,,,,,,,,,,,,,,
11536991,CHERRY XTRFY MX 3.0S,CHERRY,"Clavier - 100% - full size - rétroéclairé - sans fil - USB, 2.4 GHz, Bluetooth 5.2 - AZERTY - Français - commutateur : CHERRY MX2A Red - noir",151.25,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,Noir,,,,,,,,,,,,,"Navigateur, Touche CHERRY, calculatrice, verrouillage de la clé FN, piste suivante, dernière piste, lecture/pause, volume +, volume -, touche secret, Blocage de la clé WIN",,,,,,,Garantie de 2 ans,,,,"USB, 2.4 GHz, Bluetooth 5.2",,,,Oui,,,AZERTY Français,,,,,,,,,,,,,,,,,,,,,,,,,1.051 kg,,,,,,Résistant à l'abrasion,,,,,,Nano récepteur sans fil USB,,,,,,RGB / 16 millions de couleurs,,,,,,,,,,,,,"Filaire, sans fil",,,,,,,,,,,CHERRY MX2A Red,,,,,,,,,,
