id,nom,marque,caracteristiques,prix,Accessoires compris,Améliorations d'image,Audio,Avertissement sur les couleurs de l'image,Bruitages,Caméra,Capacité de stockage,Caractéristiques,Cartes mémoire prises en charge,Certification Microsoft,Chaînage en marguerites,Classe de diagonale,Classe énergétique,Code QR du label énergétique URL,Commutateur clavier-écran-souris,Compatible HDR,Connecteurs d'entrée,Connectivité,Consommation d'énergie annuelle,Consommation en fonctionnement,Consommation électrique en mode marche,Consommation électrique en veille,Contrôleur graphique,Conçu pour,Couleur,Câbles inclus,Densité par pixel,Dimensions (LxPxH) - avec base,Dimensions (LxPxH) - avec socle (orientation paysage),Dimensions (LxPxH) - avec support,"Dimensions (LxPxH) - avec support (orientation paysage, position la plus haute)",Dimensions (LxPxH) - avec support (position la plus basse),Dimensions (LxPxH) - avec support (position la plus haute),Dimensions (LxPxH) - sans base,Dimensions (LxPxH) - sans support,Dimensions (LxPxH) - unité d'affichage,Disque dur,Empreinte carbone,Entrée audio,Ethernet intégré,Facteur de forme,Fonctions commerciales,Format HDR,Format d'affichage,Format de l'image,Formats vidéo d'entrée,Fourni avec,Gamme de couleurs,Garantie du fabricant,Haut-parleurs,Interface PC,Interface vidéo,Interfaces,Jeu,Lecteur de carte,Localisation,Logiciel(s) inclus,Luminosité,Matériaux de terres rares,Modes vidéo,Moniteur,Nombre d'écrans,Nombre de ports HDMI,Normes de conformité,Normes environnementales,Plate-forme,Plateforme,Poids,Prise en charge des couleurs,Processeur,Programme de ventes par le fabricant,RAM,Rapport de contraste,Revêtement de l'écran,Réglages de la position de l'écran,Réseaux,Résolution,Résolution maximale,Résolution native,Services de diffusion en streaming sur Internet,Services inclus,Stockage optique,Système d'exploitation fourni,Système de haut-parleurs,Taille d'écran recommandée,Taille de la diagonale,Taux d'image et technologie d'amélioration,Taux de trame (max),Technologie,Technologie 24p,Technologie Adaptive-Sync,Technologie HDR,Technologie de connectivité,Technologie de rétroéclairage LCD,Temps de réponse,Tension,Tuner TV numérique,Tuner de télévision,Type,Type de Produit,Type de panneau,Type de tarification,USB,Unité d'affichage pour mur vidéo,Utilisation commerciale,Utilisation recommandée,Webcam intégrée,Écran incurvé
11891752,Lenovo ThinkVision T27qd-40,LENOVO,"40 - Écran LED - 27"" - 2560 x 1440 QHD @ 120 Hz - IPS - 350 cd/m² - 1500:1 - HDR10 - 4 ms - HDMI, DisplayPort, USB-C - noir eclipse",341.18,,,,,,,,"Hub USB 3.2 de 1re génération/USB-C, PD USB 100 Watt",,,,,Classe E,Https://eprel.ec.europa.eu/qr/2273958,,HDR10,"HDMI, DisplayPort, USB-C",,,,,,,,Noir eclipse,,0.2331 mm,,,,,,61.34 cm x 19.5 cm x 53.91 cm,,,,,,,Oui,16:9,,,,,,,"99% BT.709, 99% sRGB",Garantie de 3 ans,,,,,,,Anglais,,350 cd/m²,,,,,,"TUV Rheinland Low Blue Light (Hardware Solution), Eyesafe Certified 2.0, Certification de confort oculaire TUV Rheinland (5 étoiles)","TCO Certified Edge Displays, Certifié TCO, génération 10, pour écrans, ENERGY STAR EPEAT Gold",,,6.8 kg,"16,7 millions de couleurs",,,,1500:1,Anti-éblouissement,"Hauteur, pivot (rotation), pivotant, inclinaison",,,,QHD 2560 x 1440 à 120 Hz,,,,,,,,,,,,,,,,"4 ms (extrême), 6 ms (normal)",CA 100-240 V (50/60 Hz),,,,,IPS,,,,,,,
10430470,AOC AGON PRO AG326UD,AOC,"Moniteur OLED - jeux - 32"" (31.5"" visualisable) - 3840 x 2160 4K UHD (2160p) @ 165 Hz - 250 cd/m² - 15000000:1 - DisplayHDR 400 True Black - 0.03 ms - 2xHDMI, DisplayPort - haut-parleurs - gris foncé",880.79,,,,,,,,Concentrateur à USB 3.2 de génération 1,,,,,,,,DisplayHDR 400 True Black,"2xHDMI, DisplayPort",,,,,,,,Gris foncé,,139.87 mm,,,,,,71.73 cm x 31.68 cm x 63.59 cm,,,,,,,,16:9,,,,,,,"138% sRGB (CIE 1931), 99% DCI-P3 (CIE 1976), 97.5% DCI-P3 (CIE 1976)",Garantie de 3 ans,,,,,Oui,,,,250 cd/m²,,,,,,,,,,10.23 kg,"1,074 milliard de couleurs (10 bits)",,,,15000000:1,"2H Hard Coating, anti-éblouissement","Hauteur, pivot (rotation), pivotant, inclinaison",,,,4K UHD (2160p) 3840 x 2160 à 165 Hz,,,,,,,,,,,,,,,,"0,03 ms (gris à gris)",,,,,,,,,,,,,
10444509,Philips Evnia 5000 27M2C5501,PHILIPSMMD,"Écran LED - jeux - incurvé - 27"" - 2560 x 1440 QHD @ 180 Hz - Fast VA - 5000:1 - HDR10 - 0.5 ms - 2xHDMI, DisplayPort - blanc",230.79,,,,,,,,,,,,,Classe F,,,HDR10,"2xHDMI, DisplayPort",,,,,,,,Blanc,,0.2331 mm,,,,,,61.1 cm x 24.7 cm x 52.8 cm,,,,,,,,16:9,,,,,,,"110% NTSC, 124% sRGB, 89% Adobe RGB, 93% DCI-P3",Garantie de 3 ans,,,,,Oui,,,,,,,,,,"RoHS, sans mercure, PVC-free, sans BFR, HDCP 1.4, HDCP 2.2, Plug and Play, DDC/CI",,,,6.06 kg,"16,7 millions de couleurs",,,,5000:1,"Anti-éblouissement, 3H Hard Coating, Diffusion globale de 25 %","Inclinaison, pivotant, hauteur",,,,QHD 2560 x 1440 à 180 Hz,,,,,,,,,,,,,,,,0.5 ms,CA 100-240 V (50/60 Hz),,,,,Fast VA,,,,,,,Oui
10497786,iiyama G-MASTER Gold Phoenix GB2795HSU-B1,IIYAMA,"MASTER Gold Phoenix GB2795HSU-B1 - Écran LED - 27"" - 1920 x 1080 Full HD (1080p) @ 280 Hz - VA - 300 cd/m² - 4000:1 - HDR10 - 0.2 ms - HDMI, DisplayPort - haut-parleurs - noir mat",207.5,,,,,,,,Concentrateur à USB 3.2 de génération 1,,,,,Classe E,Https://eprel.ec.europa.eu/qr/2074151,,HDR10,"HDMI, DisplayPort",,,,,,,,Noir mat,,0.311 mm,,,,,61.45 cm x 21.3 cm x 40.05 cm,,,,,,,,,16:9,,,,,,,,Garantie de 3 ans,,,,,,,,,300 cd/m²,,,,,,"VCCI, RoHS, WEEE, PSE Mark, REACH, TUV Bauart, ERP, EAC, UKCA",,,,5.4 kg,"16,7 millions de couleurs (8 bits)",,,,4000:1 / 80000000:1 (dynamique),Mat,"Hauteur, pivot (rotation), pivotant, inclinaison",,,,Full HD (1080p) 1920 x 1080 à 280 Hz,,,,,,,,,,,,AMD FreeSync Premium,,,,0.2 ms (MPRT),CA 100-240 V (50/60 Hz),,,,,VA,,,,,,,
10498041,HP Engage,HP INC,"Pas de support - affichage client - 14"" - écran tactile - 1920 x 1080 Full HD (1080p) @ 60 Hz - VA - 400 cd/m² - 800:1 - 25 ms - USB-C - haut-parleurs",482.0,,,,,,,,"Écran tactile, webcam 5,0 mégapixel",,,,,,,,,USB-C,,,,,,,,,,0.161 mm,,,,,,,,35 cm x 20.3 cm x 17.6 cm,,,,Microphone,,16:9,,,,,,,,,,,,,,,,,400 cd/m²,,,,,,"TUV, WHQL",,,,1.6 kg,,,,,800:1,Anti-glare 3H hardness,Inclinaison,,,,Full HD (1080p) 1920 x 1080 à 60 Hz,,,,,,,,,,,,,,,,25 ms (Marche/Arrêt),,,,,,VA,,,,,,5 mégapixels,
9742616,iiyama ProLite T1732MSC-B1SAG,IIYAMA,"B1SAG - Écran LED - 17"" - écran tactile - 1280 x 1024 @ 75 Hz - TN - 250 cd/m² - 1000:1 - 5 ms - HDMI, VGA, DisplayPort - haut-parleurs - noir, finition matte",515.83,,,,,,,,Écran tactile,,,,,Classe E,,,,"HDMI, VGA, DisplayPort",,,,11.9 Watt,,,,"Noir, finition matte",,0.264 mm,,,38.7 cm x 24 cm x 37.8 cm,,,,,,,,,,,5:4,,,,,,,,Garantie de 3 ans,,,,,,,,,250 cd/m²,,,,,,"REACH SvHC, EAC, RoHS, ERP, WEEE, cULus, VCCI, REACH, UKCA, IP54 front, Plug and Play, DDC-2B",,,,4.9 kg,"16,7 millions de couleurs",,,,1000:1,,Inclinaison,,,,1280 x 1024 à 75 Hz,,,,,,,,,,,,,,,,5 ms (noir à blanc),CA 100-240 V (50/60 Hz),,,,,TN,,,,,,,
10444510,Philips Evnia 5000 32M2C5501,PHILIPSMMD,"Écran LED - jeux - incurvé - 32"" (31.5"" visualisable) - 2560 x 1440 QHD @ 180 Hz - Fast VA - 3500:1 - HDR10 - 0.5 ms - 2xHDMI, DisplayPort - blanc",287.46,,,,,,,,,,,,,Classe F,,,HDR10,"2xHDMI, DisplayPort",,,,,,,,Blanc,,0.2724 mm,,,,,,70.9 cm x 31.1 cm x 59.3 cm,,,,,,,,16:9,,,,,,,"88% Adobe RGB, 92% DCI-P3, 120% sRGB, 106% NTSC",Garantie de 3 ans,,,,,Oui,,,,,,,,,,"RoHS, sans mercure, PVC-free, sans BFR, HDCP 1.4, HDCP 2.2, Plug and Play, DDC/CI",,,,8.17 kg,"16,7 millions de couleurs (8 bits)",,,,3500:1,"Anti-éblouissement, 3H Hard Coating, Diffusion globale de 25 %","Inclinaison, pivotant, hauteur",,,,"QHD 2560 x 1440 (DisplayPort: 180 Hz, HDMI: 144 Hz)",,,,,,,,,,,,AMD Adaptive-Sync,,,,0.5 ms,CA 100-240 V (50/60 Hz),,,,,Fast VA,,,,,,,Oui
7768812,BenQ DesignVue PD2506Q,BENQ,"PD Series - écran LED - 25"" - 2560 x 1440 QHD @ 60 Hz - IPS - 350 cd/m² - 1000:1 - 5 ms - HDMI, DisplayPort, USB-C - haut-parleurs",332.5,,,,,,,,Concentrateur USB 3.2,,,Oui,,Classe G,,,,"HDMI, DisplayPort, USB-C",,,,,,,,,,,,,,,,,,57 cm x 8.33 cm x 33.52 cm,,,,,,16:9,,,,,,,"100% Rec 709, 100% sRGB, 95% P3",Garantie de 3 ans,,,,,,,,,350 cd/m²,,,,,,HDCP 2.2,,,,4.4 kg,"16,7 millions de couleurs",,,,1000:1,Anti-éblouissement,"Hauteur, pivot (rotation), pivotant, inclinaison",,,,QHD 2560 x 1440 à 60 Hz,,,,,,,,,,,,,,,,5 ms,CA 100-240 V,,,,,IPS,,,,,,,
4703736,AOC 24E1Q,AOC,"Écran LED - 23.8"" - 1920 x 1080 Full HD (1080p) @ 60 Hz - IPS - 250 cd/m² - 1000:1 - 5 ms - HDMI, VGA, DisplayPort - haut-parleurs",117.92,,,,,,,,Haut-parleurs stéréo,,,,,Classe E,Https://eprel.ec.europa.eu/qr/388961,,,"HDMI, VGA, DisplayPort",,,,18.6 Watt,,,,,,0.2745 mm,,,53.91 cm x 19.94 cm x 40.49 cm,,,,,,,,,,,16:9,,,,,,,,Garantie de 3 ans,,,,,,,,,250 cd/m²,,,,,,,TCO Certified Displays 9,,,3.1 kg,"16,7 millions de couleurs",,,,1000:1 / 2000000:1 (dynamique),,Inclinaison,,,,Full HD (1080p) 1920 x 1080 à 60 Hz,,,,,,,,,,,,,,,,5 ms,CA 120/230 V (50/60 Hz),,,,,IPS,,,,,,,
4703738,AOC X24P1,AOC,"FHD 24"" IPS 60Hz 4ms - Display Port, HDMI, DVI, VGA - Réglable en Hauteur - Haut Parleurs - Garantie 3 ans - Câble Display Port, Câble HDMI",287.46,,,,,,,,Concentrateur USB 3.0,,,,,Classe E,Https://eprel.ec.europa.eu/qr/405263,,,"HDMI, DVI, DisplayPort, VGA",,,,17.6 Watt,,,,,,0.27 mm,,,53.5 cm x 20.3 cm x 53.4 cm,,,,,,,,,,,16:10,,,,,,,,Garantie de 3 ans,,,,,,,,,300 cd/m²,,,,,,DisplayPort 1.2,TCO Certified Displays 9,,,5.5 kg,"16,7 millions de couleurs",,,,1000:1 / 50000000:1 (dynamique),,"Hauteur, pivot (rotation), pivotant, inclinaison",,,,Full HD (1080p) 1920 x 1200 à 60 Hz,,,,,,,,,,,,,,,,4 ms,CA 120/230 V (50/60 Hz),,,,,IPS,,,,,,,
4704412,AOC 24P1,AOC,"Écran LED - 23.8"" - 1920 x 1080 Full HD (1080p) @ 60 Hz - IPS - 250 cd/m² - 1000:1 - 5 ms - HDMI, DVI, DisplayPort, VGA - haut-parleurs",192.88,,,,,,,,Concentrateur USB 3.0,,,,,Classe E,Https://eprel.ec.europa.eu/qr/413378,,,"HDMI, DVI, DisplayPort, VGA",,,,18 Watt,,,,,,0.2745 mm,,,53.91 cm x 20.25 cm x 51.89 cm,,,,,,,,,,,16:9,,,,,,,,Garantie de 3 ans,,,,,,,,,250 cd/m²,,,,,,,TCO Certified Displays 9,,,4.6 kg,"16,7 millions de couleurs",,,,1000:1 / 50000000:1 (dynamique),,"Hauteur, pivot (rotation), pivotant, inclinaison",,,,Full HD (1080p) 1920 x 1080 à 60 Hz,,,,,,,,,,,,,,,,5 ms,CA 120/230 V (50/60 Hz),,,,,IPS,,,,,,,
4738503,NEC MultiSync EA271F,NEC,"Commercial - écran LED - 27"" - 1920 x 1080 Full HD (1080p) @ 60 Hz - AH-IPS - 250 cd/m² - 1000:1 - 6 ms - HDMI, DVI-D, VGA, DisplayPort - haut-parleurs - noir",407.0,,,,,,,,Concentrateur USB 3.1,,,,,Classe C,Https://eprel.ec.europa.eu/qr/403998,,,"HDMI, DVI-D, VGA, DisplayPort",,29 kWh,,11.2 Watt,,,,Noir,,0.311 mm,,,61.02 cm x 25 cm x 37.73 cm,,,,,,,,,,,16:9,,,,,,,72% sRGB,Garantie de 3 ans,,,,,,,,,250 cd/m²,,,,,,"Homologué FFC de classe B, CSA, UL, TUV, cUL, PSB, RoHS, ISO 9241-307, WEEE, ERP, EAC","TCO Certified Edge Displays, TCO Certified Displays 9, ENERGY STAR",,,7.6 kg,"16,7 millions de couleurs",,,,1000:1 / 5000:1 (dynamique),,"Hauteur, pivot (rotation), pivotant, inclinaison",,,,Full HD (1080p) 1920 x 1080 à 60 Hz,,,,,,,,,,,,,,,,6 ms (gris-à-gris),CA 120/230 V,,,,,AH-IPS,,,,,,,
4738504,NEC MultiSync EA271F,NEC,"Écran LED - 27"" - 1920 x 1080 Full HD (1080p) - AH-IPS - 250 cd/m² - 1000:1 - 6 ms - HDMI, DVI-D, VGA, DisplayPort - haut-parleurs - blanc",407.0,,,,,,,,Concentrateur USB 3.1 Gen1,,,,,Classe C,Https://eprel.ec.europa.eu/qr/403998,,,"HDMI, DVI-D, VGA, DisplayPort",,29 kWh,,11.2 Watt,,,,Blanc,,0.311 mm,,,61.02 cm x 25 cm x 37.73 cm,,,,,,,,,,,16:9,,,,,,,72% sRGB,Garantie de 3 ans,,,,,,,,,250 cd/m²,,,,,,"Plug and Play, homologué FFC de classe B, CSA, UL, TUV GS, cUL, DDC-2B, TUV Ergo, PSB, DDC/CI, RoHS, ISO 9241-307, ERP, EAC","TCO Certified Edge Displays, TCO Certified Displays 9, ENERGY STAR",,,7.6 kg,"16,7 millions de couleurs",,,,1000:1 / 5000:1 (dynamique),,"Hauteur, pivot (rotation), pivotant, inclinaison",,,,Full HD (1080p) 1920 x 1080,,,,,,,,,,,,,,,,6 ms (gris-à-gris),CA 120/230 V (50/60 Hz),,,,,AH-IPS,,,,,,,
5424019,"MB16AHP - 15,6"" - Moniteur portable - IPS - Full HD - 5ms - 60Hz - 1920x1080 - 220cd/m2 - Garantie 3 ans",ASUSTEK,"Écran LCD - 15.6"" (16"" visualisable) - portable - 1920 x 1080 Full HD (1080p) - IPS - 250 cd/m² - 700:1 - Micro HDMI, USB-C - haut-parleurs - noir",326.0,,,,,,,,Batterie lithium polymère (7800 mAh),,,,,Classe D,Https://eprel.ec.europa.eu/qr/419759,,,"Micro HDMI, USB-C",,,,13 Watt,,,,Noir,,0.179 mm,,,,,,,,,,,,,,16:9,,,,,,,,Garantie de 3 ans,,,,,,,,,250 cd/m²,,,,,,"UL, VCCI, BSMI, cUL, WHQL, CB, CCC, FCC, RoHS, KCC, WEEE, J-MOSS, UkrSEPRO, RCM, BIS, CU-EAC, TUV Rheinland Low Blue Light Certification, TUV Rheinland Flicker Free Certification",,,,860 g,,,,,700:1,,,,,,Full HD (1080p) 1920 x 1080,,,,,,,,,,,,,,,,,,,,,,IPS,,,,,,,
7309848,ViewSonic ColorPro VP3256-4K,VIEWSONIC,"4K - Écran LED - 32"" (31.5"" visualisable) - 3840 x 2160 4K UHD (2160p) @ 60 Hz - IPS - 350 cd/m² - 1000:1 - 5 ms - 2xHDMI, DisplayPort, USB-C - haut-parleurs",621.4,,,,,,,,"Concentrateur USB 3.2, PD USB 60 Watt",,,,,Classe G,Https://eprel.ec.europa.eu/qr/932888,,,"2xHDMI, DisplayPort, USB-C",,,,33 Watt,,,,,,,,,71.5 cm x 26.5 cm x 51.38 cm,,,,,,,,,,,16:9,,,,,,,100% sRGB,Garantie de 3 ans,,,,,,,,,350 cd/m²,,,,,,"Homologué FFC de classe B, ICES-003, NOM, CB, CCC, RoHS, WEEE, cTUVus, REACH, CEC, UkrSEPRO, ERP, EAC, China Energy Label, China RoHS, CE/EMC, Mexico Energy label, UKCA",ENERGY STAR,,,10.9 kg,"1,07 milliards de couleurs",,,,1000:1 / 20000000:1 (dynamique),Anti-glare 3H hardness,"Hauteur, pivot (rotation), pivotant, inclinaison",,,,"4K UHD (2160p) 3840 x 2160 (DisplayPort: 75 Hz, HDMI: 75 Hz, USB-C: 60 Hz)",,,,,,,,,,,,,,,,5 ms (gris à gris avec Overdrive),CA 100-240 V (50/60 Hz),,,,,IPS,,,,,,,
7309849,ViewSonic VA2715-H,VIEWSONIC,"H - Écran LED - 27"" - 1920 x 1080 Full HD (1080p) @ 75 Hz - VA - 250 cd/m² - 4000:1 - 5 ms - HDMI, VGA",110.5,,,,,,,,,,,,,Classe E,Https://eprel.ec.europa.eu/qr/1071152,,,"HDMI, VGA",,,,18.2 Watt,,,,,,0.3114 mm,,,61.3 cm x 20.5 cm x 45.6 cm,,,,,,,,,,,16:9,,,,,,,"104% sRGB, 72% NTSC",Garantie de 2 ans,,,,,,,,,250 cd/m²,,,,,,"Homologué FFC de classe B, BSMI, ICES-003, NOM, CB, DDC/CI, RoHS, WEEE, cTUVus, REACH, CEC, UkrSEPRO, ERP, EAC, CE/EMC, VESA TMDS, Mexico Energy label, UKCA",ENERGY STAR EPEAT Silver,,,3.6 kg,"16,7 millions de couleurs (8 bits)",,,,4000:1 / 50000000:1 (dynamique),"Anti-éblouissement, 3H Hard Coating, Diffusion globale de 25 %",Inclinaison,,,,Full HD (1080p) 1920 x 1080 à 75 Hz,,,,,,,,,,,,,,,,5 ms (gris-à-gris),CA 100-240 V (50/60 Hz),,,,,VA,,,,,,,
5710414,iiyama ProLite TF1515MC-B2,IIYAMA,"B2 - Écran LED - 15"" - cadre ouvert - écran tactile - 1024 x 768 - TN - 350 cd/m² - 800:1 - 8 ms - HDMI, VGA, DisplayPort - noir",432.5,,,,,,,,,,,,,Classe E,Https://eprel.ec.europa.eu/qr/378636,,,"HDMI, VGA, DisplayPort",,,,10.4 Watt,,,,Noir,,0.297 mm,,,,,,,,,,,,,,4:3,,,,,,,,,,,,,,,,,350 cd/m²,,,,,,"Plug and Play, DDC-2B, CB, cULus, TUV Bauart, IP65, EAC, REACH SvHC",,,,2.9 kg,"16,2 millions de couleurs",,,,800:1,,,,,,1024 x 768,,,,,,,,,,,,,,,,8 ms (gris à gris),,,,,,TN,,,,,,,
9470587,LG UltraGear 27GP95RP-B,LG ELECTRO,"B - Écran LED - jeux - 27"" - 3840 x 2160 4K @ 144 Hz - Nano IPS - 400 cd/m² - 1000:1 - DisplayHDR 600 - 1 ms - 2xHDMI, DisplayPort - noir",727.99,,,,,,,,Hub USB,,,,,Classe F,,,DisplayHDR 600,"2xHDMI, DisplayPort",,,,,,,,Noir,,0.1554 mm,,,,,,60.92 cm x 29.12 cm x 57.47 cm,,,,,,,,16:9,,,,,,,98% DCI-P3,,,,,,Oui,,,,400 cd/m²,,,,,,,,,,7.4 kg,,,,,1000:1,Anti-reflet,"Hauteur, pivot (rotation), inclinaison",,,,"4K 3840 x 2160 (DisplayPort(OC): 160 Hz, DisplayPort: 144 Hz, HDMI: 120 Hz)",,,,,,,,,,,,"AMD FreeSync Premium Pro, NVIDIA G-SYNC Compatible",,,,1 ms (gris à gris),,,,,,Nano IPS,,,,,,,
6182136,Philips E-line 275E2FAE,PHILIPSMMD,"line 275E2FAE - Écran LED - 27"" (27"" visualisable) - 2560 x 1440 QHD @ 75 Hz - IPS - 350 cd/m² - 1000:1 - 1 ms - 2xHDMI, DisplayPort - haut-parleurs - noir texturé",226.63,,,,,,,,,,,,,Classe F,Https://eprel.ec.europa.eu/qr/386842,,,"2xHDMI, DisplayPort",,56 kWh,,26.1 Watt,,,,Noir texturé,,0.2331 mm,,,61.4 cm x 23.4 cm x 47.5 cm,,,,,,,,,,,16:9,,,,,,,"101.6% NTSC (CIE 1976), 115.6% sRGB (CIE 1931)",Garantie de 2 ans,,,,,,,,,350 cd/m²,,,,,,"Plug and Play, homologué FFC de classe B, TUV, ICES-003, CB, DDC/CI, RoHS, Sans plomb, ISO 9241-307, TUV Bauart, EPA, CU-EAC, sans mercure, EAEU RoHS","TCO Certified Displays 9, ENERGY STAR",,,5.23 kg,"16,7 millions de couleurs",,,,1000:1,"Anti-éblouissement, 3H Hard Coating, Diffusion globale de 25 %","Hauteur, inclinaison",,,,QHD 2560 x 1440 à 75 Hz,,,,,,,,,,,,,,,,"4 ms (gris à gris), 1 ms (MPRT)",CA 120/230 V (50/60 Hz),,,,,IPS,,,,,,,
6182786,Philips E-line 241E1SC,PHILIPSMMD,"line 241E1SC - Écran LED - incurvé - 24"" - 1920 x 1080 Full HD (1080p) @ 75 Hz - VA - 240 cd/m² - 3000:1 - 4 ms - HDMI, VGA - noir texturé",124.96,,,,,,,,,,,,,Classe E,Https://eprel.ec.europa.eu/qr/405280,,,"HDMI, VGA",,48 kWh,,17 Watt,,,,Noir texturé,,0.272 mm,,,53.6 cm x 20.2 cm x 41.3 cm,,,,,,,,,,,16:9,,,,,,,"103% sRGB, 87% NTSC",,,,,,,,,,240 cd/m²,,,,,,"Plug and Play, TUV, CB, DDC/CI, RoHS, ISO 9241-307, TUV Bauart, CU-EAC, EAEU RoHS",,,,3.14 kg,"16,7 millions de couleurs",,,,3000:1,"Anti-éblouissement, 3H Hard Coating, Diffusion globale de 25 %",Inclinaison,,,,Full HD (1080p) 1920 x 1080 à 75 Hz,,,,,,,,,,,,AMD FreeSync,,,,4 ms (gris à gris),CA 120/230 V (50/60 Hz),,,,,VA,,,,,,,Oui
6182790,Philips P-line 329P1H,PHILIPSMMD,"line 329P1H - Écran LED - 32"" (31.5"" visualisable) - 3840 x 2160 4K @ 60 Hz - IPS - 350 cd/m² - 1000:1 - 4 ms - 2xHDMI, DisplayPort, USB-C - haut-parleurs - texture noire",541.0,,,,,,,,"Webcam 2 mégapixels, adaptateur réseau Gigabit Ethernet, USB 3.2 Gen 2 hub, PD USB 90 Watt",,,,,Classe G,Https://eprel.ec.europa.eu/qr/399162,,,"2xHDMI, DisplayPort, USB-C",,57 kWh,,40 Watt,,,,Texture noire,,0.18159 mm,,,71.4 cm x 28 cm x 64.9 cm,,,,,,,,,,,16:9,,,,,,,"117% NTSC (CIE 1976), 128% sRGB (CIE 1931), 89% Adobe RGB (CIE 1976)",,,,,,,,,,350 cd/m²,,,,,,"Plug and Play, homologué FFC de classe B, TUV GS, ICES-003, SEMKO, CB, TUV Ergo, DDC/CI, RoHS, EPA, cETLus, CU-EAC, TUV Eye Comfort certified, EAEU RoHS","TCO Certified Edge Displays, TCO Certified Displays 9, ENERGY STAR",,,12.2 kg,"1,07 milliards de couleurs",,,,1000:1 / 50000000:1 (dynamique),"Anti-éblouissement, 3H Hard Coating, Diffusion globale de 25 %","Hauteur, pivot (rotation), pivotant, inclinaison",,,,4K 3840 x 2160 à 60 Hz,,,,,,,,,,,,,,,,4 ms (gris à gris),CA 120/230 V (50/60 Hz),,,,,IPS,,,,,,,
6183363,NEC MultiSync E243F,NEC,"Écran LED - 24"" (23.8"" visualisable) - 1920 x 1080 Full HD (1080p) @ 60 Hz - IPS - 250 cd/m² - 1000:1 - 6 ms - HDMI, DisplayPort, USB-C - haut-parleurs - blanc",259.0,,,,L'image du produit peut être d'une couleur différente,,,,Hub USB 3.1 de 1re génération/USB-C,,,,,Classe E,Https://eprel.ec.europa.eu/qr/304015,,,"HDMI, DisplayPort, USB-C",,26 kWh,,18.1 Watt,,,,Blanc,,0.275 mm,,,53.81 cm x 19 cm x 33.26 cm,,,,,,,,,,,16:9,,,,,,,,,,,,,,,,,250 cd/m²,,,,,,"Plug and Play, TUV GS, DDC-2Bi, TUV Ergo, RoHS, WEEE, DisplayPort 1.2, HDCP 1.3, HDCP 1.4",ENERGY STAR,,,5 kg,"16,7 millions de couleurs (8 bits)",,,,1000:1,,"Hauteur, pivot (rotation), pivotant, inclinaison",,,,Full HD (1080p) 1920 x 1080 à 60 Hz,,,,,,,,,,,,,,,,6 ms (gris-à-gris),CA 120/230 V (50 - 60 Hz),,,,,IPS,,,,,,,
6183365,NEC MultiSync E243F,NEC,"Écran LED - 24"" (23.8"" visualisable) - 1920 x 1080 Full HD (1080p) @ 60 Hz - IPS - 250 cd/m² - 1000:1 - 6 ms - HDMI, DisplayPort, USB-C - haut-parleurs - noir",270.0,,,,,,,,Hub USB 3.1 de 1re génération/USB-C,,,,,Classe E,Https://eprel.ec.europa.eu/qr/304015,,,"HDMI, DisplayPort, USB-C",,26 kWh,,18.1 Watt,,,,Noir,,0.275 mm,,,53.81 cm x 19 cm x 33.26 cm,,,,,,,,,,,16:9,,,,,,,,Garantie de 3 ans,,,,,,,,,250 cd/m²,,,,,,"Plug and Play, TUV GS, DDC-2Bi, TUV Ergo, RoHS, WEEE, DisplayPort 1.2, HDCP 1.3, HDCP 1.4",ENERGY STAR,,,5 kg,"16,7 millions de couleurs (8 bits)",,,,1000:1,,"Hauteur, pivot (rotation), pivotant, inclinaison",,,,Full HD (1080p) 1920 x 1080 à 60 Hz,,,,,,,,,,,,,,,,6 ms (gris-à-gris),CA 120/230 V (50 - 60 Hz),,,,,IPS,,,,,,,
6182789,Philips E-line 346E2CUAE,PHILIPSMMD,"line 346E2CUAE - Écran LED - incurvé - 34"" - 3440 x 1440 UWQHD @ 100 Hz - VA - 300 cd/m² - 3000:1 - 1 ms - HDMI, DisplayPort, USB-C - haut-parleurs - noir texturé",357.46,,,,,,,,"Hub USB, PD USB 65 Watt",,,,,Classe F,Https://eprel.ec.europa.eu/qr/380385,,,"HDMI, DisplayPort, USB-C",,57 kWh,,31.4 Watt,,,,Noir texturé,,0.23175 mm,,,80.7 cm x 25.7 cm x 49.5 cm,,,,,,,,,,,21:9,,,,,,,"121.3% sRGB (CIE 1931), 99.5% NTSC (CIE 1976)",Garantie de 2 ans,,,,,,,,,300 cd/m²,,,,,,"Plug and Play, homologué FFC de classe B, TUV GS, ICES-003, CB, TUV Ergo, DDC/CI, RoHS, Sans plomb, EPA, cETLus, CU-EAC, Ukraine, sans mercure, EAEU RoHS","TCO Certified Displays 9, ENERGY STAR",,,10.05 kg,"16,7 millions de couleurs",,,,3000:1,"Anti-éblouissement, 3H Hard Coating, Diffusion globale de 25 %","Hauteur, inclinaison",,,,UWQHD 3440 x 1440 à 100 Hz,,,,,,,,,,,,,,,,"4 ms (gris à gris), 1 ms (MPRT)",CA 120/230 V (50/60 Hz),,,,,VA,,,,,,,Oui
