id,nom,marque,caracteristiques,prix,Affichage,Alimentation,Batterie,Cache par processeur,Caméra,Caractéristiques principales du processeur,Clavier,Codec,Contrôleur de stockage,Contrôleur graphique,Couleur,Disque dur,Débit d'absorption spécifique (DAS),Empreinte carbone,Entrée audio,Entrée vidéo,Fourni avec,Garantie du fabricant,Intelligence Apple,Lecteur de carte,Localisation,Logiciel(s) inclus,Matériaux de terres rares,Microsoft Copilot,Moniteur,Mémoire cache,Normes audionumériques prises en charge,Normes environnementales,Normes vidéo numériques prises en charge,Poids,Port du Processeur,Potocole de signal numérique,Processeur,Programme de ventes par le fabricant,Protocole de compression de données,Protocoles VoIP,Périphérique d'entrée,RAM,Réseaux,Services inclus,Sortie audio,Stockage optique,Système d'exploitation fourni,Technologie de Plate-forme,Type,Type de tarification,Unité de traitement neural (NPU)
10540734,Apple iMac with 4.5K Retina display,APPLE,"Tout-en-un M4 - RAM 24 Go - SSD 512 Go - Apple M4 10-core - Gigabit Ethernet, IEEE 802.11ax (Wi-Fi 6E), Bluetooth 5.3 - macOS Sequoia 15.0 - moniteur : LED 24"" 4480 x 2520 (4.5K) - clavier : Français - rose",1874.17,,(50/60 Hz),,,Oui,"Moteur de décodage vidéo, Accélération matérielle du traçage des rayons, moteur d'encodage et de décodage ProRes, décodage AV1, bande passante mémoire de 120 Go/s, moteur d'encodage vidéo, H.264, HEVC, ProRes et ProRes RAW accélérés par matériel",Français,,,Apple M4 10-core,Rose,SSD 512 Go - soudé,,391 kg d'émissions de carbone,,,,Garantie limitée - 1 an ¦ Support technique - support téléphonique - 90 jours,Oui,,"Langue : français / région : Belgique, Luxembourg, France","Apple iMovie, Apple Safari, Apple GarageBand, Photo Booth, Apple Time Machine, Apple FaceTime, Apple Preview, Messagerie, Plans, Photos, Rappels, App Store, Musique, Contacts, Stocks, Notes, Météo, Calendrier, Siri, Messages, Apple iBooks, Apple Keynote, Apple Pages, Apple Numbers, News, Voice Memos, Podcasts, Home, Apple TV, Find My, Apple Shortcuts, Apple QuickTime Player, Apple Freeform, Miroitage iPhone",99 % d'éléments de terre rare recyclés,,"24"" - LED - 4480 x 2520 (4.5K) - 218 ppi",,"AAC, MP3, FLAC, Apple Lossless, Dolby Atmos, Dolby Digital, Dolby Digital Plus",ENERGY STAR,"H.264, HEVC, ProRes, ProRes RAW, AV1",4.44 kg,,,Apple M4 (10 cœurs),,,,,24 Go,"1GbE, 802.11a, 802.11b/g/n, Wi-Fi 5, Wi-Fi 6E, Bluetooth 5.3",,Stéreo,Pas de disque optique,Apple macOS Sequoia 15.0,,Ordinateur personnel - tout-en-un,,16-core Neural Engine
10518354,ASUS AiO A3 A3402WVAK WPC175W,ASUSTEK,"Tout-en-un Core i5 1335U / jusqu'à 4.6 GHz - RAM 8 Go - SSD 512 Go - NVMe - Carte graphique Intel Iris Xe - IEEE 802.11ax (Wi-Fi 6), Bluetooth 5.3, Gigabit Ethernet - Win 11 Home - moniteur : LCD 23.8"" 1920 x 1080 (Full HD) - blanc",908.0,,(50/60 Hz),,12 Mo,Oui,Intel Smart Cache,,,,Carte graphique Intel Iris Xe,Blanc,SSD 512 Go - PCI Express 4.0 - M.2 - NVM Express (NVMe),,,,,,Garantie limitée - 2 ans,,2 en 1,,,,,"23.8"" - LCD - 1920 x 1080 (Full HD) - 16:9",12 Mo,,,,5.4 kg,,,"Intel Core i5 (13ème génération) 1335U / 1.3 GHz (jusqu'à 4.6 GHz, (10 cœurs)",,,,,8 Go (installé) / 16 Go (maximum) - DDR5 SDRAM,"802.11a, Wi-Fi 5, 802.11b/g/n, Wi-Fi 6, Bluetooth 5.3, 1GbE",,Stéreo,Pas de disque optique,Windows 11 Home,,Ordinateur personnel - tout-en-un,,
10518357,ASUS AiO A3 A3402WVAK WPC176W,ASUSTEK,"Tout-en-un Core i3 i3-1315U / jusqu'à 4.5 GHz - RAM 8 Go - SSD 512 Go - NVMe - Carte graphique Intel Iris Xe - IEEE 802.11ax (Wi-Fi 6), Bluetooth 5.3, Gigabit Ethernet - Win 11 Home - moniteur : LCD 23.8"" 1920 x 1080 (Full HD) - blanc",800.0,,(50/60 Hz),,12 Mo,Oui,Intel Smart Cache,,,,Carte graphique Intel Iris Xe,Blanc,SSD 512 Go - PCI Express 4.0 - M.2 - NVM Express (NVMe),,,,,,Garantie limitée - 2 ans,,2 en 1,,,,,"23.8"" - LCD - 1920 x 1080 (Full HD) - 16:9",12 Mo,,,,5.4 kg,,,"Intel Core i3 (13ème génération) i3-1315U / 1.2 GHz (jusqu'à 4.5 GHz, (6 cœurs)",,,,,8 Go (installé) / 16 Go (maximum) - DDR5 SDRAM,"802.11a, Wi-Fi 5, 802.11b/g/n, Wi-Fi 6, Bluetooth 5.3, 1GbE",,Stéreo,Pas de disque optique,Windows 11 Home,,Ordinateur personnel - tout-en-un,,
11780608,ASUS ExpertCenter P400 AiO P440VAK WPC011X,ASUSTEK,"Tout-en-un Core i3 i3-1315U / jusqu'à 4.5 GHz - RAM 8 Go - SSD 512 Go - NVMe - UHD Graphics - IEEE 802.11ax (Wi-Fi 6), Bluetooth, Gigabit Ethernet, Bluetooth 5.4 - Win 11 Pro - moniteur : LED 23.8"" 1920 x 1080 (Full HD) - blanc",938.0,,(50/60 Hz),,10 Mo,Oui,,,,SATA (SATA 6Gb/s),Intel UHD Graphics,Blanc,SSD 512 Go - PCI Express 4.0 - M.2 - NVM Express (NVMe),,,,,,Garantie limitée - 2 ans - enlèvement et retour,,,,"ASUS Business Manager, MyASUS",,,"23.8"" - LED - 1920 x 1080 (Full HD) - 16:9",10 Mo,,,,6.9 kg,,,"Intel Core i3 (13ème génération) i3-1315U / 1.2 GHz (jusqu'à 4.5 GHz, (6 cœurs)",,,,,8 Go (installé) / 32 Go (maximum) - DDR4 SDRAM,"Wi-Fi 6, 802.11b/g/n, 802.11a, Wi-Fi 5, Bluetooth, 1GbE, Bluetooth",,,Pas de disque optique,Windows 11 Pro,,Ordinateur personnel - tout-en-un,,
10442400,Acer Veriton Z4 VZ4727GT,ACER,"Tout-en-un Core i7 i7-14700 / jusqu'à 5.4 GHz - RAM 16 Go - SSD 512 Go - DVD SuperMulti - UHD Graphics 770 - Gigabit Ethernet, IEEE 802.11ax (Wi-Fi 6E) - Win 11 Pro - moniteur : LED 27"" 1920 x 1080 (Full HD)",1457.33,,,,33 Mo,Oui,,,,,Intel UHD Graphics 770,,SSD 512 Go - PCI Express 4.0 - M.2,1.14 W/kg (body) ¦ 1.14 W/kg (head) ¦ 1.14 W/kg (membre),483 kg d'émissions de carbone,,,,Garantie limitée - 2 ans,,Oui,Région : France,,,,"27"" - LED - 1920 x 1080 (Full HD) - 16:9",33 Mo L3,,TCO Certified All-in-One PCs 9 EPEAT Gold,,8 kg,FCLGA1700 Socket,,"Intel Core i7 (14ème génération) i7-14700 / 2.1 GHz (jusqu'à 5.4 GHz, (20 cœurs)",,,,,16 Go (installé) / 64 Go (maximum) - DDR5 SDRAM,"1GbE, 802.11a, 802.11b/g/n, Wi-Fi 5, Bluetooth 5.0, Wi-Fi 6E",,,DVD SuperMulti,Windows 11 Pro,,Ordinateur personnel - tout-en-un,,
10442423,Acer Veriton Z2 VZ2514G,ACER,"Tout-en-un Core i5 12450H / jusqu'à 4.4 GHz - RAM 8 Go - SSD 256 Go - UHD Graphics - Gigabit Ethernet, IEEE 802.11ax (Wi-Fi 6), Bluetooth 5.2 - Win 11 Pro - moniteur : LED 23.8"" 1920 x 1080 (Full HD)",922.67,,,,12 Mo,Oui,,,,,Intel UHD Graphics mémoire vidéo partagée (UMA),,SSD 256 Go - PCI Express 4.0 - M.2,1.14 W/kg (head) ¦ 1.14 W/kg (body) ¦ 1.14 W/kg (membre),,,,,Garantie limitée - 2 ans,,,Région : France,,,,"23.8"" - LED - 1920 x 1080 (Full HD) - 16:9",12 Mo L3,,EPEAT Silver,,4.8 kg,,,"Intel Core i5 (12ème génération) 12450H / 2 GHz (jusqu'à 4.4 GHz, (8 cœurs)",,,,,8 Go (installé) / 64 Go (maximum) - DDR4 SDRAM,"1GbE, 802.11a, Wi-Fi 5, 802.11b/g/n, Wi-Fi 6, Bluetooth 5.2",,,Pas de disque optique,Windows 11 Pro,,Ordinateur personnel - tout-en-un,,
10442427,Acer Aspire C 24 C24-1610,ACER,"1610 - Tout-en-un Core i3 N305 / jusqu'à 3.8 GHz - RAM 8 Go - SSD 512 Go - UHD Graphics - IEEE 802.11ax (Wi-Fi 6), Gigabit Ethernet - Win 11 Home - moniteur : LED 23.8"" 1920 x 1080 (Full HD)",581.9,,,,6 Mo,Oui,,,,,Intel UHD Graphics mémoire vidéo partagée (UMA),,SSD 512 Go - PCI Express 4.0 - M.2,1.12 W/kg (head) ¦ 1.12 W/kg (membre) ¦ 1.12 W/kg (body),,,,,Garantie limitée - 2 ans,,Oui,Région : France,"Microsoft Office (version d'évaluation de 30 jours), Xbox Game Pass (3 mois)",,,"23.8"" - LED - 1920 x 1080 (Full HD) - 16:9",6 Mo L3,,,,4.5 kg,,,"Intel Core i3 N305 (jusqu'à 3.8 GHz, (8 cœurs)",,,,,8 Go (installé) / 16 Go (maximum) - DDR5 SDRAM,"802.11a, Wi-Fi 5, Wi-Fi 6, 802.11b/g/n, 1GbE, Bluetooth 5.0",,,Pas de disque optique,Windows 11 Home,,Ordinateur personnel - tout-en-un,,
10442430,Acer Aspire C 24 C24-1610,ACER,"1610 - Tout-en-un Core i3 N305 / jusqu'à 3.8 GHz - RAM 16 Go - SSD 512 Go - UHD Graphics - IEEE 802.11ax (Wi-Fi 6), Gigabit Ethernet - Win 11 Home - moniteur : LED 23.8"" 1920 x 1080 (Full HD)",632.5,,,,6 Mo,Oui,,,,,Intel UHD Graphics mémoire vidéo partagée (UMA),,SSD 512 Go - PCI Express 4.0 - M.2,1.12 W/kg (head) ¦ 1.12 W/kg (membre) ¦ 1.12 W/kg (body),,,,,Garantie limitée - 2 ans,,Oui,Région : France,,,,"23.8"" - LED - 1920 x 1080 (Full HD) - 16:9",6 Mo L3,,,,4.5 kg,,,"Intel Core i3 N305 (jusqu'à 3.8 GHz, (8 cœurs)",,,,,16 Go (installé) / 16 Go (maximum) - DDR5 SDRAM,"802.11a, Wi-Fi 5, Wi-Fi 6, 802.11b/g/n, 1GbE, Bluetooth 5.0",,,Pas de disque optique,Windows 11 Home,,Ordinateur personnel - tout-en-un,,
9908068,MSI Modern AM242P 12M 869FR,MSI,"Tout-en-un Core i7 1255U / jusqu'à 4.7 GHz - RAM 16 Go - SSD 512 Go - NVMe - Carte graphique Intel Iris Xe - IEEE 802.11ax (Wi-Fi 6E), Bluetooth 5.3, Gigabit Ethernet, IEEE 802.11ax (Wi-Fi 6) - Win 11 Pro - moniteur : LED 23.8"" 1920 x 1080 (Full HD) - noir",1099.0,,,,12 Mo,Oui,Intel Smart Cache,,,SATA (SATA 6Gb/s),Carte graphique Intel Iris Xe,Noir,SSD 512 Go - PCI Express 3.0 x4 - M.2 2280 - NVM Express (NVMe),,,,,,,,,,,,,"23.8"" - LED - 1920 x 1080 (Full HD) - 16:9",12 Mo,,,,6.16 kg,,,"Intel Core i7 (12ème génération) 1255U / 1.7 GHz (jusqu'à 4.7 GHz, (10 cœurs)",,,,,16 Go (installé) / 64 Go (maximum) - DDR4 SDRAM,"802.11b/g/n, 802.11a, Wi-Fi 5, Wi-Fi 6E, Bluetooth 5.3, 1GbE, 802.11ax, Wi-Fi 6",,"Surround 2,1 canaux",Pas de disque optique,Windows 11 Pro,,Ordinateur personnel - tout-en-un,,
8684805,MSI PRO AP222T 13M 001EU,MSI,"Tout-en-un Core i5 13400 / jusqu'à 4.6 GHz - RAM 8 Go - SSD 256 Go - NVMe - UHD Graphics 730 - Gigabit Ethernet - Win 11 Pro - moniteur : LED 21.5"" 1920 x 1080 (Full HD) écran tactile - noir",982.8,,,,20 Mo,Oui,Intel Smart Cache,,,SATA (SATA 6Gb/s),Intel UHD Graphics 730,Noir,SSD 256 Go - PCI Express 3.0 x4 - M.2 2280 - NVM Express (NVMe),,,,,,Garantie limitée - 2 ans,,Oui,,MSI Center,,,"21.5"" - LED - 1920 x 1080 (Full HD) - écran tactile",20 Mo,,,,,Socket LGA1700,,"Intel Core i5 (13ème génération) 13400 / 2.5 GHz (jusqu'à 4.6 GHz, (10 cœurs)",,,,,8 Go (installé) / 64 Go (maximum) - DDR4 SDRAM,"802.11a, Wi-Fi 5, 802.11b/g/n, Bluetooth 5.0, 1GbE",,Surround 4 canaux,Pas de disque optique,Windows 11 Pro,,Ordinateur personnel - tout-en-un,,
6816783,ORDISSIMO,ORDISSIMO,"Tout-en-un Pentium Gold G6400 - RAM 4 Go - SSD 256 Go - UHD Graphics 610 - Ordissimo v4 - moniteur : LCD 21.5"" 1920 x 1080 (Full HD) écran tactile - noir",749.16,,,,4 Mo,Oui,,,,,Intel UHD Graphics 610,Noir,SSD 256 Go,,,,,,Garantie limitée - 2 ans,,Oui,,,,,"21.5"" - LCD - 1920 x 1080 (Full HD) - écran tactile",4 Mo,,,,5.8 kg,,,Intel Pentium Gold G6400 / 4 GHz (double cœur),,,,,4 Go DDR4 SDRAM,"10Mb LAN, 802.11a, Wi-Fi 5, 802.11b/g/n, Bluetooth 4.2",,,Pas de disque optique,Ordissimo v4,,Ordinateur personnel - tout-en-un,,
7451768,MSI PRO AP242 12M 081EU,MSI,"Tout-en-un Core i5 12400 / jusqu'à 4.4 GHz - RAM 8 Go - SSD 256 Go - NVMe - UHD Graphics 730 - Gigabit Ethernet, Bluetooth 5.2 - Win 11 Pro - moniteur : LED 23.8"" 1920 x 1080 (Full HD) - noir",999.99,,,,18 Mo,Oui,Intel Smart Cache,,,SATA (SATA 6Gb/s),Intel UHD Graphics 730 mémoire vidéo partagée (UMA),Noir,SSD 256 Go - PCI Express 3.0 x4 - M.2 2280 - NVM Express (NVMe),,,,,,,,,,,,,"23.8"" - LED - 1920 x 1080 (Full HD) - 16:9",18 Mo,,,,4.63 kg,Socket LGA1700,,"Intel Core i5 (12ème génération) 12400 / 2.5 GHz (jusqu'à 4.4 GHz, (6 cœurs)",,,,,8 Go (installé) / 64 Go (maximum) - DDR4 SDRAM,"1GbE, 802.11a, 802.11b/g/n, Wi-Fi 5, 802.11ax, Bluetooth 5.2",,"Surround 2,1 canaux",Pas de disque optique,Windows 11 Pro,,Ordinateur personnel - tout-en-un,,
9910992,MSI Modern AM272P 12M 662FR,MSI,"Tout-en-un Core i7 1255U / jusqu'à 4.7 GHz - RAM 16 Go - SSD 512 Go - NVMe - Carte graphique Intel Iris Xe - IEEE 802.11ax (Wi-Fi 6E), Gigabit Ethernet, Bluetooth 5.3 - Win 11 Pro - moniteur : LED 27"" 1920 x 1080 (Full HD) - blanc",1199.99,,,,12 Mo,Oui,Intel Smart Cache,,,SATA,Carte graphique Intel Iris Xe,Blanc,SSD 512 Go - PCI Express - M.2 - NVM Express (NVMe),,,,,,,,,,,,,"27"" - LED - 1920 x 1080 (Full HD)",12 Mo,,,,7.62 kg,,,"Intel Core i7 (12ème génération) 1255U / 1.2 GHz (jusqu'à 4.7 GHz, (10 cœurs)",,,,,16 Go (installé) / 64 Go (maximum) - DDR4 SDRAM,"802.11a, Wi-Fi 5, 802.11b/g/n, Wi-Fi 6E, 1GbE, Bluetooth 5.3",,Stéreo,Pas de disque optique,Windows 11 Pro,,Ordinateur personnel - tout-en-un,,
11870669,HP EliteStudio 8 G1i AI,HP INC,"Tout-en-un Core Ultra 5 235 / jusqu'à 5 GHz - RAM 16 Go - SSD 512 Go - NVMe, Performance - Intel Graphics - Gigabit Ethernet, IEEE 802.11ax (Wi-Fi 6E), Bluetooth 5.3 - Win 11 Pro - moniteur : LED 23.8"" 1920 x 1080 (Full HD) @ 75 Hz - clavier : Français - argent de brochet - Smart Buy - avec Services informatiques neutres en",1589.0,,(50/60 Hz),,24 Mo,Oui,"Technologie Intel Turbo Boost 2, Intel Smart Cache, 14 fils",Français,,,Intel Graphics - jusqu'à 6 TOPS,Argent de brochet,"SSD 512 Go - PCI Express - M.2 - NVM Express (NVMe), Performance",,,,,HP Wolf Pro Security Edition (1 an),,,,Langue : français / région : France,"HP Client Catalog (téléchargement gratuit), Bibliothèque de scripts de gestion des clients HP (téléchargement gratuit), HP Cloud Recovery, HP Connect for Microsoft Endpoint Manager, Paquets de pilotes HP (téléchargement gratuit), HP Image Assistant (téléchargement gratuit), HP Manageability Integration Kit (tléchargement gratuit), HP Patch Assistant (téléchargement gratuit), HP Notifications, HP PC Hardware Diagnostics UEFI, HP PC Hardware Diagnostics Windows, HSA Telemetry pour le commerce, myHP, myHP avec prise en charge de Multicamera, Poly Lens, HP Hotkey Support, HP Privacy Settings, HP Services Scan, HP Setup Integrated OOBE, HP Smart Support, HP Support Assistant, HSA Fusion pour le commerce",,Yes,"23.8"" - LED - 1920 x 1080 (Full HD) @ 75 Hz - 16:9",24 Mo L3,,ENERGY STAR,,6.3 kg,,,"Intel Core Ultra 5 (Série 2) 235 / 3.4 GHz (jusqu'à 5 GHz, (14 cœurs)",HP Smart Buy,,,,16 Go (installé) / 64 Go (maximum) - DDR5 SDRAM,"1GbE, 802.11a, 802.11b/g/n, Wi-Fi 5, Wi-Fi 6E, Bluetooth 5.3",Services informatiques neutres en carbone HP - Service à la porte pour ordinateur de bureau,,Pas de disque optique,Windows 11 Pro,,Ordinateur personnel - tout-en-un,,Intel AI Boost - jusqu'à 13 TOPS
11870671,HP EliteStudio 8 G1i AI,HP INC,"Tout-en-un Core Ultra 7 265 / jusqu'à 5.3 GHz - RAM 32 Go - SSD 1 To - NVMe - Intel Graphics - Gigabit Ethernet, IEEE 802.11ax (Wi-Fi 6E), Bluetooth 5.3 - Win 11 Pro - moniteur : LED 23.8"" 1920 x 1080 (Full HD) @ 75 Hz - clavier : Français - argent de brochet - Smart Buy - avec Services informatiques neutres en carbone HP -",1899.0,,(50/60 Hz),,30 Mo,Oui,Technologie Intel Turbo Boost,Français,,,Intel Graphics Dynamic Video Memory Technology - jusqu'à 8 TOPS,Argent de brochet,SSD 1 To - PCI Express - M.2 - NVM Express (NVMe),,,,,HP Wolf Pro Security Edition (1 an),,,,Langue : français / région : France,"HP Support Assistant, HP Hotkey Support, HP PC Hardware Diagnostics UEFI, HP Secure Erase, HP BIOSphere, HP Client Catalog (téléchargement gratuit), HP Setup Integrated OOBE, HP Image Assistant (téléchargement gratuit), HP Notifications, HP Sure Click, HP Sure Run, HP Sure Recover, HP Privacy Settings, HP Cloud Recovery, HP Sure Sense, HP Sure Admin, Bibliothèque de scripts de gestion des clients HP (téléchargement gratuit), HP DriveLock, myHP, HSA Fusion pour le commerce, HSA Telemetry pour le commerce, HP BIOS Recovery, Absolute Persistence Module, HP Smart Support, HP Manageability Integration Kit (tléchargement gratuit), HP Connect for Microsoft Endpoint Manager, HP Patch Assistant (téléchargement gratuit), HP PC Hardware Diagnostics Windows, HP Services Scan, HP Sure Start, Paquets de pilotes HP (téléchargement gratuit), myHP avec prise en charge de Multicamera, Audio Permanent Disable, Poly Lens, Secured-Core PC Enable, Mise à jour du BIOS via le réseau",,,"23.8"" - LED - 1920 x 1080 (Full HD) @ 75 Hz - 16:9",30 Mo L3,,ENERGY STAR EPEAT Gold,,6.3 kg,,,"Intel Core Ultra 7 (Série 2) 265 / 2.4 GHz (jusqu'à 5.3 GHz, (20 cœurs)",HP Smart Buy,,,,32 Go (installé) / 64 Go (maximum) - DDR5 SDRAM,"1GbE, 802.11a, 802.11b/g/n, Wi-Fi 5, Wi-Fi 6E, Bluetooth 5.3",Services informatiques neutres en carbone HP - Service à la porte pour ordinateur de bureau,,Pas de disque optique,Windows 11 Pro,,Ordinateur personnel - tout-en-un,,Intel AI Boost - jusqu'à 13 TOPS
11870681,HP EliteStudio 8 G1i AI,HP INC,"Tout-en-un Core Ultra 5 235 / jusqu'à 5 GHz - RAM 16 Go - SSD 512 Go - NVMe, Performance - Intel Graphics - Gigabit Ethernet, IEEE 802.11ax (Wi-Fi 6E), Bluetooth 5.3 - Win 11 Pro - moniteur : LED 23.8"" 1920 x 1080 (Full HD) @ 75 Hz écran tactile - clavier : Français - argent de brochet - Smart Buy - avec Services informatiq",1669.0,,(50/60 Hz),,24 Mo,Oui,"Technologie Intel Turbo Boost 2, Intel Smart Cache, 14 fils",Français,,,Intel Graphics - jusqu'à 6 TOPS,Argent de brochet,"SSD 512 Go - PCI Express - M.2 - NVM Express (NVMe), Performance",,,,,HP Wolf Pro Security Edition (1 an),,,,Langue : français / région : France,"HP Client Catalog (téléchargement gratuit), Bibliothèque de scripts de gestion des clients HP (téléchargement gratuit), HP Cloud Recovery, HP Connect for Microsoft Endpoint Manager, Paquets de pilotes HP (téléchargement gratuit), HP Image Assistant (téléchargement gratuit), HP Manageability Integration Kit (tléchargement gratuit), HP Patch Assistant (téléchargement gratuit), HP Notifications, HP PC Hardware Diagnostics UEFI, HP PC Hardware Diagnostics Windows, HSA Telemetry pour le commerce, myHP, myHP avec prise en charge de Multicamera, Poly Lens, HP Hotkey Support, HP Privacy Settings, HP Services Scan, HP Setup Integrated OOBE, HP Smart Support, HP Support Assistant, HSA Fusion pour le commerce",,Yes,"23.8"" - LED - 1920 x 1080 (Full HD) @ 75 Hz - 16:9 - écran tactile",24 Mo L3,,ENERGY STAR,,6.3 kg,,,"Intel Core Ultra 5 (Série 2) 235 / 3.4 GHz (jusqu'à 5 GHz, (14 cœurs)",HP Smart Buy,,,,16 Go (installé) / 64 Go (maximum) - DDR5 SDRAM,"1GbE, 802.11a, 802.11b/g/n, Wi-Fi 5, Wi-Fi 6E, Bluetooth 5.3",Services informatiques neutres en carbone HP - Service à la porte pour ordinateur de bureau,,Pas de disque optique,Windows 11 Pro,,Ordinateur personnel - tout-en-un,,Intel AI Boost - jusqu'à 13 TOPS
9798533,ASUS AiO M3702WFAK WA025W,ASUSTEK,"Tout-en-un Ryzen 5 7520U / jusqu'à 4.3 GHz - RAM 8 Go - SSD 512 Go - NVMe - Radeon 610M - Bluetooth 5.3, Gigabit Ethernet, Bluetooth 5.2, IEEE 802.11ax (Wi-Fi 6) - Win 11 Home - moniteur : LED 27"" 1920 x 1080 (Full HD) @ 75 Hz - blanc",994.0,,(50/60 Hz),,4 Mo,Oui,,,,,AMD Radeon 610M,Blanc,SSD 512 Go - PCI Express - M.2 - NVM Express (NVMe),,,,,,Garantie limitée - 2 ans - enlèvement et retour,,2 en 1,,,,,"27"" - LED - 1920 x 1080 (Full HD) @ 75 Hz - 16:9",4 Mo,,,,8.9 kg,,,"AMD Ryzen 5 7520U / 2.8 GHz (jusqu'à 4.3 GHz, (quadricœur)",,,,,8 Go LPDDR5 SDRAM,"802.11b/g/n, 802.11a, Wi-Fi 5, Bluetooth 5.3, 1GbE, Bluetooth 5.2, Wi-Fi 6",,Stéreo,Pas de disque optique,Windows 11 Home,,Ordinateur personnel - tout-en-un,,
10348806,Acer Aspire C 27 C27-195ES,ACER,"195ES - Tout-en-un Core Ultra 5 125U / jusqu'à 4.3 GHz - RAM 16 Go - SSD 512 Go - Intel Graphics - Gigabit Ethernet, IEEE 802.11ax (Wi-Fi 6), IEEE 802.11be (Wi-Fi 7) - Win 11 Home - moniteur : LED 27"" 1920 x 1080 (Full HD) - blanc",902.0,,,,12 Mo,Oui,,,,,Intel Graphics mémoire vidéo partagée (UMA),Blanc,SSD 512 Go - PCI Express 4.0 - M.2,1.14 W/kg (head) ¦ 1.14 W/kg (body) ¦ 1.14 W/kg (membre),,,,,Garantie limitée - 2 ans,,,Région : France,,,,"27"" - LED - 1920 x 1080 (Full HD) - 16:9",12 Mo,,,,5.6 kg,,,"Intel Core Ultra 5 (Série 1) 125U / 1.3 GHz (jusqu'à 4.3 GHz, (12 coeurs)",,,,,16 Go (installé) / 32 Go (maximum) - DDR5 SDRAM,"1GbE, 802.11a, 802.11b/g/n, Wi-Fi 5, Bluetooth 5.0, Wi-Fi 6, Wi-Fi 7",,,Pas de disque optique,Windows 11 Home,,Ordinateur personnel - tout-en-un,,
10348807,Acer Aspire C 27 C27-195ES,ACER,"195ES - Tout-en-un Core Ultra 7 155U / jusqu'à 4.8 GHz - RAM 16 Go - SSD 1.024 To - Intel Graphics - Gigabit Ethernet, IEEE 802.11ax (Wi-Fi 6), IEEE 802.11be (Wi-Fi 7) - Win 11 Home - moniteur : LED 27"" 1920 x 1080 (Full HD) - blanc",1078.0,,,,12 Mo,Oui,,,,,Intel Graphics mémoire vidéo partagée (UMA),Blanc,SSD 1.024 To - PCI Express 4.0 - M.2 2280,1.14 W/kg (head) ¦ 1.14 W/kg (body) ¦ 1.14 W/kg (membre),,,,,Garantie limitée - 2 ans,,,Région : France,Microsoft Office 2021 (essai 30 jours),,,"27"" - LED - 1920 x 1080 (Full HD) - 16:9",12 Mo,,,,4.8 kg,,,"Intel Core Ultra 7 (Série 1) 155U / 1.7 GHz (jusqu'à 4.8 GHz, (12 coeurs)",,,,,16 Go (installé) / 32 Go (maximum) - DDR5 SDRAM,"1GbE, 802.11a, 802.11b/g/n, Wi-Fi 5, Bluetooth 5.0, Wi-Fi 6, Wi-Fi 7",,,Pas de disque optique,Windows 11 Home,,Ordinateur personnel - tout-en-un,,
11868038,HP EliteStudio 8 G1i AI,HP INC,"Tout-en-un Core Ultra 5 235 / jusqu'à 5 GHz - RAM 16 Go - SSD 512 Go - NVMe - Intel Graphics - Gigabit Ethernet, IEEE 802.11ax (Wi-Fi 6E), Bluetooth 5.3 - Win 11 Pro - moniteur : LED 27"" 2560 x 1440 (WQHD) @ 75 Hz - clavier : Français - argent de brochet - Smart Buy - avec Support sur site pour ordinateur de bureau HP penda",1679.0,,(50/60 Hz),,24 Mo,Oui,"Technologie Intel Turbo Boost 2, Intel Smart Cache, 14 fils",Français,,,Intel Graphics - jusqu'à 6 TOPS,Argent de brochet,SSD 512 Go - PCI Express - M.2 - NVM Express (NVMe),,,,,HP Wolf Pro Security Edition (1 an),,,,Langue : français / région : France,"Secured-Core PC Enable, Absolute Persistence Module, Audio Permanent Disable, HP BIOS Recovery, Mise à jour du BIOS via le réseau, HP BIOSphere, HP Secure Erase, HP DriveLock, HP Sure Start, HP Sure Admin, HP Sure Click, HP Sure Run, HP Sure Sense, HP Sure Recover, HP Notifications, HP PC Hardware Diagnostics UEFI, HP PC Hardware Diagnostics Windows, HSA Telemetry pour le commerce, myHP, myHP avec prise en charge de Multicamera, Poly Lens, HP Hotkey Support, HP Privacy Settings, HP Services Scan, HP Setup Integrated OOBE, HP Smart Support, HP Support Assistant, HSA Fusion pour le commerce",,Yes,"27"" - LED - 2560 x 1440 (WQHD) @ 75 Hz - 16:9",24 Mo L3,,ENERGY STAR,,7.8 kg,,,"Intel Core Ultra 5 (Série 2) 235 / 3.4 GHz (jusqu'à 5 GHz, (14 cœurs)",HP Smart Buy,,,,16 Go (installé) / 64 Go (maximum) - DDR5 SDRAM - non ECC,"1GbE, 802.11a, 802.11b/g/n, Wi-Fi 5, Wi-Fi 6E, Bluetooth 5.3","Support sur site pour ordinateur de bureau HP pendant 3 ans, le jour ouvrable suivant",,Pas de disque optique,Windows 11 Pro,,Ordinateur personnel - tout-en-un,,Intel AI Boost - jusqu'à 13 TOPS
