id,nom,marque,caracteristiques,prix,Affichage,Alimentation,Batterie,Cache par processeur,Caméra,Caractéristiques principales du processeur,Clavier,Codec,Contrôleur de stockage,Contrôleur graphique,Couleur,Disque dur,Débit d'absorption spécifique (DAS),Empreinte carbone,Entrée audio,Entrée vidéo,Fourni avec,Garantie du fabricant,Intelligence Apple,Lecteur de carte,Localisation,Logiciel(s) inclus,Matériaux de terres rares,Microsoft Copilot,Moniteur,Mémoire cache,Normes audionumériques prises en charge,Normes environnementales,Normes vidéo numériques prises en charge,Poids,Port du Processeur,Potocole de signal numérique,Processeur,Programme de ventes par le fabricant,Protocole de compression de données,Protocoles VoIP,Périphérique d'entrée,RAM,Réseaux,Services inclus,Sortie audio,Stockage optique,Système d'exploitation fourni,Technologie de Plate-forme,Type,Type de tarification,Unité de traitement neural (NPU)
11458081,ASUS ExpertCenter E5 AiO 27 E5702WVARK BPE102X,ASUSTEK,"Tout-en-un Core 7 150U / jusqu'à 5.4 GHz - RAM 16 Go - SSD 512 Go - NVMe - Intel Graphics - IEEE 802.11ax (Wi-Fi 6E), Gigabit Ethernet, Bluetooth 5.3 - Win 11 Pro - moniteur : LED 27"" 1920 x 1080 (Full HD) - noir",1456.0,,(50/60 Hz),,12 Mo,Oui,Intel Smart Cache,,,SATA (SATA 6Gb/s),Intel Graphics,Noir,SSD 512 Go - PCI Express 4.0 - M.2 - NVM Express (NVMe),,,,,,Garantie limitée - 2 ans - enlèvement et retour,,2 en 1,,,,,"27"" - LED - 1920 x 1080 (Full HD) - 16:9",12 Mo,,,,9.8 kg,,,"Intel Core 7 150U / 1.8 GHz (jusqu'à 5.4 GHz, (10 cœurs)",,,,,16 Go (installé) / 64 Go (maximum) - DDR4 SDRAM,"802.11a, Wi-Fi 5, Wi-Fi 6E, 1GbE, 802.11b/g/n, Bluetooth 5.3",,Stéreo,Pas de disque optique,Windows 11 Pro,,Ordinateur personnel - tout-en-un,,
10424528,Lenovo ThinkCentre neo 50a 27 Gen 5 12SB,LENOVO,"Tout-en-un avec support d'écran - Core i7 13620H / jusqu'à 4.9 GHz - RAM 16 Go - SSD 512 Go - TCG Opal Encryption 2, NVMe - UHD Graphics - Gigabit Ethernet, Bluetooth 5.2, IEEE 802.11ax (Wi-Fi 6) - Win 11 Pro - moniteur : LED 27"" 1920 x 1080 (Full HD) @ 100 Hz - clavier : Français - gris luna - Lenovo TopSeller - avec 1 an ",1059.65,,(50/60 Hz),,24 Mo,Oui,,Français,,,Intel UHD Graphics mémoire vidéo partagée (UMA),Gris luna,"SSD 512 Go - PCI Express 4.0 x4 - M.2 2280 - TCG Opal Encryption 2, NVM Express (NVMe)",,,,,,Garantie de base - 1 an - enlèvement et retour ¦ Garantie étendue - 1 an - sur site,,,Langue : français / région : France,,,,"27"" - LED - 1920 x 1080 (Full HD) @ 100 Hz - 16:9",24 Mo,,ENERGY STAR EPEAT Silver,,7.1 kg,,,"Intel Core i7 (13ème génération) 13620H / 2.4 GHz (jusqu'à 4.9 GHz, (10 cœurs)",Lenovo TopSeller,,,,16 Go (installé) / 32 Go (maximum) - DDR5 SDRAM,"1GbE, 802.11a, 802.11b/g/n, Wi-Fi 5, Bluetooth 5.2, Wi-Fi 6",1 an de support Lenovo sur site,,Pas de disque optique,Windows 11 Pro,,Ordinateur personnel - tout-en-un,,
10540729,Apple iMac with 4.5K Retina display,APPLE,"Tout-en-un M4 - RAM 16 Go - SSD 512 Go - Apple M4 10-core - Gigabit Ethernet, IEEE 802.11ax (Wi-Fi 6E), Bluetooth 5.3 - macOS Sequoia 15.0 - moniteur : LED 24"" 4480 x 2520 (4.5K) - clavier : Français - bleu",1665.83,,(50/60 Hz),,,Oui,"Moteur de décodage vidéo, Accélération matérielle du traçage des rayons, moteur d'encodage et de décodage ProRes, décodage AV1, bande passante mémoire de 120 Go/s, moteur d'encodage vidéo, H.264, HEVC, ProRes et ProRes RAW accélérés par matériel",Français,,,Apple M4 10-core,Bleu,SSD 512 Go - soudé,,391 kg d'émissions de carbone,,,,Garantie limitée - 1 an ¦ Support technique - support téléphonique - 90 jours,Oui,,"Langue : français / région : Belgique, Luxembourg, France","Apple iMovie, Apple Safari, Apple GarageBand, Photo Booth, Apple Time Machine, Apple FaceTime, Apple Preview, Messagerie, Plans, Photos, Rappels, App Store, Musique, Contacts, Stocks, Notes, Météo, Calendrier, Siri, Messages, Apple iBooks, Apple Keynote, Apple Pages, Apple Numbers, News, Voice Memos, Podcasts, Home, Apple TV, Find My, Apple Shortcuts, Apple QuickTime Player, Apple Freeform, Miroitage iPhone",99 % d'éléments de terre rare recyclés,,"24"" - LED - 4480 x 2520 (4.5K) - 218 ppi",,"AAC, MP3, FLAC, Apple Lossless, Dolby Atmos, Dolby Digital, Dolby Digital Plus",ENERGY STAR,"H.264, HEVC, ProRes, ProRes RAW, AV1",4.44 kg,,,Apple M4 (10 cœurs),,,,,16 Go,"1GbE, 802.11a, 802.11b/g/n, Wi-Fi 5, Wi-Fi 6E, Bluetooth 5.3",,Stéreo,Pas de disque optique,Apple macOS Sequoia 15.0,,Ordinateur personnel - tout-en-un,,16-core Neural Engine
11853611,ASUS ExpertCenter P400 AiO P440VAK BPC525X,ASUSTEK,"Tout-en-un Core i7 13620H / jusqu'à 4.9 GHz - RAM 16 Go - SSD 512 Go - NVMe - UHD Graphics - IEEE 802.11ax (Wi-Fi 6E), Bluetooth 5.3, Gigabit Ethernet - Win 11 Pro - moniteur : LED 23.8"" 1920 x 1080 (Full HD) - noir",1221.0,,(50/60 Hz),,24 Mo,Oui,,,,SATA (SATA 6Gb/s),Intel UHD Graphics,Noir,SSD 512 Go - PCI Express 4.0 - M.2 - NVM Express (NVMe),,,,,,Garantie limitée - 2 ans - enlèvement et retour,,,,"MyASUS, AppDeals, ASUS Business Manager, McAfee (version d'évaluation de 30 jours)",,,"23.8"" - LED - 1920 x 1080 (Full HD) - 16:9",24 Mo,,,,6.9 kg,,,"Intel Core i7 (13ème génération) 13620H (jusqu'à 4.9 GHz, (10 cœurs)",,,,,16 Go (installé) / 32 Go (maximum) - DDR5 SDRAM,"802.11a, Wi-Fi 5, Wi-Fi 6E, 802.11b/g/n, Bluetooth 5.3, 1GbE",,,Pas de disque optique,Windows 11 Pro,,Ordinateur personnel - tout-en-un,,
10540730,Apple iMac with 4.5K Retina display,APPLE,"Tout-en-un M4 - RAM 16 Go - SSD 256 Go - Apple M4 10-core - Gigabit Ethernet, IEEE 802.11ax (Wi-Fi 6E), Bluetooth 5.3 - macOS Sequoia 15.0 - moniteur : LED 24"" 4480 x 2520 (4.5K) - clavier : Français - rose",1457.5,,(50/60 Hz),,,Oui,"Moteur de décodage vidéo, Accélération matérielle du traçage des rayons, moteur d'encodage et de décodage ProRes, décodage AV1, bande passante mémoire de 120 Go/s, moteur d'encodage vidéo, H.264, HEVC, ProRes et ProRes RAW accélérés par matériel",Français,,,Apple M4 10-core,Rose,SSD 256 Go - soudé,,,,,,Garantie limitée - 1 an ¦ Support technique - support téléphonique - 90 jours,Oui,,"Langue : français / région : Belgique, Luxembourg, France","Apple iMovie, Apple Safari, Apple GarageBand, Photo Booth, Apple Time Machine, Apple FaceTime, Apple Preview, Messagerie, Plans, Photos, Rappels, App Store, Musique, Contacts, Stocks, Notes, Météo, Calendrier, Siri, Messages, Apple iBooks, Apple Keynote, Apple Pages, Apple Numbers, News, Voice Memos, Podcasts, Home, Apple TV, Find My, Apple Shortcuts, Apple QuickTime Player, Apple Freeform, Miroitage iPhone",99 % d'éléments de terre rare recyclés,,"24"" - LED - 4480 x 2520 (4.5K) - 218 ppi",,"AAC, MP3, FLAC, Apple Lossless, Dolby Atmos, Dolby Digital, Dolby Digital Plus",ENERGY STAR,"H.264, HEVC, ProRes, ProRes RAW, AV1",4.44 kg,,,Apple M4 (10 cœurs),,,,,16 Go,"1GbE, 802.11a, 802.11b/g/n, Wi-Fi 5, Wi-Fi 6E, Bluetooth 5.3",,Stéreo,Pas de disque optique,Apple macOS Sequoia 15.0,,Ordinateur personnel - tout-en-un,,16-core Neural Engine
10342809,ASUS ExpertCenter E1 AiO E1600WKAT BMR009X,ASUSTEK,"Tout-en-un Celeron N4500 / jusqu'à 2.8 GHz - RAM 8 Go - SSD 256 Go - NVMe - UHD Graphics - Gigabit Ethernet - Win 11 Pro - moniteur : LED 15.6"" 1920 x 1080 (Full HD) - noir",760.0,,(50/60 Hz),,4 Mo,Oui,Intel Smart Cache,,,SATA,Intel UHD Graphics,Noir,SSD 256 Go - PCI Express 3.0 - M.2 - NVM Express (NVMe),,,,,,Garantie limitée - 2 ans - enlèvement et retour,,2 en 1,,,,,"15.6"" - LED - 1920 x 1080 (Full HD) - 16:9",4 Mo,,,,2.23 kg,,,"Intel Celeron N4500 / 1.1 GHz (jusqu'à 2.8 GHz, (double cœur)",,,,,8 Go DDR4 SDRAM,"802.11a, Wi-Fi 5, 802.11b/g/n, 1GbE, Bluetooth 5.1",,,Pas de disque optique,Windows 11 Pro,,Ordinateur personnel - tout-en-un,,
10405866,Shuttle XPC POS X509,SHUTTLE,"Tout-en-un Celeron 7305 - RAM 8 Go - SSD 120 Go - NVMe - UHD Graphics - Gigabit Ethernet - Aucun SE fourni - moniteur : LED 15.6"" 1366 x 768 (HD) écran tactile - noir",499.0,,(50/60 Hz),,8 Mo,Oui,,,,SATA (SATA 6Gb/s),Intel UHD Graphics,Noir,SSD 120 Go - PCI Express - M.2 2280 - NVM Express (NVMe),,,,,,,,,,Pilotes de périphérique et utilitaires,,,"15.6"" - LED - 1366 x 768 (HD) - 16:9 - écran tactile",8 Mo,,,,3.5 kg,,,Intel Celeron 7305 / 1.1 GHz (5 cœurs),,,,,8 Go (installé) / 64 Go (maximum) - DDR4 SDRAM,"1GbE, 802.11a, 802.11b/g/n, Wi-Fi 5, Bluetooth 4.2",,Stéreo,Pas de disque optique,Aucun système d'exploitation fourni,,Ordinateur personnel - tout-en-un,,
10405867,Shuttle XPC IOT X5090PA,SHUTTLE,"Tout-en-un Celeron 7305 - RAM 8 Go - SSD 120 Go - NVMe - UHD Graphics - Gigabit Ethernet - Win 10 IoT - moniteur : LED 15.6"" 1366 x 768 (HD) écran tactile - noir",579.0,,(50/60 Hz),,8 Mo,Oui,,,,SATA (SATA 6Gb/s),Intel UHD Graphics,Noir,SSD 120 Go - PCI Express - M.2 2280 - NVM Express (NVMe),,,,,,,,,,Pilotes de périphérique et utilitaires,,,"15.6"" - LED - 1366 x 768 (HD) - 16:9 - écran tactile",8 Mo,,,,3.5 kg,,,Intel Celeron 7305 / 1.1 GHz (5 cœurs),,,,,8 Go (installé) / 64 Go (maximum) - DDR4 SDRAM,"1GbE, 802.11a, 802.11b/g/n, Wi-Fi 5, Bluetooth 4.2",,Stéreo,Pas de disque optique,Windows 10 IoT,,Ordinateur personnel - tout-en-un,,
11871614,Acer Aspire C 24 C24A-GRPL,ACER,"GRPL - Tout-en-un Core 5 120U / jusqu'à 5 GHz - RAM 8 Go - SSD 512 Go - Intel Graphics - Gigabit Ethernet, IEEE 802.11ax (Wi-Fi 6), Bluetooth - Win 11 Home - moniteur : LED 23.8"" 1920 x 1080 (Full HD) @ 120 Hz - blanc",636.25,,,,12 Mo,Oui,,,,,Intel Graphics,Blanc,SSD 512 Go,,,,,,Garantie limitée - 2 ans,,Oui,Région : France,,,,"23.8"" - LED - 1920 x 1080 (Full HD) @ 120 Hz - 16:9",12 Mo L3,,,,4.6 kg,,,"Intel Core 5 (Série 1) 120U / 1.4 GHz (jusqu'à 5 GHz, (10 cœurs)",,,,,8 Go DDR4 SDRAM,"1GbE, 802.11a, Wi-Fi 5, Wi-Fi 6, Bluetooth, 802.11b/g/n",,,Pas de disque optique,Windows 11 Home,,Ordinateur personnel - tout-en-un,,
11871615,Acer Aspire C 27 C27A-GRPL,ACER,"GRPL - Tout-en-un Core 5 120U / jusqu'à 5 GHz - RAM 16 Go - SSD 512 Go - Intel Graphics - Gigabit Ethernet, IEEE 802.11ax (Wi-Fi 6), Bluetooth - Win 11 Home - moniteur : LED 27"" 1920 x 1080 (Full HD) - blanc",723.75,,,,12 Mo,Oui,,,,,Intel Graphics,Blanc,SSD 512 Go,,,,,,Garantie limitée - 2 ans,,Oui,Région : France,,,,"27"" - LED - 1920 x 1080 (Full HD) - 16:9",12 Mo L3,,,,5.7 kg,,,"Intel Core 5 (Série 1) 120U / 1.4 GHz (jusqu'à 5 GHz, (10 cœurs)",,,,,16 Go (installé) / 16 Go (maximum) - DDR4 SDRAM,"1GbE, 802.11a, Wi-Fi 5, Wi-Fi 6, Bluetooth, 802.11b/g/n",,,Pas de disque optique,Windows 11 Home,,Ordinateur personnel - tout-en-un,,
11871616,Acer Aspire C 27 C27A-GRPL,ACER,"GRPL - Tout-en-un Core 5 120U / jusqu'à 5 GHz - RAM 8 Go - SSD 512 Go - Intel Graphics - Gigabit Ethernet, IEEE 802.11ax (Wi-Fi 6), Bluetooth - Win 11 Home - moniteur : LED 27"" 1920 x 1080 (Full HD) - blanc",686.25,,,,12 Mo,Oui,,,,,Intel Graphics,Blanc,SSD 512 Go,,,,,,Garantie limitée - 2 ans,,Oui,Région : France,,,,"27"" - LED - 1920 x 1080 (Full HD) - 16:9",12 Mo L3,,,,5.7 kg,,,"Intel Core 5 (Série 1) 120U / 1.4 GHz (jusqu'à 5 GHz, (10 cœurs)",,,,,8 Go (installé) / 16 Go (maximum) - DDR4 SDRAM,"1GbE, 802.11a, Wi-Fi 5, Wi-Fi 6, Bluetooth, 802.11b/g/n",,,Pas de disque optique,Windows 11 Home,,Ordinateur personnel - tout-en-un,,
11871618,Acer Aspire C 24 C24A-GRPL,ACER,"GRPL - Tout-en-un Core 5 120U / jusqu'à 5 GHz - RAM 16 Go - SSD 512 Go - Intel Graphics - Gigabit Ethernet, IEEE 802.11ax (Wi-Fi 6), Bluetooth - Win 11 Home - moniteur : LED 23.8"" 1920 x 1080 (Full HD) @ 120 Hz - blanc",668.75,,,,12 Mo,Oui,,,,,Intel Graphics,Blanc,SSD 512 Go,,,,,,Garantie limitée - 2 ans,,Oui,Région : France,,,,"23.8"" - LED - 1920 x 1080 (Full HD) @ 120 Hz - 16:9",12 Mo L3,,,,4.6 kg,,,"Intel Core 5 (Série 1) 120U / 1.4 GHz (jusqu'à 5 GHz, (10 cœurs)",,,,,16 Go DDR4 SDRAM,"1GbE, 802.11a, Wi-Fi 5, Wi-Fi 6, Bluetooth, 802.11b/g/n",,,Pas de disque optique,Windows 11 Home,,Ordinateur personnel - tout-en-un,,
10405869,Shuttle XPC POS X509,SHUTTLE,"Tout-en-un Celeron 7305 - RAM 8 Go - SSD 120 Go - NVMe - UHD Graphics - Gigabit Ethernet - Aucun SE fourni - moniteur : LED 15.6"" 1366 x 768 (HD) écran tactile - noir",499.0,,(50/60 Hz),,8 Mo,Oui,,,,SATA (SATA 6Gb/s),Intel UHD Graphics,Noir,SSD 120 Go - PCI Express - M.2 2280 - NVM Express (NVMe),,,,,,,,,,Pilotes de périphérique et utilitaires,,,"15.6"" - LED - 1366 x 768 (HD) - 16:9 - écran tactile",8 Mo,,,,3.5 kg,,,Intel Celeron 7305 / 1.1 GHz (5 cœurs),,,,,8 Go (installé) / 64 Go (maximum) - DDR4 SDRAM,"1GbE, 802.11a, 802.11b/g/n, Wi-Fi 5, Bluetooth 4.2",,Stéreo,Pas de disque optique,Aucun système d'exploitation fourni,,Ordinateur personnel - tout-en-un,,
10814295,ASUS AiO A3 A3202WVAK WPB003X,ASUSTEK,"Tout-en-un Core i5 1335U / jusqu'à 4.6 GHz - RAM 8 Go - SSD 512 Go - NVMe - Carte graphique Intel Iris Xe - IEEE 802.11ax (Wi-Fi 6), Gigabit Ethernet, Bluetooth 5.2 - Win 11 Pro - moniteur : LED 21.45"" 1920 x 1080 (Full HD) - blanc",901.7,,(50/60 Hz),,12 Mo,Oui,,,,SATA (SATA 6Gb/s),Carte graphique Intel Iris Xe,Blanc,SSD 512 Go - PCI Express 4.0 - M.2 - NVM Express (NVMe),,,,,,Garantie limitée - 2 ans,,2 en 1,,,,,"21.45"" - LED - 1920 x 1080 (Full HD) - 16:9",12 Mo,,,,4.84 kg,,,"Intel Core i5 (13ème génération) 1335U / 1.3 GHz (jusqu'à 4.6 GHz, (10 cœurs)",,,,,8 Go DDR4 SDRAM,"Wi-Fi 6, 802.11b/g/n, 802.11a, Wi-Fi 5, Bluetooth 5.0, 1GbE, Bluetooth 5.2",,Stéreo,Pas de disque optique,Windows 11 Pro,,Ordinateur personnel - tout-en-un,,
9884967,ASUS Vivo AiO 24 A3402WBAK-WPC004X,ASUSTEK,"WPC004X - Tout-en-un Core i3 1215U / jusqu'à 4.4 GHz - RAM 8 Go - SSD 512 Go - NVMe - UHD Graphics - Gigabit Ethernet, IEEE 802.11ax (Wi-Fi 6), Bluetooth 5.3 - Win 11 Pro - moniteur : LED 23.8"" 1920 x 1080 (Full HD) - blanc",819.0,,,,10 Mo,Oui,Intel Smart Cache,,,SATA (SATA 6Gb/s),Intel UHD Graphics,Blanc,SSD 512 Go - PCI Express - M.2 - NVM Express (NVMe),,,,,,Garantie limitée - 2 ans - enlèvement et retour,,,,,,,"23.8"" - LED - 1920 x 1080 (Full HD) - 16:9",10 Mo,,,,5.4 kg,,,"Intel Core i3 (12ème génération) 1215U / 1.2 GHz (jusqu'à 4.4 GHz, (6 cœurs)",,,,,8 Go DDR4 SDRAM,"1GbE, Wi-Fi 6, 802.11a, Wi-Fi 5, 802.11b/g/n, Bluetooth 5.3, 802.11ax",,Stéreo,Pas de disque optique,Windows 11 Pro,,Ordinateur personnel - tout-en-un,,
11458061,ASUS ExpertCenter E5 AiO 27 E5702WVARK BPE014W,ASUSTEK,"Tout-en-un Core 5 120U / jusqu'à 5 GHz - RAM 16 Go - SSD 512 Go - NVMe - Intel Graphics - IEEE 802.11ax (Wi-Fi 6E), Bluetooth 5.3, Gigabit Ethernet - Win 11 Home - moniteur : LED 27"" 1920 x 1080 (Full HD) - noir",1283.0,,(50/60 Hz),,12 Mo,Oui,Intel Smart Cache,,,SATA (SATA 6Gb/s),Intel Graphics,Noir,SSD 512 Go - PCI Express 4.0 - M.2 - NVM Express (NVMe),,,,,,Garantie limitée - 2 ans - enlèvement et retour,,2 en 1,,"MyASUS, ASUS Business Manager",,,"27"" - LED - 1920 x 1080 (Full HD) - 16:9",12 Mo,,,,9.8 kg,,,"Intel Core 5 (Série 1) 120U / 1.4 GHz (jusqu'à 5 GHz, (10 cœurs)",,,,,16 Go (installé) / 64 Go (maximum) - DDR5 SDRAM,"802.11a, Wi-Fi 5, Wi-Fi 6E, 802.11b/g/n, Bluetooth 5.3, 1GbE",,Stéreo,Pas de disque optique,Windows 11 Home,,Ordinateur personnel - tout-en-un,,
11458088,ASUS ExpertCenter E5 AiO 24 E5402WVARK BPC102X,ASUSTEK,"Tout-en-un Core 5 120U / jusqu'à 5 GHz - RAM 16 Go - SSD 512 Go - NVMe - Intel Graphics - Gigabit Ethernet, Bluetooth 5.3, IEEE 802.11ax (Wi-Fi 6) - Win 11 Pro - moniteur : LED 23.8"" 1920 x 1080 (Full HD) - noir",1249.0,,(50/60 Hz),,12 Mo,Oui,"Intel Deep Learning Boost (DL Boost), Intel Smart Cache",,,SATA (SATA 6Gb/s),Intel Graphics,Noir,SSD 512 Go - PCI Express 4.0 - M.2 - NVM Express (NVMe),,,,,,Garantie limitée - 2 ans - enlèvement et retour,,2 en 1,,"MyASUS, ASUS Business Manager",,Yes,"23.8"" - LED - 1920 x 1080 (Full HD) - 16:9",12 Mo,,ENERGY STAR EPEAT Silver,,8.9 kg,,,"Intel Core 5 (Série 1) 120U / 1.4 GHz (jusqu'à 5 GHz, (10 cœurs)",,,,,16 Go (installé) / 64 Go (maximum) - DDR5 SDRAM,"1GbE, 802.11a, 802.11b/g/n, Wi-Fi 5, Bluetooth 5.3, Wi-Fi 6",,,Pas de disque optique,Windows 11 Pro,,Ordinateur personnel - tout-en-un,,
8645008,Acer Aspire C 24 C24-1300,ACER,"1300 - Tout-en-un Ryzen 5 7520U / jusqu'à 4.3 GHz - RAM 16 Go - SSD 512 Go - Radeon 610M - IEEE 802.11ax (Wi-Fi 6E), Bluetooth, Gigabit Ethernet - Win 11 Home - moniteur : LED 23.8"" 1920 x 1080 (Full HD) @ 75 Hz - noir",661.25,,,,4 Mo,Oui,,,,,AMD Radeon 610M mémoire vidéo partagée (UMA),Noir,SSD 512 Go,2 W/kg (body) ¦ 2 W/kg (head) ¦ 2 W/kg (membre),,,,,Garantie limitée - 2 ans,,Oui,Région : France,,,,"23.8"" - LED - 1920 x 1080 (Full HD) @ 75 Hz",4 Mo L3,,,,4.6 kg,,,"AMD Ryzen 5 7520U / 2.8 GHz (jusqu'à 4.3 GHz, (quadricœur)",,,,,16 Go LPDDR5 SDRAM,"Wi-Fi 6E, 802.11a, Wi-Fi 5, 802.11b/g/n, Bluetooth, 1GbE",,,Pas de disque optique,Windows 11 Home,,Ordinateur personnel - tout-en-un,,
11397998,Acer Aspire C 24 C24-1YE13U5UNH,ACER,"1YE13U5UNH - Tout-en-un Core i5 i5-1334U / jusqu'à 4.6 GHz - RAM 8 Go - SSD 512 Go - Carte graphique Intel Iris Xe - Gigabit Ethernet, IEEE 802.11ax (Wi-Fi 6) - Win 11 Home - moniteur : LED 23.8"" 1920 x 1080 (Full HD) @ 120 Hz - blanc",636.25,,,,12 Mo,Oui,,,,,Carte graphique Intel Iris Xe,Blanc,SSD 512 Go - PCI Express - M.2,,,,,,Garantie limitée - 2 ans,,Oui,Région : France,Microsoft Office (version d'évaluation de 30 jours),,,"23.8"" - LED - 1920 x 1080 (Full HD) @ 120 Hz - 16:9",12 Mo L3,,,,4.6 kg,,,"Intel Core i5 (13ème génération) i5-1334U / 1.3 GHz (jusqu'à 4.6 GHz, (10 cœurs)",,,,,8 Go (installé) / 32 Go (maximum) - DDR4 SDRAM,"1GbE, 802.11a, Wi-Fi 5, Wi-Fi 6, 802.11b/g/n, Bluetooth 5.0",,,Pas de disque optique,Windows 11 Home,,Ordinateur personnel - tout-en-un,,
11397999,Acer Aspire C 24 C24-1YE13U5UNH,ACER,"1YE13U5UNH - Tout-en-un Core i5 i5-1334U / jusqu'à 4.6 GHz - RAM 16 Go - SSD 1.024 To - Carte graphique Intel Iris Xe - Gigabit Ethernet, IEEE 802.11ax (Wi-Fi 6) - Win 11 Home - moniteur : LED 23.8"" 1920 x 1080 (Full HD) @ 120 Hz - blanc",748.0,,,,12 Mo,Oui,,,,,Carte graphique Intel Iris Xe,Blanc,SSD 1.024 To - PCI Express - M.2,,,,,,Garantie limitée - 2 ans,,Oui,Région : France,Microsoft Office (version d'évaluation de 30 jours),,,"23.8"" - LED - 1920 x 1080 (Full HD) @ 120 Hz - 16:9",12 Mo L3,,,,4.6 kg,,,"Intel Core i5 (13ème génération) i5-1334U / 1.3 GHz (jusqu'à 4.6 GHz, (10 cœurs)",,,,,16 Go (installé) / 32 Go (maximum) - DDR4 SDRAM,"1GbE, 802.11a, Wi-Fi 5, Wi-Fi 6, 802.11b/g/n, Bluetooth 5.0",,,Pas de disque optique,Windows 11 Home,,Ordinateur personnel - tout-en-un,,
11398000,Acer Aspire C 27 C27-1E13U5UNH,ACER,"1E13U5UNH - Tout-en-un Core i5 i5-1334U / jusqu'à 4.6 GHz - RAM 8 Go - SSD 512 Go - Carte graphique Intel Iris Xe - Gigabit Ethernet, IEEE 802.11ax (Wi-Fi 6) - Win 11 Home - moniteur : LED 27"" 1920 x 1080 (Full HD) @ 120 Hz - blanc",687.5,,,,12 Mo,Oui,,,,,Carte graphique Intel Iris Xe,Blanc,SSD 512 Go - PCI Express - M.2,,,,,,Garantie limitée - 2 ans,,Oui,Région : France,Microsoft Office (version d'évaluation de 30 jours),,,"27"" - LED - 1920 x 1080 (Full HD) @ 120 Hz - 16:9",12 Mo L3,,,,5.7 kg,,,"Intel Core i5 (13ème génération) i5-1334U / 1.3 GHz (jusqu'à 4.6 GHz, (10 cœurs)",,,,,8 Go (installé) / 32 Go (maximum) - DDR4 SDRAM,"1GbE, 802.11a, Wi-Fi 5, Wi-Fi 6, 802.11b/g/n, Bluetooth 5.0",,,Pas de disque optique,Windows 11 Home,,Ordinateur personnel - tout-en-un,,
11398001,Acer Aspire C 27 C27-1E13U5UNH,ACER,"1E13U5UNH - Tout-en-un Core i5 i5-1334U / jusqu'à 4.6 GHz - RAM 16 Go - SSD 512 Go - Carte graphique Intel Iris Xe - Gigabit Ethernet, IEEE 802.11ax (Wi-Fi 6) - Win 11 Home - moniteur : LED 27"" 1920 x 1080 (Full HD) @ 120 Hz - blanc",723.75,,,,12 Mo,Oui,,,,,Carte graphique Intel Iris Xe,Blanc,SSD 512 Go - PCI Express - M.2,,,,,,Garantie limitée - 2 ans,,Oui,Région : France,Microsoft Office (version d'évaluation de 30 jours),,,"27"" - LED - 1920 x 1080 (Full HD) @ 120 Hz - 16:9",12 Mo L3,,,,5.7 kg,,,"Intel Core i5 (13ème génération) i5-1334U / 1.3 GHz (jusqu'à 4.6 GHz, (10 cœurs)",,,,,16 Go (installé) / 64 Go (maximum) - DDR4 SDRAM,"1GbE, 802.11a, Wi-Fi 5, Wi-Fi 6, 802.11b/g/n, Bluetooth 5.0",,,Pas de disque optique,Windows 11 Home,,Ordinateur personnel - tout-en-un,,
11398003,Acer Aspire C 27 C27-1E13U7UNH,ACER,"1E13U7UNH - Tout-en-un Core i7 1355U / jusqu'à 5 GHz - RAM 16 Go - SSD 1.024 To - Carte graphique Intel Iris Xe - Gigabit Ethernet, IEEE 802.11ax (Wi-Fi 6) - Win 11 Home - moniteur : LED 27"" 1920 x 1080 (Full HD) @ 120 Hz - blanc",906.25,,,,12 Mo,Oui,,,,,Carte graphique Intel Iris Xe,Blanc,SSD 1.024 To - PCI Express - M.2,,,,,,Garantie limitée - 1 an - enlèvement et retour,,Oui,Région : France,Microsoft Office (version d'évaluation de 30 jours),,,"27"" - LED - 1920 x 1080 (Full HD) @ 120 Hz - 16:9",12 Mo L3,,,,5.7 kg,,,"Intel Core i7 (13ème génération) 1355U / 1.7 GHz (jusqu'à 5 GHz, (10 cœurs)",,,,,16 Go (installé) / 32 Go (maximum) - DDR4 SDRAM,"1GbE, 802.11a, Wi-Fi 5, Wi-Fi 6, 802.11b/g/n, Bluetooth 5.0",,,Pas de disque optique,Windows 11 Home,,Ordinateur personnel - tout-en-un,,
8355500,MSI PRO AP222T 13M 045EU,MSI,"Tout-en-un Core i3 13100 / jusqu'à 4.5 GHz - RAM 8 Go - SSD 256 Go - NVMe - UHD Graphics 730 - Gigabit Ethernet - Win 11 Pro - moniteur : LED 21.5"" 1920 x 1080 (Full HD) @ 75 Hz écran tactile - noir",749.99,,,,12 Mo,,Intel Smart Cache,,,SATA (SATA 6Gb/s),Intel UHD Graphics 730,Noir,SSD 256 Go - PCI Express 3.0 x4 - M.2 2280 - NVM Express (NVMe),,,,,,Garantie limitée - 2 ans,,Oui,,MSI Center,,,"21.5"" - LED - 1920 x 1080 (Full HD) @ 75 Hz - écran tactile",12 Mo,,,,,Socket LGA1700,,"Intel Core i3 (13ème génération) 13100 / 3.4 GHz (jusqu'à 4.5 GHz, (quadricœur)",,,,,8 Go (installé) / 64 Go (maximum) - DDR4 SDRAM,"802.11a, Wi-Fi 5, 802.11b/g/n, Bluetooth 5.0, 1GbE",,Surround 4 canaux,Pas de disque optique,Windows 11 Pro,,Ordinateur personnel - tout-en-un,,
